Date,Session ID,Time,Hall,Session Type,Title,Chairs,Presentation ID,Presentation Time,Presentation Title,Presenter
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),Y093,13:30,- 14:30,"Hall 11
1-hour Symposium
Immunosenescence and immune response to vaccination
Chairs Petar Velikov (Sofia, Bulgaria)"
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),S0267,13:30,,"How immunosenescence impacts vaccine 
response Andrea Cossarizza (Modena, Italy)"
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),S0268,14:00,,"Strategies to tackle immunosenescence and improve 
immune response to vaccination in the elderly Inna 
Ovsyannikova (Rochester, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W096,13:30,- 15:30,"Hall 15
Educational Session
Tools for successful development as a medical educator
Chairs Giorgia Caruana (Sion, Switzerland)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0273,13:30,,"Developing your educator professional identity Todd 
Cassese (Bronx, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0274,13:50,,"What do IPC doctors need to learn to be 
prepared Simone Scheithauer (Göttingen, Germany)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0275,14:10,Communities of practice:,"successful experience of a 
transformative collaboration and roadmap Erin 
Bonura (Portland, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0276,14:30,,"The critical need for ongoing innovations in medical 
education Clémentine Schilte (Paris, France)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),F0278,13:40,,"Leveraging surveillance networks to strengthen basic 
bacteriology Dissou Affolabi (Cotonou, Benin)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),O098,13:30,- 14:30,"Arena 2
Open Forum
Best of ID Week
Chair Tina Tan (Chicago, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),F055,13:30,- 14:30,"Arena 4
ePoster Flash Session
The cutting edge in tuberculosis
Chair Graeme Ayton Meintjes (Observatory, South Africa)"
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),Y093,13:30,- 14:30,"Hall 11
1-hour Symposium
Immunosenescence and immune response to vaccination
Chairs Petar Velikov (Sofia, Bulgaria)"
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),S0267,13:30,,"How immunosenescence impacts vaccine 
response Andrea Cossarizza (Modena, Italy)"
11 April 2025,SY093,13:30 - 14:30,11,,,Petar Velikov; Bulgaria); Dafna Yahav; Israel),S0268,14:00,,"Strategies to tackle immunosenescence and improve 
immune response to vaccination in the elderly Inna 
Ovsyannikova (Rochester, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W096,13:30,- 15:30,"Hall 15
Educational Session
Tools for successful development as a medical educator
Chairs Giorgia Caruana (Sion, Switzerland)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0273,13:30,,"Developing your educator professional identity Todd 
Cassese (Bronx, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0274,13:50,,"What do IPC doctors need to learn to be 
prepared Simone Scheithauer (Göttingen, Germany)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0275,14:10,Communities of practice:,"successful experience of a 
transformative collaboration and roadmap Erin 
Bonura (Portland, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),W0276,14:30,,"The critical need for ongoing innovations in medical 
education Clémentine Schilte (Paris, France)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),F0278,13:40,,"Leveraging surveillance networks to strengthen basic 
bacteriology Dissou Affolabi (Cotonou, Benin)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),O098,13:30,- 14:30,"Arena 2
Open Forum
Best of ID Week
Chair Tina Tan (Chicago, United States)"
11 April 2025,EW096,13:30 - 15:30,15,Educational Session,Tools for successful development as a medical educator,Giorgia Caruana; Switzerland); Yoav Keynan; Canada),F055,13:30,- 14:30,"Arena 4
ePoster Flash Session
The cutting edge in tuberculosis
Chair Graeme Ayton Meintjes (Observatory, South Africa)"
11 April 2025,JS1,13:30 - 14:30,12,Journal Session,Late-breaker research from CMI and CMI Communications,,,,,
11 April 2025,LB003,13:30 - 14:30,13,1-hour Oral Session,New solutions for difficult-to-treat infection,,B003,13:30,- 14:30,"Hall 13
1-hour Oral Session
New solutions for difficult-to-treat infection
L0011  Antimicrobial CRISPR-Cas9-based treatment against 
antibiotic resistant extraintestinal pathogenic E. coli  
(ExPEC)"
11 April 2025,SY094,13:30 - 14:30,14,,,Beatriz Guerra Román; Spain); Joel Mossong; Luxembourg),S0269,13:30,,"Foodborne risk in meat and fishery products and 
impact on AMR Anders Dalsgaard (Frederiksberg C, 
Denmark)"
11 April 2025,SY094,13:30 - 14:30,14,,,Beatriz Guerra Román; Spain); Joel Mossong; Luxembourg),S0270,14:00,,"Control challenges associated with food-borne 
multidrug resistance Luisa Maria Vieira Peixe (Porto, 
Portugal)"
11 April 2025,ME095,13:30 - 14:30,16,Meet-the-Expert,Local antimicrobials for deep infections,,M0271,13:30,,"Karolina Akinosoglou (Patra, Greece)"
11 April 2025,ME095,13:30 - 14:30,16,Meet-the-Expert,Local antimicrobials for deep infections,,M0272,13:42,,"Pierre Tattevin (Rennes, France)"
11 April 2025,OS052,13:30 - 14:30,2,1-hour Oral Session,AI in infectious diseases: the lab and beyond,Jacob Moran-Gilad; Israel); Joshua Nosanchuk; United States); Jose Ramon Pano-Pardo; Spain); Jesús Rodríguez-Baño; Spain); Anja Šterbenc; Slovenia); Suzanne Van Asten; Netherlands); David Van Duin; Nc; United States),,,,
11 April 2025,JS1,13:30 - 14:30,12,Journal Session,Late-breaker research from CMI and CMI Communications,,,,,
11 April 2025,LB003,13:30 - 14:30,13,1-hour Oral Session,New solutions for difficult-to-treat infection,,B003,13:30,- 14:30,"Hall 13
1-hour Oral Session
New solutions for difficult-to-treat infection
L0011  Antimicrobial CRISPR-Cas9-based treatment against 
antibiotic resistant extraintestinal pathogenic E. coli  
(ExPEC)"
11 April 2025,SY094,13:30 - 14:30,14,,,Beatriz Guerra Román; Spain); Joel Mossong; Luxembourg),S0269,13:30,,"Foodborne risk in meat and fishery products and 
impact on AMR Anders Dalsgaard (Frederiksberg C, 
Denmark)"
11 April 2025,SY094,13:30 - 14:30,14,,,Beatriz Guerra Román; Spain); Joel Mossong; Luxembourg),S0270,14:00,,"Control challenges associated with food-borne 
multidrug resistance Luisa Maria Vieira Peixe (Porto, 
Portugal)"
11 April 2025,ME095,13:30 - 14:30,16,Meet-the-Expert,Local antimicrobials for deep infections,,M0271,13:30,,"Karolina Akinosoglou (Patra, Greece)"
11 April 2025,ME095,13:30 - 14:30,16,Meet-the-Expert,Local antimicrobials for deep infections,,M0272,13:42,,"Pierre Tattevin (Rennes, France)"
11 April 2025,OS052,13:30 - 14:30,2,1-hour Oral Session,AI in infectious diseases: the lab and beyond,,,,,
11 April 2025,OS053,13:30 - 14:30,3,1-hour Oral Session,Immune evasion and intracellular survival strategies,Juliane Bubeck Wardenburg; United States); Giovanni Delogu; Italy); O0386  Capsule-Dependent Modulation of Cell Death; Pathways and Immune Evasion in Acinetobacter; baumanniiH. Wang*; China); C. Jiang; O0387  Intracellular lifestyle of Acinetobacter baumannii :; Role of phospholipase A2 and transcriptional factor; EB; Spain); C. Atalaya Rey; I.; Molina Panadero; A. Lora González; A. Hmadcha; O0388  The role of peg344 of hypervirulent Klebsiella; pneumoniae  on suppressing autophagy responses of; macrophages Z.E. Kuloğlu*; Türkiye); Ö.; Albayrak; D. Güllü; G. Ekinci; F. Can; O0389  c-Myc Inhibits Macrophage Antimycobacterial; Response in Mycobacterium tuberculosis Infection C.; Dollé*; Switzerland); E. Sarti; R.; Wolfensberger; K. Kusjeko; S. Bredl; R.A. Speck; M.; Greter; J.H. Rueschoff; D. Mai; A. Diercks; P. Sander; G.S. Olson; J. Nemeth; O0390  Targeting neutrophil extracellular traps; prevents tuberculosis immunopathology J.; Kutschenreuter*; United Kingdom); D.; Kirwan; R. Cusman; K.H. Skolimowska; R.H. Gilman; J.S. Friedland; D.L.W. Chong,S053,13:30,- 14:30,"Hall 3
1-hour Oral Session
Immune evasion and intracellular survival strategies
Chairs Juliane Bubeck Wardenburg (St. Louis, United States)"
11 April 2025,SY091,13:30 - 14:30,4,,,Nitin Gupta; India); Pikka Jokelainen; Denmark),S0264,14:00,Disease X:,"preparedness for the next pandemic Yee 
Sin Leo (Singapore, Singapore)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),Y092,13:30,- 14:30,"Hall 5
1-hour Symposium
Sex differences in management and outcome of patients with serious 
bacterial infections
Chairs Michele Bartoletti (Milan, Italy)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),S0265,13:30,"Sex impacts incidence, management,","and outcome in 
bacteraemia Annette Westgeest (Leiden, 
Netherlands)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),S0266,14:00,,"The complex interplay between gender and 
sepsis Ines Lakbar (Montpellier, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,M0285,14:45,,"Esther Calbo (Terrassa, Spain)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,M0286,14:57,,"Jan A.J.W. Kluytmans (Utrecht, Netherlands)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,O102,14:45,- 15:45,"Arena 1
Open Forum
Navigating the future of pandemics across One Health
Chair Xavier Lescure (Paris, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F0287,14:45,,"Status of the One Health Joint Plan of Action by the 
Quadripartite Chadia Wannous (Paris, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F0289,15:05,,"Long-term consequences of emerging viral 
diseases Alfonso J. Rodriguez-Morales (Pereira, 
Colombia)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F059,14:45,- 15:45,"Arena 2
ePoster Flash Session
Bacterial infections in the post pandemic era
Chair Özlem Kurt Azap (Ankara, Türkiye)"
11 April 2025,OS053,13:30 - 14:30,3,1-hour Oral Session,Immune evasion and intracellular survival strategies,Juliane Bubeck Wardenburg; United States); Giovanni Delogu; Italy); O0386  Capsule-Dependent Modulation of Cell Death; Pathways and Immune Evasion in Acinetobacter; baumanniiH. Wang*; China); C. Jiang; O0387  Intracellular lifestyle of Acinetobacter baumannii :; Role of phospholipase A2 and transcriptional factor; EB; Spain); C. Atalaya Rey; I.; Molina Panadero; A. Lora González; A. Hmadcha; O0388  The role of peg344 of hypervirulent Klebsiella; pneumoniae  on suppressing autophagy responses of; macrophages Z.E. Kuloğlu*; Türkiye); Ö.; Albayrak; D. Güllü; G. Ekinci; F. Can; O0389  c-Myc Inhibits Macrophage Antimycobacterial; Response in Mycobacterium tuberculosis Infection C.; Dollé*; Switzerland); E. Sarti; R.; Wolfensberger; K. Kusjeko; S. Bredl; R.A. Speck; M.; Greter; J.H. Rueschoff; D. Mai; A. Diercks; P. Sander; G.S. Olson; J. Nemeth; O0390  Targeting neutrophil extracellular traps; prevents tuberculosis immunopathology J.; Kutschenreuter*; United Kingdom); D.; Kirwan; R. Cusman; K.H. Skolimowska; R.H. Gilman; J.S. Friedland; D.L.W. Chong,S053,13:30,- 14:30,"Hall 3
1-hour Oral Session
Immune evasion and intracellular survival strategies
Chairs Juliane Bubeck Wardenburg (St. Louis, United States)"
11 April 2025,SY091,13:30 - 14:30,4,,,Nitin Gupta; India); Pikka Jokelainen; Denmark),S0264,14:00,Disease X:,"preparedness for the next pandemic Yee 
Sin Leo (Singapore, Singapore)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),Y092,13:30,- 14:30,"Hall 5
1-hour Symposium
Sex differences in management and outcome of patients with serious 
bacterial infections
Chairs Michele Bartoletti (Milan, Italy)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),S0265,13:30,"Sex impacts incidence, management,","and outcome in 
bacteraemia Annette Westgeest (Leiden, 
Netherlands)"
11 April 2025,SY092,13:30 - 14:30,5,,,Michele Bartoletti; Italy); Merel Lambregts; Netherlands)S0265  13:30  Sex impacts incidence; management; and outcome in; bacteraemia Annette Westgeest; Netherlands),S0266,14:00,,"The complex interplay between gender and 
sepsis Ines Lakbar (Montpellier, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,M0285,14:45,,"Esther Calbo (Terrassa, Spain)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,M0286,14:57,,"Jan A.J.W. Kluytmans (Utrecht, Netherlands)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,O102,14:45,- 15:45,"Arena 1
Open Forum
Navigating the future of pandemics across One Health
Chair Xavier Lescure (Paris, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F0287,14:45,,"Status of the One Health Joint Plan of Action by the 
Quadripartite Chadia Wannous (Paris, France)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F0289,15:05,,"Long-term consequences of emerging viral 
diseases Alfonso J. Rodriguez-Morales (Pereira, 
Colombia)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F059,14:45,- 15:45,"Arena 2
ePoster Flash Session
Bacterial infections in the post pandemic era
Chair Özlem Kurt Azap (Ankara, Türkiye)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F060,14:45,- 15:45,"Arena 3
ePoster Flash Session
AMR in the community
Chair Camilla Wiuff Coia (Copenhagen, Denmark)"
11 April 2025,ME101,14:45 - 15:45,14,Meet-the-Expert,How to master conflict management and negotiation in healthcare,,F060,14:45,- 15:45,"Arena 3
ePoster Flash Session
AMR in the community
Chair Camilla Wiuff Coia (Copenhagen, Denmark)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),Y100,14:45,- 15:45,"Hall 12
1-hour Symposium
The challenge of a healthy microbiota in neonates
Chairs Maria Vehreschild (Frankfurt Am Main, Germany)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),S0283,14:45,,"Infant gut microbiome development Debby Bogaert 
(Edinburgh, United Kingdom)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),S0284,15:15,,"Metagenomic signatures and antibiotic disruption of 
the gut microbiome in neonates Gautam Dantas (Saint 
Louis, United States)"
11 April 2025,OS058,14:45 - 15:45,16,,,Beatriz L. Gomez; Colombia); Leonardo Nimrichter; Brazil); O0419  Fosmanogepix expanded access in patients with; Fusarium  infections S. Dadwal*; United; States); A. Baluch; J. Dickter; J.R. Newman; M.H.; Nguyen; R. Weihe; H. Schlamm; L. Ostrosky-Zeichner; O0420  Voriconazole's hidden toll: unveiling periostitis in a; heart transplant recipient and a hematologic; patient. G. Motoa*; United States); A.; Woolley; N. Issa; O0421  Unveiling the Uncommon: Managing Geotrichum; candidum in Pancreatic Necrosis L. Kriegl*; Austria); C. Geiger; I. Zollner-Schwetz; T. Valentin; H.; Schlager; G. Zollner; K. Dichtl; R. Krause; O0422  Detection of siderophores as a superior non-invasive; diagnostic tool in unravelling mixed fungal; infections V. Havlicek*; Czech Republic); R.; Dobias; M. Navrátil; R. Patil; D. Luptakova; D.A.; Stevens; O0423  Efficacy of novel antifungal therapies in refractory; Candida  and Aspergillus  infections: insights from; compassionate use and clinical trials S. Sedik*; Austria); R. Krause; C. Zurl; I. Zollner-Schwetz; M.; Linhofer; C. Hoegenauer; G. Gorkiewicz; M. Hoenigl; J. Prattes,S058,14:45,- 15:45,"Hall 16
1-hour Case Session
In the field with fungi
Chairs Beatriz L. Gomez (Bogota, Colombia)"
11 April 2025,OS056,14:45 - 15:45,2,1-hour Oral Session,Emerging trends in viral hepatitis across Europe,Federico Garcia; Spain); Neven Papic; Croatia); O0409  One of the largest outbreak of hepatitis A in the 21st; century in Europe I. Hockickova*; Slovakia); I.; Hockicková; J. Hockicko; D. Javorská; Š. Zamba; A.; Vasiľová; M. Ševčík; A. Cehelská; D. Hudáčková; P.; Kristian; O0410  Higher prevalence of Cytomegalovirus and Epstein–Barr virus in acute-on-chronic liver failure – cause or; consequence? J. Sonnenberg*; Germany); K. Thiyagarajah; E. Görgülü; P. Lembeck; M. Glitscher; F. Uschner; M. Brol; W. Gu; R. Schierwagen; S. Klein; M. Schulz; T. Wiedemann; J. Reißing; J. Söhne; N.; Kraus; M. Praktinjo; J. Fischer; H.P. Erasmus; J.; Vasseur; S. Zeuzem; H. Storf; C. Welsch; J. Trebicka; S. Ciesek; J. Chang; T. Bruns; E. Hildt; K.H. Peiffer; O0411  Delta in Denmark: current prevalence of hepatitis; delta virus infection H. Watson*; France); P.; Jepsen; H. Vilstrup; H. Krarup; O0412  RatHEV as an aetiological agent of acute hepatitis in; Europe: results from the ESGHV-RHEV Study A.; Rivero-Juarez*; Spain); M. Casares; B.; Becerril; Á. Dencs; G. Gherlan; J. Caballero; L. Rios-; Muñoz; A.B. Pérez; A. Fuentes; C. Freyre; F. Franco-; Álvarez De Luna; I. Viciana; M.D.C. Domínguez; M.; Altindis; G. Özkaya; A. Rivero; A. Rivero-Juárez; O0413  Understanding the incidence and risk factors of low-; level viremia in chronic hepatitis B: A propensity-; matched comparison of tenofovir and entecavir I.; Hasanoglu*; Türkiye); R. Guner; E. Zerdali; A.; Batirel; Y. Onlen; E. Parlak; B. Kurtaran; S. Tosun; I.; Yilmaz Nakir; O. Gunal; N. Eser; H. Yaqoobi; O. Tabki; T. Turunc; U. Balci; S. Komur; E.E. Tutuncu; L.N.; Altunal; N.D. Sari; D.S. Yildiz; H.D. Ozkaya; I.E. Yildiz; S. Kaya; O. Karabay; S. Alkan; F. Tabak,S056,14:45,- 15:45,"Hall 2
1-hour Oral Session
Emerging trends in viral hepatitis across Europe
Chairs Federico Garcia (Granada, Spain)"
11 April 2025,OS057,14:45 - 15:45,3,1-hour Oral Session,Precision Medecine: from models to patient care,Anouk Edwina Muller; Netherlands); Sebastian Wicha; Germany); O0414  Pharmacokinetics and pharmacodynamics of BPaLM; BPaLC and BPaL regimens for treatment of RR-TB F.; Kloprogge*; United Kingdom); B.T.; Nyang'wa; I. Motta; R. Moodliar; V. Solodovnikova; S.; Rajaram; M. Rasool; Z. Huang; C. Berry; G. Davies; D.; Moore; O0415  Physiologically Based Pharmacokinetic Modeling for; Nemonoxacin in Predicting the Respiratory System; Pharmacokinetic Profile: Based on Comprehensive; Preclinical and Clinical Data Y. Chen*; China); J. Zhao; J. Zhang; O0416  Context-specific genome-scale metabolic modelling; reveals metabolic alterations in multidrug-resistant; Klebsiella pneumoniae  in response to polymyxin; B/zidovudine combination J. Zhao*; Australia); Y.W. Lin; J. Tao; Y. Zhu; T. Velkov; J. Li; O0417  Agent-based model predictions of polymyxin B; activity on Acinetobacter baumannii H. Soeorg*; (London; United Kingdom); Y. Yuan; J. Readman; J.F.; Standing; O0418  Monthly dalbavancin dosing for suppressive therapy:; a case series and pharmacokinetic estimation; analysis C. Volk*; United States); W. Kufel; P. Hutson; R. Mahapatra; W. Rose,,,,
11 April 2025,SY099,14:45 - 15:45,4,,,Pascal Astagneau; France); Mandy Wootton; United Kingdom),Y099,14:45,- 15:45,"Hall 4
1-hour Symposium
How innovations of AMR and HAI surveillance systems help the clinical 
practice
Chairs Pascal Astagneau (Paris, France)"
11 April 2025,SY099,14:45 - 15:45,4,,,Pascal Astagneau; France); Mandy Wootton; United Kingdom),S0281,14:45,,"The EUCAST system in surveillance of AMR Sören G. 
Gatermann (Bochum, Germany)"
11 April 2025,SY099,14:45 - 15:45,4,,,Pascal Astagneau; France); Mandy Wootton; United Kingdom),S0282,15:15,,"Insights into developments in the surveillance of 
HAIs Diamantis Plachouras (Solna, Sweden)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),Y100,14:45,- 15:45,"Hall 12
1-hour Symposium
The challenge of a healthy microbiota in neonates
Chairs Maria Vehreschild (Frankfurt Am Main, Germany)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),S0283,14:45,,"Infant gut microbiome development Debby Bogaert 
(Edinburgh, United Kingdom)"
11 April 2025,SY100,14:45 - 15:45,12,,,Maria Vehreschild; Germany); Walter Zingg; Switzerland),S0284,15:15,,"Metagenomic signatures and antibiotic disruption of 
the gut microbiome in neonates Gautam Dantas (Saint 
Louis, United States)"
11 April 2025,OS058,14:45 - 15:45,16,,,Beatriz L. Gomez; Colombia); Leonardo Nimrichter; Brazil); O0419  Fosmanogepix expanded access in patients with; Fusarium  infections S. Dadwal*; United; States); A. Baluch; J. Dickter; J.R. Newman; M.H.; Nguyen; R. Weihe; H. Schlamm; L. Ostrosky-Zeichner; O0420  Voriconazole's hidden toll: unveiling periostitis in a; heart transplant recipient and a hematologic; patient. G. Motoa*; United States); A.; Woolley; N. Issa; O0421  Unveiling the Uncommon: Managing Geotrichum; candidum in Pancreatic Necrosis L. Kriegl*; Austria); C. Geiger; I. Zollner-Schwetz; T. Valentin; H.; Schlager; G. Zollner; K. Dichtl; R. Krause; O0422  Detection of siderophores as a superior non-invasive; diagnostic tool in unravelling mixed fungal; infections V. Havlicek*; Czech Republic); R.; Dobias; M. Navrátil; R. Patil; D. Luptakova; D.A.; Stevens; O0423  Efficacy of novel antifungal therapies in refractory; Candida  and Aspergillus  infections: insights from; compassionate use and clinical trials S. Sedik*; Austria); R. Krause; C. Zurl; I. Zollner-Schwetz; M.; Linhofer; C. Hoegenauer; G. Gorkiewicz; M. Hoenigl; J. Prattes,S058,14:45,- 15:45,"Hall 16
1-hour Case Session
In the field with fungi
Chairs Beatriz L. Gomez (Bogota, Colombia)"
11 April 2025,OS056,14:45 - 15:45,2,1-hour Oral Session,Emerging trends in viral hepatitis across Europe,Federico Garcia; Spain); Neven Papic; Croatia); O0409  One of the largest outbreak of hepatitis A in the 21st; century in Europe I. Hockickova*; Slovakia); I.; Hockicková; J. Hockicko; D. Javorská; Š. Zamba; A.; Vasiľová; M. Ševčík; A. Cehelská; D. Hudáčková; P.; Kristian; O0410  Higher prevalence of Cytomegalovirus and Epstein–Barr virus in acute-on-chronic liver failure – cause or; consequence? J. Sonnenberg*; Germany); K. Thiyagarajah; E. Görgülü; P. Lembeck; M. Glitscher; F. Uschner; M. Brol; W. Gu; R. Schierwagen; S. Klein; M. Schulz; T. Wiedemann; J. Reißing; J. Söhne; N.; Kraus; M. Praktinjo; J. Fischer; H.P. Erasmus; J.; Vasseur; S. Zeuzem; H. Storf; C. Welsch; J. Trebicka; S. Ciesek; J. Chang; T. Bruns; E. Hildt; K.H. Peiffer; O0411  Delta in Denmark: current prevalence of hepatitis; delta virus infection H. Watson*; France); P.; Jepsen; H. Vilstrup; H. Krarup; O0412  RatHEV as an aetiological agent of acute hepatitis in; Europe: results from the ESGHV-RHEV Study A.; Rivero-Juarez*; Spain); M. Casares; B.; Becerril; Á. Dencs; G. Gherlan; J. Caballero; L. Rios-; Muñoz; A.B. Pérez; A. Fuentes; C. Freyre; F. Franco-; Álvarez De Luna; I. Viciana; M.D.C. Domínguez; M.; Altindis; G. Özkaya; A. Rivero; A. Rivero-Juárez; O0413  Understanding the incidence and risk factors of low-; level viremia in chronic hepatitis B: A propensity-; matched comparison of tenofovir and entecavir I.; Hasanoglu*; Türkiye); R. Guner; E. Zerdali; A.; Batirel; Y. Onlen; E. Parlak; B. Kurtaran; S. Tosun; I.; Yilmaz Nakir; O. Gunal; N. Eser; H. Yaqoobi; O. Tabki; T. Turunc; U. Balci; S. Komur; E.E. Tutuncu; L.N.; Altunal; N.D. Sari; D.S. Yildiz; H.D. Ozkaya; I.E. Yildiz; S. Kaya; O. Karabay; S. Alkan; F. Tabak,S056,14:45,- 15:45,"Hall 2
1-hour Oral Session
Emerging trends in viral hepatitis across Europe
Chairs Federico Garcia (Granada, Spain)"
