id,session_id,session_type,session_title,session_hall,session_date,session_time_start,session_time_end,session_timezone,session_category,session_description,session_organized_by,session_chairs,session_presentations
430,54,2-hour Symposium,Single-cell approaches to dissect cellular phenotypic heterogeneity of bacterial pathogen populations.,,,,,CET,"09. Fundamental microbiology, pathogenesis & immunity to infection","Recent advances in single-cell technologies have revolutionised our understanding of phenotypic heterogeneity in (isogenic) bacterial cell populations and how it may affect bacterial pathogenesis or treatment outcome. This session will start with a review of the theoretical concepts and give examples of how heterogenous behaviour of bacterial cells may benefit pathogens during infections. It will then introduce advanced imaging- and sequencing-based single-cell approaches and illustrate how these technologies can be used to improve our understanding of e.g. antimicrobial susceptibility, virulence and function of bacteria in their spatial context.",,"Christian Stephan LENTZ, NorwayChair; Annelies ZINKERNAGEL, SwitzerlandChair","Adaptive evolution and phenotypic heterogeneity of bacterial pathogens during infections [Christoph ERNST, Germany] || Single-cell imaging and heterogeneity in antimicrobial resistance [Stefano PAGLIARA, United Kingdom] || Single-cell RNAseq and heterogeneity in bacterial transcription [Anna KUCHINA, United States] || Dissecting the function of individual bacteria in their spatial context [Knut DRESCHER, Switzerland]"
431,44,2-hour Symposium,Endoscopy: infection risks and mitigation,,,,,CET,"08. Healthcare-associated infections, infection prevention & control","Contaminated duodenoscopes ready for use are a frequent concern. Despite this issue being recognised for decades and numerous outbreaks traced back to duodenoscopes, a definitive solution for preventing contamination remains elusive. Given the potential for patient infection due to contamination, intervention is imperative. Various measures are being implemented, including redesigning duodenoscopes, emphasising human factors during reprocessing procedures, implementing ongoing training programs, and conducting microbial surveillance. In this session several aspects will be discussed including the risk of infection, understanding the causes of contamination, and the current knowledge on prevention measures and their effectiveness.","ESCMID Study Group for Biofilms (ESGB), ESCMID Study Group for Nosocomial Infections (ESGNI)","Elisabeth PRESTERL, AustriaChair; Gordon RAMAGE, United KingdomChair","Should we be concerned about infection from contaminated endoscopes? [Claire AUMERAN, France] || Prevention of multidrug-resistant infections from contaminated duodenoscopes [Margreet C. VOS, Netherlands] || Understanding the causes of medical device contamination: it is all biofilm! [Roberto RUSCONI, Italy] || Does the European medical Device Regulation bring us safer duodenoscopes? [Markus HELL, Austria]"
432,45,2-hour Symposium,Barriers to TB/HIV elimination in low- and high-incidence settings,,,,,CET,02. Bacterial infection & disease,Tuberculosis (TB) remains a devastating healthcare problem and a top killer in people living with HIV. The rates of TB and TB-related mortality in people with HIV remain concerningly high and continue to be a clinical and public health challenge. Two major challenges remain: a high prevalence of multidrug-resistant TB (MDR-TB) and high rates of TB/HIV co-infection. This session is dedicated to the epidemiology and management strategies of HIV and TB coinfection in both high- and low- incidence settings.,"ESCMID Study Group for Mycobacterial Infections (ESGMYC), Euroguidelines in Central and Eastern Europe Network Group","Daria PODLEKAREVA, DenmarkChair","HIV and TB epidemic: the storm hasn't subsided yet [Tetiana KOVAL, Ukraine] || Approaches for latent and active TB screening in people living with HIV [Raimonda MATULIONYTE, Lithuania] || Integration of HIV and TB care to improve patient outcome in resource-limited settings [Akaki ABUTIDZE, Georgia] || How researchers can influence policy and practice in HIV/TB care [Jens D. LUNDGREN, Denmark]"
433,48,2-hour Symposium,The quality of antibiotics used in the communities of LMICs,,,,,CET,11. Public health & vaccines,"Substandard and falsified (SF) antimicrobials are a critical yet overlooked public health issue, especially in low- and middle-income countries, where up to 10% of antibiotics may be compromised. These SF antibiotics contribute to increased morbidity, mortality, and economic losses, and may contribute to the growing threat of antimicrobial resistance (AMR). Despite their significance, data on SF antibiotics are scarce and challenging to interpret. This symposium will introduce the quality of antibiotics and their impact on patient outcomes and AMR. It will also present findings from a recent study estimating the SF prevalence among commonly used antibiotics (amoxicillin, sulfamethoxazole-trimethoprim, and ciprofloxacin) in sub-Saharan countries. Furthermore, the challenges arising from SF antibiotics that researchers face in conducting medicine quality surveys will be discussed. Finally, the appearance of common antibiotics used in LMICs will be presented.",,"Thi Thuy Nga DO, VietnamChair; Christina OBIERO, KenyaChair","The quality of antibiotics and their potential impact on patient outcome and AMR [Paul NEWTON, United Kingdom] || Community antibiotic access and use in Sub-Sahara Africa [Samuel AFARI-ASIEDU, Ghana] || Encountered challenges and reflections on conducting multi-country medicine quality studies [Noudy SENGXEU, Lao People's Democratic Republic] || Confusion in appearance of common used antibiotics in LMICs [Heiman WERTHEIM, Netherlands]"
434,49,2-hour Symposium,Unveiling the challenges: nosocomial infections in ECMO-supported patients,,,,,CET,"08. Healthcare-associated infections, infection prevention & control","This session promises an insightful exploration into the intricate landscape of nosocomial infections in ECMO-supported patients. The session will delve into critical topics such as the sources of infection, prophylactic measures, empirical treatment approaches, diagnostic criteria, and the role of microbial biofilm.",European Extracorporeal Life Support Organization (EuroELSO),"Antonios KATSOUNAS, GermanyChair; Jordi RIERA, SpainChair","Source of infection and pathogens [Christian ECKMANN, Germany] || Prophylaxis and empiric treatment [Giacomo GRASSELLI, Italy] || Diagnostic criteria and definitions [Graeme MACLAREN, Singapore] || Microbial films [Marta HERNÁNDEZ-MENESES, Spain]"
435,56,1-hour Symposium,Year in infection control,,,,,CET,12. Professional and educational affairs,"""Year in ..."" and ""Top papers in ..."" sessions are 1-hour Symposia where speakers present a common review on the topic based on the published literature since the last ESCMID Global. In each session, two speakers present a maximum of 10 papers, in a 20-25 minute presentation each, followed by a 10-15 minutes final discussion at the end of the session, focused on future research, ongoing controversies and take-home messages. This year, the sessions adhering to the above format include Year in infectious diseases, Year in clinical microbiology, Year in infection control, Year in public health, Top 10 papers in infections in solid organ transplantation, haematopoietic cell transplantation and cellular therapy. We invite speakers to provide the selected publications in advance, which will be available on the congress website.",,"Nico Tom MUTTERS, GermanyChair; Ermira TARTARI, MaltaChair"," [Andrew James STEWARDSON, Australia] ||  [Kalisvar MARIMUTHU, Singapore]"
436,62,1-hour Symposium,What happens following TB infection?,,,,,CET,02. Bacterial infection & disease,"New TB drugs and regimes have emerged but TB survivors have to live with substantial sequelae for which good treatment is unavailable. Frequent sequelae include lung disfunction and increased susceptibility to secondary infections, such as chronic pulmonary aspergillosis. This session outlines the complications and burden of post-TB lung disease and sequelae, providing an outline of current and new management options. In addition, the challenge of diagnosis and treatment of chronic aspergillosis infection will be outlined, including results of collaborative research performed in Europe by CPAnet.","ESCMID Study Group for Mycobacterial Infections (ESGMYC), CPAnet","Catherine ONG, SingaporeChair; Sean WASSERMAN, United KingdomChair","Post-TB disease: burden and treatment strategies [Deborah CHONG, United Kingdom] || TB sequelae and fungal infection [Helmut SALZER, Austria]"
437,64,1-hour Symposium,New frontiers in bacterial pathogenesis,,,,,CET,"09. Fundamental microbiology, pathogenesis & immunity to infection",The study of bacterial pathogenesis has significantly advanced our understanding of fundamental human biology and immune responses to diseases. The molecular dissection of mechanisms driving the virulence of prominent bacterial pathogens has recently illuminated underexplored aspects of human biology. The co-evolution of pathogens with their human host makes bacteria the ideal educational tools to understand the fundamentals underpinning human infectious diseases. Examining the intimate interactions between pathogens and their host offers an unprecedent opportunity to reimagine therapeutic interventions to treat bacterial diseases. This session brings together experts to discuss advances in cellular immunology and immuno-metabolism in bacterial diseases.,,"Silvio Daniel BRUGGER, SwitzerlandChair; Abdou HACHANI, AustraliaChair","Bacterial infections and cellular immunity [Charlotte ODENDALL, United Kingdom] || Immuno-metabolism in bacterial diseases [Tania WONG, United States]"
438,59,1-hour Symposium,How long should contact isolation precautions be continued?,,,,,CET,"08. Healthcare-associated infections, infection prevention & control","Contact isolation precautions for patients infected or colonised with multi-drug-resistant organisms (MDRO) have been recommended to prevent transmission in acute care hospitals by several international health organisations and agencies. The scientific evidence that supports these recommendations originates, almost in its entirety, from experiences in epidemic outbreak. However, despite the widespread use of contact precautions, there is little evidence to support their effectiveness in the prevention of some MDRO, especially in endemic situations. This symposium will provide insight into the indications for contact precautions, including discontinuation strategies and the burden of environmental contamination.","ESCMID Study Group for Nosocomial Infections (ESGNI), EUCIC Steering Committee, Multidisciplinary Joint Committee Infection Control UEMS","Cansu CIMEN, GermanyChair; Kyriaki TRYFINOPOULOU, GreeceChair","Contact isolation in patients with MDR organisms: Why, when, where? [Gabriel BIRGAND, France] || Is discontinuation of contact precautions associated with an increase in infections? [Daniel DIEKEMA, United States]"
439,65,1-hour Symposium,Year in infectious diseases,,,,,CET,12. Professional and educational affairs,"""Year in ..."" and ""Top papers in ..."" sessions are 1-hour Symposia where speakers present a common review on the topic based on the published literature since the last ESCMID Global. In each session, two speakers present a maximum of 10 papers, in a 20-25 minute presentation each, followed by a 10-15 minutes final discussion at the end of the session, focused on future research, ongoing controversies and take-home messages. This year, the sessions adhering to the above format include Year in infectious diseases, Year in clinical microbiology, Year in infection control, Year in public health, Top 10 papers in infections in solid organ transplantation, haematopoietic cell transplantation and cellular therapy. We invite speakers to provide the selected publications in advance, which will be available on the congress website.",,"Nur BENZONANA, TürkiyeChair; Evelina TACCONELLI, ItalyChair"," [Yoav KEYNAN, Canada] ||  [Elisa CORDERO MATIA, Spain]"
440,68,1-hour Symposium,Exploring children's role in infection spread,,,,,CET,11. Public health & vaccines,"While children can transmit infections, their role varies depending on multiple factors. The COVID-19 pandemic highlighted that children may not play as significant a role in COVID-19 transmission as initially feared. Also, public health decisions, such as the closure of schools, underscore the need for evidence-based interventions tailored to the specific dynamics of disease transmission among children. In this session the role of children as super-spreaders of respiratory viruses and public health interventions, like closure of schools, for the next pandemic will be critically assessed.",European Society of Paedriatic Infectious Diseases (ESPID),"Angelika BERGERChair; Sanjay PATEL, United KingdomChair","Are children really super-spreaders of respiratory viruses? [Emmanuel ANDRÉ, Belgium] || Should schools be closed at the start of the next pandemic? [Vittoria COLIZZA, France]"
441,67,1-hour Symposium,Developing guidelines with AI tools: are they ready for prime time?,,,,,CET,12. Professional and educational affairs,"AI can potentially improve the development process of systematic reviews in many ways. On one hand, it can be used to automate some of the most time-consuming tasks required in the evidence review process, shortening the timeline of the process and enabling more frequent updates of the current recommendations. On the other hand, AI tools may help to enhance the process by providing developers with new data on patients' priorities or implementation strategies. However, scarce data on the validation of these tools have limited their implementation to date. This session involves experts from different international groups involved in different aspects of AI development, and aims to discuss the pro's and con's of currently available tools, as well as to explore their potential use to bring recommendations to more patient-centred guidelines.",ESCMID Guidelines Subcommittee,"Miranda LANGENDAM, NetherlandsChair; Blin NAGAVCI, KosovoChair","The PROs and CONs of using AI tools for developing guidelines [Holger SCHUENEMANN, Italy] || AI in action: validated tools for speeding up your systematic reviews and how to use them [Sara FERNANDEZ, Norway]"
442,75,1-hour Symposium,Macrolides in community-acquired pneumonia: therapeutic necessity or path to overuse?,,,,,CET,"05. New antibacterial agents, PK/PD & Stewardship","This session presents a dynamic pro-con debate on the generalised use of macrolides in combination therapy for community-acquired pneumonia (CAP). With strong evidence supporting their efficacy, the discussion will pivot on whether this could lead to their overuse. Participants will engage with expert arguments for and against the expansion of macrolide use, examining its benefits against potential risks and long-term implications. This debate aims to equip healthcare professionals with a balanced perspective, enhancing their decision-making in clinical settings and influencing policy on antibiotic use in treating CAP.",,"Marc J.M. BONTEN, NetherlandsChair; Karin THURSKY, AustraliaChair","Pro: maximising outcomes with evidence-based use [Evangelos GIAMARELLOS-BOURBOULIS, Greece] || Con: the risks of routine (over)use [Aurélien DINH, France]"
443,77,1-hour Symposium,Top papers in transplant ID,,,,,CET,10. Immune compromise & transplant ID,The session will highlight the most important advancements in the field of Infections in transplant patients and in cellular therapy. The most relevant papers published during the last year on clinical research or basic science that will have an impact on the management of infectious diseases and on the clinical outcome of patients undergoing solid organ transplantation and in those receiving cell-based therapy will be reviewed. The papers will be presented taking in consideration the background and current practice and providing insights for future perspectives.,,"Nicolas MUELLER, SwitzerlandChair; Alessandra MULARONI, ItalyChair","Top 10 papers in infections in SOT [Patricia MUNOZ, Spain] || Top 10 paper in infections in HCT and cellular therapy [Joshua HILL, United States]"
444,72,1-hour Symposium,Value-based syndromic diagnostics in medical microbiology: Pro / Con debate,,,,,CET,04. Diagnostic microbiology,"As healthcare systems globally shift towards value-based care, the evaluation of diagnostic tools in terms of cost-effectiveness and clinical impact becomes crucial.

The advantages of syndromic testing panels, emphasising their role in enhancing diagnostic precision and tailoring patient management will be discussed. The value and cost-effectiveness of syndromic panels in medical microbiology will be debated, presenting diverse perspectives of their value and impact in current clinical practices. The opposition will critique the widespread adoption of syndromic panels, highlighting concerns regarding cost-effectiveness and potential impacts on clinical practice.","ESCMID Study Group for Genomic and Molecular Diagnostics (ESGMD), Société de Pathologie Infectieuse de Langue Française","Hege Vangstein AAMOT, NorwayChair; Eric CLAAS, NetherlandsChair","Pro: clinical benefit and potential for improved patient outcomes [Kirstine K. SØGAARD, Denmark] || Con: limitations, costs, and possible overuse of syndromic panels [Gilbert GREUB, Switzerland]"
445,73,1-hour Symposium,We need to talk about toilets.,,,,,CET,"08. Healthcare-associated infections, infection prevention & control","Everyone needs toilets but the risk of infection from using a hospital bathroom has rarely been a focus of attention. Toilets in hospitals should be readily available and accessible for all patients, staff and visitors. Users impact on viable microbiome of both air and bathroom surfaces, depending upon people traffic, ventilation, and cleaning and disinfection protocols. There are several potential transmission mechanisms that could operate in a bathroom: toilet flushing generates aerosolised microorganisms that land on nearby surfaces and/or follow air currents; people could potentially inhale aerosol, acquire aerosolised organisms on clothes, hair and skin; or pick them up for onward transfer after touching a contaminated surface. This session will explore the infection risk from the healthcare toilet, including toilet design, role of ventilation and hand hygiene practices.","ESCMID Food- and Water-borne Infections Study Group (EFWISG), ESCMID Study Group for Legionella Infections (ESGLI)","Stephanie J. DANCER, United KingdomChair; Juliette SEVERIN, NetherlandsChair","Infection risks from sanitation engineering [Davey JONES, United Kingdom] || Ventilation in toilets: how can we improve it? [Michael GORMLEY, United Kingdom]"
446,84,2-hour Symposium,PK/PD to avoid emergence of resistance?,,,,,CET,"05. New antibacterial agents, PK/PD & Stewardship","Understanding pharmacokinetic and pharmacodynamic relationships is essential for understanding the efficacy of antimicrobial agents, but also for preventing the emergence of resistance. In this session, drug examples will be presented to show how dose optimisation and pharmacokinetics and pharmacodynamics can help to make clinical decisions and to limit the development of resistance for all classes of anti-infectives: antibiotics, antifungals and antivirals. The final presentation will place resistance to anti-infectives in a broader context, i.e. from the One Health perspective.",,"Joseph MELETIADIS, GreeceChair; Anne-Grete MÄRTSON, NetherlandsChair","PK/PD and antibacterial therapy [Dolors SOY-MUNER, Spain] || PK/PD and antifungal therapy [Roger BRÜGGEMANN, Netherlands] || PK/PD and antiviral therapy [Joe STANDING, United Kingdom] || PK/PD considerations in anthelminthic treatment [Jennifer KEISER, Switzerland]"
447,85,2-hour Symposium,"Gram-positives, are they still going?",,,,,CET,03. Bacterial susceptibility & resistance,"Gram-positive bacteria remain a significant challenge, particularly with the emergence of multidrug-resistant (MDR) strains. This session delves into the evolving landscape of Gram-positive pathogens, with a focus on their resistance mechanisms and the implications for treatment. Attendees will explore the changing epidemiology of vancomycin-resistant enterococci (VRE), key pitfalls in susceptibility testing, and the drivers behind daptomycin and linezolid resistance. The session will end with a discussion on the latest advancements in treatments against MDR Gram-positive bacteria.",,"Diederik BATHOORN, NetherlandsChair; Stefania STEFANI, ItalyChair","The vanco chronicles: enterococci's global journey [Guido WERNER, Germany] || Pitfall in susceptibility testing of Gram-positives [Helena ZEMLICKOVA, Czech Republic] || Drivers for daptomycin and linezolid resistance in Gram-positives [Glen CARTER, Australia] || What is new in treatment against MDR Gram-positives? [Alex SORIANO, Spain]"
448,86,2-hour Symposium,Biomarker testing to manage respiratory infections in primary care in low resource settings,,,,,CET,04. Diagnostic microbiology,"C-reactive protein is produced by the liver in response to inflammation in the body. By measuring the levels of CRP in a patient's blood, healthcare professionals can determine the severity and presence of inflammation. In the context of primary care, CRP rapid testing offers a quick and reliable means to differentiate between infections that are more likely to require antibiotics. This is especially important in low-resource settings, where such tools can significantly enhance the appropriate use of antibiotics. The aim of this session is to explore the role of CRP testing as a valuable tool for improving antibiotic stewardship in low-resource settings. It will highlight practical experiences from various countries, including Vietnam, Nigeria, Zambia, and South Africa, and discuss the health economics of implementing CRP testing in low- and middle-income countries.",,"Sonia LEWYCKA, VietnamChair; Heiman WERTHEIM, NetherlandsChair","The Vietnamese experience with CRP testing in the community setting [Thi Thuy Nga DO, Vietnam] || The Nigerian experience with CRP testing in the community setting [Augustine ONWUNDUBA, Nigeria] || CRP testing in diagnosing tuberculosis in Zambia and South Africa [Helen AYLES, Zambia] || The health economics of CRP testing in LMICs [Yoel LUBELL, Thailand]"
449,79,2-hour Symposium,STIs: an ongoing crisis,,,,,CET,02. Bacterial infection & disease,"Sexually transmitted infections (STIs) continue to challenge public health systems worldwide, exacerbated by the escalating issue of antimicrobial resistance (AMR). The session will begin with exploring the critical issue of diminishing STI treatment options due to AMR. Following this, a detailed examination of the global genetic variability of Neisseria gonorrhoeae strains will be presented, which impacts treatment effectiveness and presents challenges for STI control efforts worldwide. The session will then delve into the evolutionary aspects of syphilis, with a focus on how these changes influence treatment approaches and public health responses. Finally, the session will address the ongoing challenges of chlamydial infection.",Deutsche Gesellschaft für Hygiene und Mikrobiologie,"Dagmar HEUER, GermanyChair; Tomislav MESTROVIC, CroatiaChair","STI treatment options are running out due to AMR [Magnus UNEMO, Sweden] || Genomic surveillance of Neisseria gonorrhoeae strains [Petra WOLFFS, Netherlands] || Evolutionary insights into syphilis and Treponema pallidum [Mathew BEALE, United Kingdom] || Challenges in chlamydial STI infections [Cecile BEBEAR, France]"
450,80,2-hour Symposium,Tick-borne encephalitis: contemporary diagnosis and management,,,,,CET,01. Viral infection & disease (incl COVID-19),"The incidence of Tick-borne encephalitis (TBE) has increased during the last decades in Europe and represents a growing public health problem. There is no available evidence-based treatment for TBE. However, there are highly effective, inactivated vaccines, with an estimated field effectiveness in adults of 96-99%. TBE vaccination breakthrough cases are rare but are increasingly being reported. New data suggest that asymptomatic infection is more common than previously anticipated. This session will focus on the clinical aspects and the immune response in TBE infection and after vaccination and will provide an update on the current standing on possible treatments for TBE and recently developed assays to diagnose vaccine breakthrough infections and for the understanding of seroprevalence and therein possibilities to estimate numbers of asymptomatic infections.",,"Joanna Maria ZAJKOWSKA, PolandChair; Dace ZAVADSKA, LatviaChair","Tick-borne encephalitis: immune response and clinical experience [Sara GREDMARK RUSS, Sweden] || TBE immune responses and vaccine effectiveness [Karin STIASNY, Austria] || NS1 antibodies: diagnostics and screening of seroprevalence of TBE virus infection [Gerhard DOBLER, Germany] || Treatment for TBE: where do we stand? [Daniel RUZEK, Czech Republic]"
451,82,2-hour Symposium,Controlled human infection models,,,,,CET,11. Public health & vaccines,"The use of controlled human infection models (CHIM) as a mechanism for accelerating
vaccine / drug development, as well as elucidating immunological responses to early
infection is increasing. Successful CHIM can be used to support vaccine licensing as an
alternative to costly, time-consuming phase 3 studies. Over the past decade, the number
of CHIMs has increased, spanning a wide range of pathogens. In this session, the advantages and limitations of using controlled human infection models in different types of infection will be discussed.",British Infection Association (BIA),"Frederick HAYDEN, United StatesChair; Nikolai SIEMENS, GermanyChair","Updates on the dengue human infection model [Kirsten LYKE, United States] || CHIM in endemic countries [Melissa KAPULU, Kenya] || Controlled human infection models of parasitic infections [Meta ROESTENBERG, Netherlands] || Controlled human infection models of non-typhoidal Salmonella [Malick GIBANI, United Kingdom]"
452,93,2-hour Symposium,Tackling the emergence of dengue and other Aedes-borne diseases in Europe,,,,,CET,01. Viral infection & disease (incl COVID-19),"In the past two decades, Europe has witnessed the emergence of dengue and other Aedes-borne diseases such as chikungunya and Zika.

The escalation in the frequency and magnitude of dengue outbreaks, including the unprecedented 200 autochthonous dengue cases reported in 2022-2023, along with significant chikungunya outbreaks in Italy in 2007 and 2017, and the recent establishment of the yellow fever mosquito (Aedes aegypti) in Cyprus, highlight the current and future threats that these diseases are posing to Europe. With the ongoing climatic changes and increase in travel and trade, well-known determinants for Aedes-borne disease emergence and spread, Europe has many challenges ahead.

In this symposium we propose to review the current situation in Europe, exemplify the threat posed by dengue in an urbanised (tropical) region, provide the state of play of mosquito surveillance and control and vaccine development, which open avenues in the prevention and response to Aedes-borne diseases outbreaks.",European Centre for Disease Prevention and Control (ECDC),"Fernanda BOULOS, BrazilChair; Martin P. GROBUSCH, NetherlandsChair","How dengue, chikungunya and zika virus disease became emerging threats to Europe [Celine GOSSNER, Sweden] || Surveillance of dengue in urbanised tropical regions [Vincent Junxiong PANG, Singapore] || Mosquito surveillance and control: opportunities and challenges [David ROIZ, France] || Tracking autochthonous arboviral infection [Luisa BARZON, Italy]"
453,88,2-hour Symposium,Proxy indicators: bridging the gap between surveillance and antimicrobial stewardship,,,,,CET,"05. New antibacterial agents, PK/PD & Stewardship","Antimicrobial stewardship and surveillance are critical components in the fight against antibiotic resistance, but aligning these two areas can be challenging. This session will explore the role of proxy indicators in bridging the gap between surveillance data and practical antimicrobial stewardship interventions. The discussion will cover the use of spectrum scores as a unified metric for evaluating antibiotic use, the application of proxy indicators to assess the appropriateness of antibiotic prescriptions, and strategies to integrate surveillance data effectively into stewardship programs. Additionally, the session will address the health economics aspect, emphasising how these elements can be combined to improve patient outcomes and optimise antibiotic use on a broader scale.","Dutch Committee on Antimicrobial Policy, ESCMID Education Subcommittee, International Society for Infectious Diseases (ISID)","Bhanu SINHA, NetherlandsChair; Annelies VERBON, NetherlandsChair","A broad spectrum of possibilities: spectrum scores as a unifying metric [Céline PULCINI, France] || Proxy indicators to estimate appropriateness of antibiotic prescriptions [Diane ASHIRU-OREDOPE, United Kingdom] || How to bridge the gap between surveillance and antimicrobial stewardship [Mark G. J. DE BOER, Netherlands] || Health economics, surveillance and antimicrobial stewardship [Zhu NINA JIAYUE, United Kingdom]"
454,89,2-hour Symposium,Difficile to treat: advanced management strategies in difficult to treat CDI,,,,,CET,"08. Healthcare-associated infections, infection prevention & control","This session delves into the complexities of managing challenging Clostridioides difficile infections, which remain a significant burden in healthcare settings. The session will explore advanced and unconventional approaches to managing cumbersome cases of CDI in real-life. The session will highlight critical decision-making processes, innovative therapeutic strategies, and emerging research that could influence future guidelines. The complexities involved in managing severe and recurrent cases of CDI will be presented and discussed. Furthermore, innovative treatment strategies and their practical applications in complex CDI cases will be highlighted. In the last talk the use of live biotherapeutic products (LBP) for CDI will be showed and questions and controversies regarding its use will be addressed.",ESCMID Study Group for Clostridioides difficile (ESGCD),"Frédéric BARBUT, FranceChair; Kerrie DAVIES, United KingdomChair","Severe CDI: when standard protocols fail [Hynek BARTOS, Czech Republic] || Therapies for complicated CDI [Emma BISHOP, Australia] || Recurrent CDI: Breaking the cycle [Andrea MARINO, Italy] || Live biotherapeutic products for Clostridioides difficile infection [Simon GOLDENBERG, United Kingdom]"
455,90,2-hour Symposium,Diphtheria: from re-emergence to vaccine strategies,,,,,CET,11. Public health & vaccines,"In the last few years, diphtheria has re-emerged in Europe, due to several factors, from immunisation gap to migration and strain diversification. The aim of this symposium is to provide attendees with a state-of-the-art pathophysiology, clinical picture, diagnosis and medical management, followed an overview of the changes observed in diphtheria epidemiology worldwide in the last 50 years, then the latest data in terms of strain characterisation, and finally to conduct a reappraisal of the vaccine and the vaccine strategy to contain the current situation.","ESCMID Study Group for Epidemiological Markers (ESGEM), ESCMID Vaccine Study Group (EVASG)","Helena SETH-SMITH, SwitzerlandChair; Julie TOUBIANA, FranceChair","Diphtheria: from clinical picture to medical management [Regina OLADOKUN, Nigeria] || The epidemiology of diphtheria worldwide over the last half-century: more than one comeback [Andreas HOEFER, Sweden] || There's more than one toxigenic Corynebacterium: the current genomics landscape of diphtheria-associated strains [Sylvain BRISSE, France] || Diphtheria vaccination: a reappraisal [Gayatri AMIRTHALINGAM, United Kingdom]"
456,91,2-hour Symposium,AMR Surveillance in low resource countries: insights into clinical and policy translation,,,,,CET,03. Bacterial susceptibility & resistance,"Low-middle income countries (LMICs) face unique challenges in conducting AMR surveillance due to limited healthcare infrastructure, socioeconomic factors and manpower constraints. To become useful, AMR surveillance must translate into action but attempting practice and/or policy change is similarly difficult in many low resource settings.

The aim of this symposium is to provide real world examples of robust implementation of AMR surveillance in healthcare facilities that have led to practice or policy interventions in various low resource settings. By sharing best inter-disciplinary practices and strategies as well as common obstacles faced, this symposium seeks to highlight possible paths to impact for AMR surveillance in resource-constrained healthcare facilities and systems.","CAESAR network, ESCMID Study Group for Antimicrobial Resistance Surveillance (ESGARS)","Kwame Ohene BUABENG, GhanaChair; H. Rogier VAN DOORN, VietnamChair","New indicators in national monitoring and evaluation of AMR supported by improved data utilisation [Direk LIMMATHUROTSAKUL, Thailand] || Interdisciplinary investigation of the drivers and burden of AMR in urinary tract infections [Stephen MSHANA, Tanzania, United Republic Of] || A clinically-oriented AMR surveillance network: case-based surveillance and implementation [Paul TURNER, Cambodia] || National prescribing guidelines based on AMR surveillance data [Vilada CHANSAMOUTH, Lao People's Democratic Republic]"
457,105,1-hour Symposium,How to address anti-science in our community?,,,,,CET,11. Public health & vaccines,"The session will provide knowledge and practical tools to combat anti-science and effectively promote the use of vaccines. During the COVID-19 pandemic, many of us faced repeated questioning from the anti-scientist community and those with vaccine hesitancy about their safety, effectiveness and unanticipated side effects. Two experts will share their experience and strategies on how to address these increasing issues in our society most effectively. The session is aimed at established and future scientist, clinical microbiologist, virologist and infectious disease clinicians, noting anti-science movement or vaccine hesitancy is rarely included in any scientific or medical education programmes.",,"Tuba DAL, TürkiyeChair; Tyra Grove KRAUSE, DenmarkChair","The rise of anti-science: lessons for the future scientist [Marion KOOPMANS, Netherlands] || Open science for public trust [Lisa HANSEN, Canada]"
458,106,1-hour Symposium,Lyme neuroborreliosis: challenges in diagnosis and treatment,,,,,CET,02. Bacterial infection & disease,"Tick-borne CNS infections are common, especially in Europe, and may cause considerable long-term neurological sequelae among both children and adults. Climate changes and global warming may also impact the incidence and distribution of ticks harbouring various pathogens. This session will inform the audience of current challenges and recent findings on diagnosis, management, and prognosis of Lyme neuroborreliosis.","ESCMID Study Group for Infectious Diseases of the Brain (ESGIB), ESCMID Study Group for Lyme Borreliosis (ESGBOR)","Alexandra MAILLES, FranceChair; Joanna Maria ZAJKOWSKA, PolandChair","Challenges in diagnosis of Lyme neuroborreliosis [Rick DERSCH, Germany] || Challenges in treatment of Lyme neuroborreliosis [Anne Marit SOLHEIM, Norway]"
459,99,1-hour Symposium,Sleeping sickness and Chagas: a tale of the two trypanosomes,,,,,CET,"07. Parasitic diseases, travel medicine & migrant health","Sleeping sickness and Chagas disease have potentially devastating and fatal outcome for patients. In the last decades there has been a decrease in new human cases of these NTDs, but with less new cases there is a need for even more sensitive and specific diagnostic tests, both in endemic and non-endemic areas.

Exciting new diagnostic research including whole genome sequencing, Crispr-cas methods, and clinical trials including new drugs are currently raising hope for better diagnosis and treatment. This symposium will touch on the most important developments in the field and outline current needs still needing to be addressed regarding diagnosis, clinical management, and public health measures, in endemic and non-endemic countries.",ESCMID Study Group for Clinical Parasitology (ESGCP),"Hanne BREKKE, NorwayChair; Irene LOSADA GALVAN, SpainChair","Human African Trypanosomiasis: recent diagnostic and medical practices [Jean-Mathieu BART, Guinea] || American Trypanosomiasis: Diagnosis, screening and management [TBA]"
