Session ID,Hall,Presentation ID,Time,Details
OS064,16,L0022,17:27,"Initial vancomycin taper for the prevention of recurrent Clostridioides difficile infection: the TAPER- V randomised controlled trialE.G. Mcdonald* (Montreal, Canada), Y. Chen, B. Coburn, N. Daneman,"
OS064,16,S0293,16:15,"Novel beta-lactams and beta-lactamase inhibitors: S. Hota, C. Frenette, C.E. Kandel, L. Kong, Y. Longtin, challenges for laboratory diagnosticsAnna Sramkova V.G. Loo, D. Macfadden, M. Muller, T.S. Steiner, L. (Pilsen, Czech Republic) Valiquette, T.C. Lee"
OS064,16,S0294,16:45,"Clinical perspectives of novel beta-lactams and beta- L0023 17:39 Beneficial effects of a clinical metagenomics lactamase inhibitorsParikshit Prayag (Pune, India) intervention on clinical outcomes, healthcare Co-organised with: EUCAST Steering Committee economics, and quality of life in patients with sepsis/septic shock: results of the DigiSep-trialT. Brenner* (Essen, Germany), A. Skarabis, S.J."
OS064,16,L0016,16:15,"Temocillin versus meropenem for the targeted Schwerhoff, S. Grumaz, M. Steinmann, M. Gaasch, B. treatment of bacteraemia due to third-generation Pasieka, U. Jaekel, T. Brandenburger, F. Bach, H. cephalosporin-resistant Enterobacterales (ASTARTÉ): Mutlak, S. Utzolino, M.M. Berger a randomised, pragmatic trialF. Cogliati Dezza* (Seville, Spain), L. Barrera Pulido, I. Borreguero L0024 17:51 Shortened antibiotic treatment for 5 days in patients Borreguero, F. Docobo Peréz, V. Palomo Jiménez, S. hospitalised with community-acquired pneumonia De La Rosa Riestra, J. Bravo-Ferrer Acosta, M.A. (CAP5): a multicentre randomised controlled Lopez Zuñiga, F. Cobo, J. Gómez-Junyent, J.P. noninferiority trialS. Bastrup Israelsen* (Hvidovre, Horcajada, E. Merino, M. Parra, J. Lopéz-Contreras, Denmark), L. Hagens Mygind, F. Al-Zergani, B. A. Rivera, D. Sousa Regueiro, M. Pampin Garcia, S. Lindegaard, A. Knudsen, S. Tingsgård, L. Thorlacius- Lopez Cardenas, M.C. Goméz Sanchez, I. Peréz Ussing, I. S Johansen, H. Nielsen, P. Ravn, T. Benfield Camacho, S.M. Martin Ramos, E. Leon Jimenez, A.I. L0025 18:03 High-dose rifampicin in the treatment of tuberculous Aller García, M.T. Peréz-Rodríguez, A. Sousa, M.C. meningitis: results of the HARVEST phase III multi- Fariñas, A.D.L.R.A. Fracisco, L. Gisbert Pérez, J. country randomised clinical trialR. Van Crevel* Goikoetxea Agirre, A. Cano, F.J. Martínez-Marcos, (Nijmegen, Netherlands), D. Meya, R. Rovina, D. M.J. García País, R. Escudero Sanchez, S. De La Villa, Boulware, B. Dai, N. Engen, F. Cresswell, K. Naidoo, A. J.R. Yuste Ara, M.A. Esteban-Moreno, A. Ruiz- Rizal, D. Imran, R. Lessels, L. Tugume, R. Hamers, M. Sancho, M. Pedrosa Aragón, J. Alba Fernandez, A. Kabahubya, S. Marais, Y. Moosa, N. Bahr, E. Barrios Blandino, H.H. Vilchez Rueda, R. Álvarez- Svensson, L. Te Brake, R. Aarnoutse Marín, A. Romero Palacios, A.E. Roura Piloto, E. Nuño Álvarez, Z.R. Palacios Baena, L. López Cerero, J. Rodríguez-Baño EF074 - Arena 1 17:30 18:30"
OS064,16,L0017,16:27,"HRS-8427 versus imipenem-cilastatin for complicated urinary tract infections: a randomised, ePoster Flash Session double-blind phase 2 studyM. Ju* (Shanghai, China), M. Wang, J. Yuan, H. Huang, G. Bi, J. Lyv, X. Lyv, L. New methods for rapid pathogen detection and typing Xue, H. Yang, D. Fan, H. Wu, X. Wang, J. Xu, X. Li, Q. Chair Sylvain Brisse (Paris, France) Zhang"
OS064,16,L0018,16:39,Efficacy and safety in a Phase 2 study of intravenous
OS064,16,L0019,16:51,"Neutralising plasma versus placebo for hospitalised patients with West Nile fever: a double-blind E0534 Strategy for the rapid typing of Salmonella spp using randomised controlled trialM. Canetti* (Tel Aviv, infrared spectroscopy: a one health perspectiveJ. Israel), G. Regev-Yochay, N. Barda, Y. Shusterman, E. Jiménez* (Santiago, Chile), D. Fredes, A. Piña, I. Magiel, N. Baharav, A. Belkin, I. Margalit, V. Mercado, J. Miranda, S. Henríquez, T. González, A. Indenbaum, E. Tomer, Y. Lustig, Y. Ottolenghi, G. Adell, A. Moreno-Switt, A. Wozniak, P. García Joseph, H. Yonath, E. Leshem, I. Levy, Y. Peretz, S. E0535 WGS-based surveillance as a paradigm shift in Amit, L. Miller, M. Misgav, N. Landa, M. Brod, A. outbreak detection, AMR monitoring and source Wieder-Finesod, N. Maggio, D. Yahav attribution in CampylobacterA. Nunes* (Lisbon,"
OS064,16,L0020,17:03,"Randomised placebo controlled trial of faecal Portugal), M.L. Lemos, S. Ortiz, I. Santos, S. Ramos, microbiota transplantation to tackle antimicrobial M. Oleastro resistance: inducing bacteriophage network E0536 Prevalence of Staphylococcus aureus clonal complex remodelling and enteric pathogen reductionL.A. 97 amongst BORSA isolates in a large UK hospitalH. Edwards* (London, United Kingdom), B. Auch, T. Gareth* (Birmingham, United Kingdom) Portlock, B.H. Mullish, B. Merrick, C. Woodhouse, T."
OS064,16,L0021,17:15,Double-dose dolutegravir and lamivudine versus Huang efavirenz-based antiretroviral therapy for patients
EF076,,S0309,17:30,"Li Yang Hsu (Singapore, Singapore) Detecting E. histolytica cfDNAP. Datta* (Chandigarh,"
EF076,,S0310,18:00,"Rita Oladele (Lagos, Nigeria) India), D. Rattan, A. Duseja, N. Sharma, N. Kalra, S. Khurana"
SY111,11,S0307,17:30,"PK/PD from the EUCAST/regulatory perspective: Bocanegra, M. Gonzálvez, A. Beato-Benítez, R. what tools do we need?Joseph Meletiadis (Athens, Cuadrado-Matías, M.Á. Quevedo, R. Guerra, R. Greece) Martínez, A. Rivero-Juárez, J. Martínez, E. Martínez-"
SY111,11,S0308,18:00,"PK/PD for new anti-TB drugs Elin Svensson (Uppsala, Nevado, P. Soriano, D. Crailsheim, J. Lazpita, A. Sweden) González, P. Foronda, J. Caballero-Gómez Co-organised with: ESCMID PK/PD of Anti-Infectives Study Group (EPASG)"
SY111,11,S0306,18:00,"Dysregulated host responses to infectionMichal Mageau, T. Mirault, A. Pellat, C.A. Hobson, D. Bouzid, Holub (Praha, Czech Republic) M. Thy, N. Peiffer-Smadja"
SY111,11,S0323,08:30,"Vector-borne diseases in Europe and clinical Temporiti, N. Pujato, S. Claudia, D. Calfunao, C. consequencesTuba Dal (Ankara, Türkiye) Nyveyro, M. Martinez, A. Smud, P. Giorgio, L. Barcán"
SY111,11,S0324,09:00,Rising temperatures and risks of fungal
SY111,11,S0325,09:30,"Strategies for climate prevention and adaptation in a R. Ville-Benavides, I. Avendaño-Gutiérrez moving worldKristie Ebi (Seattle, United States)"
SY111,11,S0326,10:00,"AMR in climate change-affected countriesEsmita with cidofovir in a renal transplant recipientA. Kaya* Charani (London, South Africa) (Izmir, Türkiye), G.S. İzgi, B. Yaman, Y. Tiftikçioğlu, I. Karaaslan, M. Taşbakan Co-organised with: ESCMID Study Group for Infections in Travellers and Migrants (ESGITM)"
SY111,11,S0305,17:30,IRIS in HIV immunocompromised hosts: a failure of E0578 Battlefield Stewardship: Implementing Antimicrobial Management in the Ukrainian Trauma PathwayH.
SY111,11,W0335,08:30,"Laboratory identification of AmpC and its impact on Benedetto, N. Ramponi, M. Mombelli, N. Centemero, /i>in vitro resistanceAna Gales (Sao Paulo, Brazil) A. Colombo, D. Destefani, M. Bissig, E. Bernasconi W0336 08:50 Divergent levels of AmpC expression in Gram-"
SY111,11,W0337,09:10,"Rational choice of antimicrobial therapy against stewardship in a Ugandan tertiary care hospitalL. AmpC-producing pathogensPatrick Harris (Herston, Jung* (Leipzig, Germany), L. Atikoro, D. Owachi, A. Australia) Schneider, S. Schönherr, A. Von Braun, C. Kabugo"
SY111,11,W0338,09:30,"Novel antimicrobials active against AmpC: what RCTs tell us in support of their use?Amy Mathers (Charlottesville, United States)"
SY111,11,S0315,08:30,"The ESCMID-ISF Sepsis Award LectureAndrew Acinetobacter baumannii ST2: Insights from the Moore (Emerald Hills, United States) BALANCE studyC. Abdellaoui* (Oxford, United"
SY111,11,S0316,08:45,"The WHO Global Maternal Sepsis StudyCarolina Kingdom), R. Farzana, M.N. Haque, M. Sultana, A. Carvalho Ribeiro Do Valle (Sao Paulo, Brazil) Sharmin, R.I. Rony, T. Ahmed Rifat, Z.T. Chaity, S. Afroj, S. Parvin, M. Ea De Kraker, S. Harbarth, N. S0317 09:15 Sepsis: year in reviewSylvain Meylan (Lausanne, Hassoun-Kheir, M. Hamza, G. Jana, S. Jamshaid, R. Switzerland) Yaseen, G. Fatima, M. Nawaz, S.N.Z. Rizvi, U. S0318 09:45 How to design and implement a Sepsis National Ibrahim, K. Shafique, A. Naqvi, R. Zahra, B. Hassan, Action Plan (SNAP)Erika Vlieghe (Edegem, Belgium) E. Carretto, K. Sands, K.J. Hoog, T.R. Walsh Co-organised with: ESCMID Study Group for Bloodstream Infections,"
SY111,11,S0313,09:30,"Crimean Congo Haemorrhagic Fever: Newer insights Chairs Gaetan Gavazzi (Grenoble, France) into pathogenesis leading to new vaccines and Giusy Tiseo (Pisa, Italy) therapeuticsAli Mirazimi (Stockholm, Sweden)"
SY111,11,S0314,10:00,"Venezuelan Equine Encephalitis: Impact of newer strategies for vector controlCarlos Seas (Lima, Peru)"
SY111,11,S0319,08:30,"The burden of nosocomial infections in long-term facilities Virginie Prendki (Genève-Thônex, OS078 - Hall 5 Switzerland) 08:30 10:30"
SY111,11,S0320,09:00,"Pneumonia in the elderly: management and 2-hour Oral Session preventionMarcos Restrepo (San Antonio, United States) Trending topics in tuberculosis"
SY111,11,S0321,09:30,"Challenges in the clinical diagnosis of infection in the Chairs Delia Goletti (Rome, Italy) elderlyMaheen Abidi (Denver, United States) Sean Wasserman (London, United Kingdom)"
SY111,11,S0322,10:00,"Challenges in implementing antimicrobial stewardship in long-term care facilitiesElena Carrara (Verona, Italy) O0568 Lineage-specific immune responses to Co-organised with: ESCMID Study Group for Infections in the Elderly (ESGIE), Mycobacterium tuberculosis: insights into L4 and ESCMID Study Group for Nosocomial Infections (ESGNI), EUCIC Steering L6 pathogenesisM. Silva* (Porto, Portugal), J. Committee Couto, M. Cardoso, B. Cá, M. Saraiva"
SY117,16,S0327,08:30,"Nitroimidazole refractory Giardia intestinalis Wasserman, G. Meintjes, A. O' Garra infectionPavla Tůmová (Praha, Czech Republic)"
SY117,16,S0328,09:00,"Treatment failure in scabiesFrancisco Bravo (Lima, Mycobacterium tuberculosis can give rise to Peru) rifampicin resistance and shed light on how"
SY117,16,S0329,09:30,"Recurrent Enterobius infectionsSarah Eisen (London, resistance is acquiredV. Brunner* (Oxford, United United Kingdom) Kingdom), P. Fowler"
SY117,16,S0330,10:00,"Recent advances in the treatment of Visceral O0572 A systematic comparison of automated Leishmaniasis and PKDLShyam Sundar (Varanasi, Mycobacterium tuberculosis complex whole India) genome sequencing analysis pipelinesR. Spies* (Ho Co-organised with: ESCMID Study Group for Clinical Parasitology (ESGCP) Chi Minh City, Vietnam), D. Crook, T. Peto, P. Fowler, R. Turner, H. Thai, J. Watson, T. Walker"
SY117,16,W0331,08:30,"Evolutionary modelling of plasmidsManuel Ares Arroyo (Paris, France) O0575 Rapid drug susceptibility testing of Mycobacterium tuberculosis directly from clinical samples using"
SY117,16,W0332,08:50,"How plasmids shape the emergence of nosocomial targeted next-generation sequencingE. Rosendal* pathogensJukka Corander (Oslo, Norway) (Lisbon, Portugal), J. Isidro, S. Carneiro, R. Macedo"
SY117,16,W0333,09:10,Understanding the complexity of plasmid outbreaks
SY117,16,W0334,09:30,"Plasmid transmission at the One Health pharmacodynamic studiesK. Jadhav* (Sas Nagar, interfaceNicole Stoesser (Oxford, United Kingdom) India), K. Sudhakar Jadhav, A.K. Singh, R.K. Verma Co-organised with: ESCMID Study Group for Epidemiological Markers O0577 Multi-drug resistant tuberculosis among migrants (ESGEM), ESCMID Study Group for Veterinary Microbiology (ESGVM) in EuropeS. Hayward* (London, United Kingdom), K. Rustage, L.B. Nellums, J.S. Friedland, S. Hargreaves"
SY117,16,S0311,08:30,"Filovirus disease: evolving therapeutic strategiesIan Crozier (Frederick, United States)"
SY117,16,S0312,09:00,"Jack in the box: Re-emergence of Kyasanur Forest S0339 09:30 Mario Ramirez (Lisbon, Portugal) Disease in IndiaKavitha Saravu (Manipal, India) S0340 10:00 Anna Papa-Konidari (Thessaloniki, Greece)"
EF081,,F0356,11:00,"The genesis of predatory journals: symptoms and root problemsLeonard Leibovici (Petah-Tiqva, Israel)"
EF081,,F0357,11:10,"The role of editors and publishers of ‘reputable multicentre study in 46 hospitals from Australia and journals’: what can they do to stop predatory New ZealandJ. Coussement* (Melbourne, Australia), journals?Till Bärnighausen (Heidelberg, Germany) C.H. Heath, M.B. Roberts, R.J. Lane, T. Spelman, O.C. F0358 11:20 The roles of authors and academic institutions: Smibert, A. Longhitano, C.O. Morrissey, B. Nield, M. towards governance and regulation Luigia Scudeller Tripathy, J.S. Davis, K.J. Kennedy, S.A. Lynar, L.C. (Pavia, Italy) Crawford, S.J. Crawford, B.J. Smith, A.P. Gador-"
EF081,,F0359,11:30,"Bibliometric literacy in scientific publicationLauren Whyte, R. Haywood, A.A. Mahony, J.C. Howard, G.B. Maggio (Chicago, United States) Walls, G.M. O’kane, M.T. Broom, C.L. Keighley, O. Bupha-Intr, L. Cooley, J.A. O’hern, J.D. Jackson, A.J. Co-organised with: CMI Communications Board of Editors Morris, C. Bartolo, A.R. Tramontana, K.C. Grimwade, V. Au Yeung, R. Chean, E. Woolnough, B.W. Teh, M.A. Slavin, S.C.A. Chen EF089 - Arena 2 11:00 12:00"
OS085,10,S0350,11:00,"The concept of complicated UTI: underlying Blanchard, O. Lortholary conditions matterSuzanne Geerlings (Amsterdam,"
OS085,10,S0351,11:30,"The concept of complicated UTI: the site of infection following allogeneic hematopoietic stem cell matters mostJesús Rodríguez-Baño (Seville, Spain) transplantation: a prospective cohort studyS. Co-organised with: ESCMID Education Subcommittee Haggenburg* (Amsterdam, Netherlands), J. Schnyder, H. Garcia Garrido, M. Schoordijk, A. Reiners, B. Meek, M. Hazenberg, A. Goorhuis"
OS085,10,M0354,11:00,"Jennifer Rohn (London, United Kingdom) OS082 - Hall 2 11:00 12:00"
OS085,10,M0355,11:12,"Nathalie Sauvonnet (Paris, France) 1-hour Oral Session New insights in bloodstream infections and endocarditis"
OS085,10,S0342,11:00,"The lung microbiome of people with cystic fibrosis receiving modulator therapySebastien Boutin SY125 - Hall 7 (Lübeck, Germany) 11:00 12:00"
OS085,10,S0343,11:30,"Tackling chronic infections in people with cystic 1-hour Symposium fibrosis receiving modulator therapy: is it still necessary?Alessandra Bragonzi (Milano, Italy) Cutting edge methods in mycology Co-organised with: ESCMID Study Group for Biofilms (ESGB), Czech Society Chairs Katrien Lagrou (Leuven, Belgium) for Medical Microbiology Antonio Vena (Genova, Italy) SY123 11:00 - 12:00 Hall 4"
SY123,4,S0348,11:00,"Imaging for diagnosing mycoses: focus on 18F-FDG PET/CTAna Fernández-Cruz (Majadahonda (Madrid), 1-hour Symposium Spain) Infection prevention and control and intensive care: challenges and solutions S0349 11:30 Exploring the intersection of fungal metagenomics and medical mycologyMarcus De Melo Teixeira Chairs Antonios Katsounas (Bochum, Germany) (Brasília, Brazil) Claire Roger (Nimes, France) Co-organised with: ESCMID Fungal Infection Study Group (EFISG), ESCMID Education Subcommittee, Medical Mycology Study Group (GEMICOMED) within the SEIMC (Spanish Society of Infectious Diseases and Clinical"
SY123,4,S0344,11:00,"Intensive care unit (ICU) and infection: two sides of a Microbiology), ESCMID Study Group for Critically Ill Patients (ESGCIP), coinReto Schuepbach (Zurich, Switzerland) Società Italiana per la Terapia Antinfett"
SY123,4,S0345,11:20,"Ventilator- associated pneumonia (VAP) and ICU enviroment: how can we improve practices?Despoina Koulenti (London, United Kingdom) OS084 - Hall 8 11:00 12:00 Co-organised with: ESCMID Study Group for Critically Ill Patients (ESGCIP), 1-hour Case Session EUCIC Steering Committee Weird and unusual infections"
SY123,4,M0352,11:00,"Erika Matuschek (Växjö, Sweden)"
SY123,4,M0353,11:12,"Rafael Canton (Madrid, Spain) Co-organised with: EUCAST Steering Committee"
SY123,4,S0346,11:00,"Why treat IV when PO is possible?Bradley Spellberg (Los Angeles, United States)"
SY123,4,S0347,11:30,"De-escalation of antibiotic therapy to narrow- ME134 - Hall 16 13:30 14:30 spectrum IV drugsFlaminia Olearo (Hamburg, Germany) Meet-the-Expert Co-organised with: CMI Communications Board of Editors, ESCMID AMR The older solid organ transplant recipient: between frailty, Action Subcommittee, ESCMID Study Group for Antimicrobial stewardship immunosenescence and infection (ESGAP), Trainee Association of ESCMID (TAE) Steering Committee, ESCMID Scientific Affairs Subcommittee"
SY123,4,M0367,13:30,"Maheen Abidi (Denver, United States)"
SY123,4,M0368,13:42,"Alaa Atamna (Petah-Tikva, Israel) senescence biomarkers during injectable Co-organised with: ESCMID Study Group for Infections in Compromised cabotegravir/rilpivirine treatmentM. Mazzitelli* Hosts (ESGICH), ESCMID Study Group for Infections in the Elderly (ESGIE) (Padua, Italy), M.R. Petrara, C. Cozzolino, L. Sasset, D. Leoni, S. Gardin, E. Ruffoni, A. De Rossi, A. Cattelan"
SY131,2,S0361,13:30,"The impact of current and future vaccines on AMR: Martínez-Sanz, M.D. Corbacho, M. Suárez, C. Cano, from pneumococcal to COVID-19Mateusz Hasso- R. Ron, M.J. Cárdenas-Isasi, M. Vélez-Díaz-Pallarés, Agopsowicz (Geneva, Switzerland) S. Moreno, M.J. Pérez-Elías"
SY131,2,S0362,14:00,Can vaccines against AMR be translated into
EW135,3,W0369,13:30,"Designing high-quality research studies: Martín, M. Montero-Alonso, J.L. López-Hontangas methodological skills and knowledgeMical Paul E0675 Effect after Switching from Efavirenz to Rilpivirine on (Haifa, Israel) Liver Steatosis Among People Living with HIV with"
EW135,3,W0370,13:50,"How to design and run scientific studies using AI Non-Alcoholic Fatty Liver Disease: A Randomized agents as research assistantsAlyssa Bilinski Controlled TrialL. Srikham* (Sakon Nakhon, (Cambridge, United States) Thailand), S. Sriphoosanaphan, O. Putcharoen"
EW135,3,W0371,14:10,"Designing your first study: how to construct a E0676 Impact of maternal dolutegravir on growth outcomes workable project when your work environment may of HIV-exposed uninfected children: A prospective not helpThomas Tängdén (Uppsala, Sweden) studyE. Yoram* (Morongoro, Tanzania, United republic of), E. Luoga, S. Glanzman, F. Vanobberghen,"
EW135,3,W0372,14:30,"Bridging early-career professionals with partners and M. Weisser, E. Dotto, G.J. Mollel, G. Sigalla, E. seniorsGiorgia Caruana (Sion, Switzerland) Nyenza, L. Moshi, L. Wilson, J. Okuma, D. Paris Co-organised with: CMI Board of Editors, CMI Communications Board of Editors, Trainee Association of ESCMID (TAE) Steering Committee"
EW135,3,F0373,13:30,"How to avoid parity traps in ID/CM research?Muge dengue surveillance in Catalonia (Northeastern Cevik (St Andrews, United Kingdom) Spain)L. Horvath* (Barcelona, Spain), L. Horvath"
EW135,3,F0374,13:40,"Gender gaps in visibility at scientific Ruiz, J. Navero, M. Navarro, M. Pujada, A. Navarro, conferencesSarah Delliere (Paris, France) M. Garrido, B. Herrerías, P. Rodríguez, N. Zancada, B. Escudero-Perez, M.J. Martinez"
EW135,3,F0375,13:50,"Psychological determinants of empowerment at individual and societal levelTba E0678 Sequence-Independent Single-Primer Amplification (SISPA) followed by Next-Generation Sequencing Co-organised with: ESCMID Education Subcommittee, ESCMID Parity for Diagnosing Viral Respiratory Tract InfectionsP. Commission Trindade* (Santa Maria, Brazil), B.C. Casarin, T.R. Y Castro, B.C. Piccoli, V.T. Santos, L.F. Tessele, A.V. Schwarzbold EF093 13:30 - 14:30 Arena 2"
OS092,14,S0365,13:30,"Probiotics in infectious diseases: the perfect complement to antimicrobial therapies?Lena Biehl (Cologne, Germany) PM3 13:30 - 14:30 Hall 12"
OS092,14,S0366,14:00,"The horizon of next generation probiotics for Meet-the-Innovators infectious diseasesCormac Gahan (Cork, Ireland) Future prospects of electronic clinical decision support systems in Co-organised with: ESCMID Study Group for Host and Microbiota Interaction stewardship programs (ESGHAMI)"
OS092,14,S0363,13:30,"Impact of the WHO’s developed catalogue of Aanensen, G. Frankel, K. Beis mutations on rapid TB diagnosis and O0660 Clinical carbapenem-resistant Klebsiella pneumoniae treatmentThomas Schön (Kalmar, Sweden) (CRKP) strains carrying a mutH mutation are"
OS092,14,S0364,14:00,"Antimicrobial resistance prediction using whole hypermutators that have heightened virulence and genome sequencingPatricia Simner (Rochester, readily develop �-lactam/�-lactamase resistanceS. United States) Cheng* (Pittsburgh, United States), C. Clancy, M.H. Nguyen, B. Hao, G. Liu Co-organised with: ESCMID Study Group for Antimicrobial Resistance Surveillance (ESGARS), ESCMID Study Group for Epidemiological Markers O0661 Genomic insights into the new prophages of MDR (ESGEM), EUCAST Steering Committee Pseudomonas aeruginosa: an example of phage- host-phage interactionA. Uskudar Guclu* (Ankara,"
OS098,15,M0381,14:45,"Vítor Borges (Lisbon, Portugal)"
OS098,15,M0382,14:57,"Clare Sloggett (Melbourne, Australia)"
OS098,15,S0379,14:45,Bacterial meningitis diagnosis and surveillanceDivya
OS098,15,M0383,14:45,"Shruti Gohil (Irvine, United States) Deodhar (Muscat, Oman)"
OS098,15,M0384,14:57,"Jose Ramon Pano-Pardo (Zaragoza, Spain)"
OS098,15,S0380,15:05,"Clinical presentation and management of CNS infectionsKartika Maharani (Jakarta, Indonesia)"
OS095,2,S0391,16:15,"Pros and cons of passive infant immunisation with and readmission in community-acquired mAb before their first RSV seasonFederico Martinón- pneumonia.F. Al-Zergani* (Hvidovre, Denmark), C. Torres (Santiago De Compostela, Spain) Lundetoft Clausen, P. Ravn, M. Sebastian Roldgaard, L. Kolte, H. Sarac, M. Fally, S. Bastrup Israelsen, T. S0392 16:45 Pros and cons of maternal vaccination in preventing Benfield severe RSV infections in infants.Anne Vergison (Luxembourg, Luxembourg)"
OS095,2,S0377,14:45,"Carbapenemase-producing Enterobacterales: the not Zannella* (Naples, Italy), F. Passeggio, F. Napolitano, so good, the bad and the ugly.Arjana Tambic A. De Filippis, F. Arcadio, C. Marzano, I. Tavoletta, L. Andrasevic (Zagreb, Croatia) Zeni, M. Galdiero, G. Portella, N. Cennamo"
OS095,2,S0378,15:15,"The P. aeruginosa frightening cocktail: high-risk E0745 Insufficient sexual health bloods don't always need clones, horizontally-acquired resistance and evolving throwing away!S. Hutchings* (Bristol, United mutational resistomeKaty Jeannot (Besançon, Kingdom), R. Hopes, P. North, W. Stoate, M. Murphy, France) G. Beckley, J. Gabb Co-organised with: ESCMID Study Group for Antimicrobial Resistance E0746 A comparison of 4 HAV serology assays: the value of Surveillance (ESGARS) consensus results as a reference standardT. Chin* (Ghent, Belgium), E. Padalko"
EF105,,S0389,16:15,"Vaccination against respiratory pathogensAlbert Schrijvers, I. Spriet, G. Van De Sijpe, L. Gilissen, C. Vollaard (Bilthoven, Netherlands) Breynaert, T. Ieven, P. De Munter"
EF105,,S0390,16:45,"Other vaccinesOlivier Epaulard (Grenoble, France)"
EF105,,W0395,16:15,"How to detect hospital outbreaksDavid Fisman Katz, A. Ceentavida, R. Kozak, C. Vermeiren, P. (Toronto, Canada) Sheldrake, S. John, A. Belhaj, S. Hsieh, S. Patel, R. Lovinsky W0396 16:35 How to confirm hospital outbreaks using genomicsJohn W. A. Rossen (Groningen,"
EF105,,W0397,16:55,"How to rapidly respond to an ongoing hospital Staphylococcus aureus (PRIMEKA): A Retrospective outbreakErmira Tartari (Msida, Malta) Single-Center Cohort Study.F. Salvati* (Rome, Italy), W0398 17:15 How to communicate hospital outbreaks via scientific F. Giovannenze, G.M. Leanza, M. Chiuchiarelli, A. publicationInes Steffens (Solna, Sweden) Frater, M.L. Colombo, F. Iannarelli, B. Fiori, T. D'inzeo, R. Murri, C. Torti"
EF105,,M0393,16:15,"Olivier Lortholary (Paris, France) L0027 First detection of tick-borne encephalitis virus in"
EF105,,M0394,16:27,"Janis Blair (Phoenix, United States) Belgian ticks, May 2024E. Portell-Buj* (Stockholm, Sweden), C. Philippe, S. Van Gucht, F. Dufrasne"
EF105,,S0385,16:15,"Human genomics approaches to infection sequencing dataY. Zhong* (Liverpool, United immunityFergus Hamilton (Bristol, United Kingdom) Kingdom), A. Gerada, A. Howard, P. Green, W. Hope"
EF105,,S0386,16:45,Applying bacterial GWAS to uncover new
EF105,,S0387,17:15,Evolution in action: large-scale within-host evolution analyses of persistent bacterial infectionsStefano
EF105,,S0388,17:45,"Machine learning in bacterial genomics and Foster-Nyarko, L. Urban metagenomicsFrancesco Asnicar (Trento, Italy)"
EF112,,M0403,17:30,"Martina Lengerova (Brno, Czech Republic) Ana Vale (Dublin, Ireland) M0404 17:42 Henrik Hasman (Copenhagen, Denmark)"
EF112,,S0399,17:30,"Threat of highly pathogenic avian influenza to non- OS107 17:30 - 18:30 Hall 3 traditional hosts, including humansThijs Kuiken 1-hour Oral Session (Rotterdam, Netherlands)"
OS107,3,S0400,18:00,"Recent changes in the epidemiology of avian Novel vaccines in clinical development influenza in relation to human health risksRon Chairs Mateusz Hasso-Agopsowicz (Geneva, Switzerland) Fouchier (Rotterdam, Netherlands) Hanna M. Nohynek (Helsinki, Finland) Co-organised with: ESCMID Food- and Water-borne Infections Study Group (EFWISG), ESCMID Study Group for Veterinary Microbiology (ESGVM), ESCMID Study Group for Respiratory Viruses (ESGREV), European Scientific Working group on Influenza (ESWI) O0770 Safety and immunogenicity of a seasonal booster dose of the 6-valent, OspA-based Lyme borreliosis vaccine candidate VLA15 in a healthy population aged"
OS107,3,S0401,17:30,"Expansion and diversity of cystic States), D. Leitner, M. Waldor, L. Baden, M. echinococcosisPedro Legua (Lima, Peru) Desjardins, M. Suzuki, L. Carr, D. Slater, H. Levine, H."
OS107,3,S0402,18:00,"Management of echinococcosis: evidence, eminence Kaul, J.B. Park Chang, A. Piermatti, N. Puri, B. and new developmentsBeate Grüner (Ulm, Germany) Piantadosi, J. Harris, S. Piantadosi, A. Sherman, S. Co-organised with: Österreichische Gesellschaft für Antimikrobielle Walsh Chemotherapie (ÖGACH), Österreichische Gesellschaft für Hygiene, O0773 Safety and immunogenicity of a Group B Mikrobiologie und Präventivmedizin (ÖGHMP), Österreichische Gesellschaft Streptococcus vaccine in participants aged 55-75 für Infektionskrankheiten und Tropenmedizin (OEGIT), ESCMID Study Group yearsL. Oostvogels* (Frederiksberg, Denmark), A. for Infections in Travellers and Migrants (ESGITM) Alhatemi, S. De Gussem, E. Englev, B. Jacobs, B. Johansson-Lindbom, G. Kitson, G. Waerlop, I. Leroux- Roels"
OS107,3,S0417,08:30,"Do we need to redefine the concept of febrile vaccine development programmeL. Tindale* neutropaenia in the era of immunotherapy?Manuela (Toronto, Canada), J. Richardson, D. Anderson, J. Aguilar-Guisado (Seville, Spain) Mendy, S. Muhammad, T. Loreth, V. Jenkins, P. Ajiboye, L. Bedell S0418 09:00 Should some patients be empirically treated with combination therapy?Dina Averbuch (Jerusalem, Israel)"
OS107,3,S0419,09:30,"Role of new antibiotics in febrile 17:30 18:30 neutropaeniaMalgorzata Mikulska (Genoa, Italy) 1-hour Oral Session"
OS107,3,S0420,10:00,"Can treatment strategies be personalised using AI or new diagnostic tools?Carolina Garcia Vidal Novel approaches to preventing device-related infections (Barcelona, Spain) Chairs Natividad Benito (Barcelona, Spain) Co-organised with: ESCMID Study Group for Infections in Compromised Preeti Malani (Ann Arbor, United States) Hosts (ESGICH), European Conference on Infections in Leukemia (ECIL)"
