id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
1949,OS013,NULL,"Viral challenges in organ transplantation","Hall 16 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","10. Immune compromise & transplant ID","Ghady HAIDAR","United States",NULL,NULL
1956,OS017,NULL,"Bad bacteria","Hall 5 |","13:30 - 14:30CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Maristela P. FREIRE",Brazil,NULL,NULL
1963,OS018,NULL,"Battling the Spore: C. difficile epidemiology and management","Hall 11 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","08. Healthcare-associated infections, infection prevention & control","Nicolas BENECH",France,NULL,NULL
1970,OS019,NULL,"Microbiome Dynamics and Health: From Pathogenesis to Therapeutic Potential","Hall 12 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","09. Fundamental microbiology, pathogenesis & immunity to infection","Mauricio FARFAN",Chile,NULL,NULL
1977,OS020,NULL,"How to evaluate AMS programs","Hall 15 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","05. New antibacterial agents, PK/PD & Stewardship","Esther CALBO",Spain,NULL,NULL
1984,OS025,NULL,"Bacterial battles: a paediatric perspective on infections and interventions","Hall 5 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","02. Bacterial infection & disease","Angelika BERGER",,NULL,NULL
1991,OS026,NULL,"Carbapenem resistance Gram-negatives, what's new in treatment?","Hall 11 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","03. Bacterial susceptibility & resistance","Maria Milagro MONTERO",Spain,NULL,NULL
1998,OS027,NULL,"Staphylococcus aureus: colonisation, virulence, and persistence","Hall 12 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","09. Fundamental microbiology, pathogenesis & immunity to infection","Stefano GIULIERI",Australia,NULL,NULL
2005,OS028,NULL,"Unlocking the potential of the human microbiome for clinical diagnostics","Hall 15 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","04. Diagnostic microbiology","John W. A. ROSSEN",Netherlands,NULL,NULL
2012,OS032,NULL,"Unraveling respiratory viruses, 2025","Hall 14 |","16:15 - 18:15CETCME2-hour Oral Session",,CET,"2-hour Oral Session","01. Viral infection & disease (incl COVID-19)","Eeva BROBERG",Sweden,NULL,NULL
2023,OS037,NULL,"Whole genome sequencing: tracking transmission and reservoirs in outbreaks","Hall 5 |","08:30 - 10:30CETCME2-hour Oral Session",,CET,"2-hour Oral Session","08. Healthcare-associated infections, infection prevention & control","Eric CLAAS",Netherlands,NULL,NULL
2035,OS038,NULL,"Making fast for making better: AMR rapid diagnostics","Hall 14 |","08:30 - 10:30CETCME2-hour Oral Session",,CET,"2-hour Oral Session","03. Bacterial susceptibility & resistance","Giulia DE ANGELIS",Italy,NULL,NULL
2046,OS043,NULL,"Navigating disinfection challenges: resistance, outbreaks, and efficacy","Hall 3 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","08. Healthcare-associated infections, infection prevention & control","Hillary A. CRADDOCK",Ireland,NULL,NULL
2053,OS044,NULL,"Unusual presentations of unusual parasites","Hall 5 |","11:00 - 12:00CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Emmanuel BOTTIEAU",Belgium,NULL,NULL
2060,OS045,NULL,"Social behavioural dynamics of antibiotic use and AMR","Hall 8 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","03. Bacterial susceptibility & resistance","Sonia LEWYCKA",Vietnam,NULL,NULL
2067,OS046,NULL,"Vaccines and prophylaxis against respiratory viral infections","Hall 9 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","11. Public health & vaccines","Ana ATTI","United Kingdom",NULL,NULL
2074,OS047,NULL,"Clinical studies in UTI","Hall 11 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","02. Bacterial infection & disease","Iva BUTIC",Croatia,NULL,NULL
2081,OS048,NULL,"Complexities of infections in solid organ transplantation","Hall 12 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","10. Immune compromise & transplant ID","Silvia CORCIONE",Italy,NULL,NULL
2088,OS052,NULL,"AI in infectious diseases: the lab and beyond","Hall 2 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","04. Diagnostic microbiology","Miranda LANGENDAM",Netherlands,NULL,NULL
2095,OS053,NULL,"Immune evasion and intracellular survival strategies","Hall 3 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","09. Fundamental microbiology, pathogenesis & immunity to infection","Juliane BUBECK WARDENBURG","United States",NULL,NULL
2102,OS056,NULL,"Emerging trends in viral hepatitis across Europe","Hall 2 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","01. Viral infection & disease (incl COVID-19)","Federico GARCIA",Spain,NULL,NULL
2109,OS057,NULL,"Precision Medecine: from models to patient care","Hall 3 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","05. New antibacterial agents, PK/PD & Stewardship","Anouk Edwina MULLER",Netherlands,NULL,NULL
2116,OS058,NULL,"In the field with fungi","Hall 16 |","14:45 - 15:45CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Beatriz L. GOMEZ",Colombia,NULL,NULL
2123,OS062,NULL,"Heterogeneity and complexity of sepsis","Hall 13 |","16:15 - 18:15CETCME2-hour Oral Session",,CET,"2-hour Oral Session","02. Bacterial infection & disease","Despoina KOULENTI","United Kingdom",NULL,NULL
2135,OS063,NULL,"Improving blood culture diagnostics: rethinking the basics","Hall 11 |","16:15 - 17:15CETCME1-hour Oral Session",,CET,"1-hour Oral Session","04. Diagnostic microbiology","Direk LIMMATHUROTSAKUL",Thailand,NULL,NULL
2142,OS064,NULL,"Viral immune response - nature or nurture? Exploring the limits of immune response","Hall 16 |","16:15 - 17:15CETCME1-hour Oral Session",,CET,"1-hour Oral Session","01. Viral infection & disease (incl COVID-19)","Malin FLODSTRÖM-TULLBERG",Sweden,NULL,NULL
2149,OS069,NULL,"Determining new and revising old breakpoints","Hall 4 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","03. Bacterial susceptibility & resistance","Jaroslav HRABAK","Czech Republic",NULL,NULL
2156,OS070,NULL,"What's new in antifungal guidelines and management","Hall 12 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","06. Fungal infection & disease","Sharon CHEN",Australia,NULL,NULL
2163,OS071,NULL,"Intestinal parasitic uncovered: epidemiology and treatment success","Hall 14 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","07. Parasitic diseases, travel medicine & migrant health","Kurt HANEVIK",Norway,NULL,NULL
2170,OS072,NULL,"Training models - a new model for training","Hall 15 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","12. Professional and educational affairs","Erin BONURA","United States",NULL,NULL
2177,OS073,NULL,"Still going viral","Hall 16 |","17:30 - 18:30CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Ursula HOFER","United Kingdom",NULL,NULL
2184,OS078,NULL,"Trending topics in tuberculosis","Hall 5 |","08:30 - 10:30CETCME2-hour Oral Session",,CET,"2-hour Oral Session","02. Bacterial infection & disease","Delia GOLETTI",Italy,NULL,NULL
2196,OS082,NULL,"New insights in bloodstream infections and  endocarditis","Hall 2 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","02. Bacterial infection & disease","Barbara HASSE",Switzerland,NULL,NULL
2203,OS083,NULL,"Don't 'rash' it","Hall 5 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","01. Viral infection & disease (incl COVID-19)","Heli HARVALA",Finland,NULL,NULL
2210,OS084,NULL,"Weird and unusual infections","Hall 8 |","11:00 - 12:00CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Murat AKOVA",Türkiye,NULL,NULL
2217,OS085,NULL,"Planes, Pains, and Pathogens: The Perils of Travel Medicine","Hall 10 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","07. Parasitic diseases, travel medicine & migrant health","Anu KANTELE",Finland,NULL,NULL
2224,OS086,NULL,"Marker based diagnostics: forget the pathogen","Hall 11 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","04. Diagnostic microbiology","Virginie PRENDKI",Switzerland,NULL,NULL
2231,OS087,NULL,"Antimicrobial resistance around birth","Hall 15 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","03. Bacterial susceptibility & resistance","Julia Anna BIELICKI","United Kingdom",NULL,NULL
2238,OS088,NULL,"Advancing diagnostics and preventive measures in hemato-oncological patients","Hall 16 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","10. Immune compromise & transplant ID","Dina AVERBUCH",Israel,NULL,NULL
2245,OS091,NULL,"Genomic and molecular drivers of bacterial virulence and resistance","Hall 5 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","09. Fundamental microbiology, pathogenesis & immunity to infection","Ecaterina NOROC","Moldova Republic Of",NULL,NULL
2252,OS092,NULL,"Mycobacterial mayhem","Hall 14 |","13:30 - 14:30CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Seif AL-ABRI",Oman,NULL,NULL
2259,OS095,NULL,"Community respiratory tract infections: latest trends and approaches","Hall 2 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","02. Bacterial infection & disease","Catia CILLONIZ",Spain,NULL,NULL
2266,OS096,NULL,"Trends in antifungal resistance","Hall 5 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","06. Fungal infection & disease","Alexandre ALANIO",France,NULL,NULL
2273,OS097,NULL,"Update on zoonotic and enteric infections","Hall 14 |","14:45 - 15:45CETCME1-hour Oral Session",,CET,"1-hour Oral Session","02. Bacterial infection & disease","Steen ETHELBERG",,NULL,NULL
2280,OS098,NULL,"Opportunistic infections in the Immunocompromised","Hall 15 |","14:45 - 15:45CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Aleksandra BARAC",Serbia,NULL,NULL
2287,OS102,NULL,"AI tools empowering AMR prediction in WGS and MALDI-TOF","Hall 2 |","16:15 - 17:15CETCME1-hour Oral Session",,CET,"1-hour Oral Session","03. Bacterial susceptibility & resistance","Oliver NOLTE",Switzerland,NULL,NULL
2294,OS103,NULL,"Polymicrobial interactions and competition","Hall 5 |","16:15 - 17:15CETCME1-hour Oral Session",,CET,"1-hour Oral Session","09. Fundamental microbiology, pathogenesis & immunity to infection","Alessandra BRAGONZI",Italy,NULL,NULL
2301,OS107,NULL,"Novel vaccines in clinical development","Hall 3 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","11. Public health & vaccines","Mateusz HASSO-AGOPSOWICZ",Switzerland,NULL,NULL
2308,OS108,NULL,"Novel approaches to preventing device-related infections","Hall 5 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","08. Healthcare-associated infections, infection prevention & control","Natividad BENITO",Spain,NULL,NULL
2315,OS109,NULL,"Training CM/ID - a global view","Hall 16 |","17:30 - 18:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","12. Professional and educational affairs","Mihai MARES",Romania,NULL,NULL
2322,PC1,NULL,Diagnostics,"Arena 4 |","11:00 - 12:00CETPipeline Corner",,CET,"Pipeline Corner","04. Diagnostic microbiology","Till T. BACHMAN","United Kingdom",NULL,NULL
2327,PC2,NULL,Bioinformatics,"Arena 4 |","13:30 - 14:30CETPipeline Corner",,CET,"Pipeline Corner","04. Diagnostic microbiology","Tim-Christoph ROLOFF",Switzerland,NULL,NULL
2334,PC3,NULL,Vaccines,"Arena 4 |","14:45 - 15:45CETPipeline Corner",,CET,"Pipeline Corner","11. Public health & vaccines","Charlotte VERNHES",Belgium,NULL,NULL
2340,PC4,NULL,Therapeutics,"Arena 4 |","16:15 - 17:15CETPipeline Corner",,CET,"Pipeline Corner","05. New antibacterial agents, PK/PD & Stewardship","Ursula THEURETZBACHER",Austria,NULL,NULL
2348,PM1,NULL,"Progress and challenges in drug discovery and development","Hall 12 |","08:30 - 10:30CETPipeline Symposium",,CET,"Pipeline Symposium","05. New antibacterial agents, PK/PD & Stewardship","Douglas HUSEBY",Sweden,NULL,NULL
2354,PM2,NULL,"AMR and vaccines","Hall 12 |","11:00 - 12:00CETPanel Discussion",,CET,"Panel Discussion","11. Public health & vaccines","Charlotte VERNHES",Belgium,NULL,NULL
2358,PM3,NULL,"Future prospects of electronic clinical decision support systems in stewardship programs","Hall 12 |","13:30 - 14:30CETMeet-the-Innovators",,CET,Meet-the-Innovators,"05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
2361,PM4,NULL,"Do we need new antibiotics?","Hall 12 |","14:45 - 15:45CETPipeline Symposium",,CET,"Pipeline Symposium","05. New antibacterial agents, PK/PD & Stewardship","Ursula THEURETZBACHER",Austria,NULL,NULL
2365,PM5,NULL,"Innovation in direct from blood detection of BSIs","Hall 12 |","16:15 - 18:15CETPipeline Symposium",,CET,"Pipeline Symposium","04. Diagnostic microbiology","Till T. BACHMAN","United Kingdom",NULL,NULL
2371,PM6,NULL,"Fungal Infections","Arena 4 |","09:30 - 10:30CETInnovation Forum",,CET,"Innovation Forum","06. Fungal infection & disease","Alexandra CAMERON",France,NULL,NULL
2375,PM7,NULL,"Health technology assessment of innovations in infectious diseases: hurdles and facilitators","Arena 4 |","17:30 - 18:30CETInnovation Forum",,CET,"Innovation Forum","11. Public health & vaccines","Claudia WILD",Austria,NULL,NULL
2380,PS001,NULL,"01a. HIV/AIDS (incl diagnostics & epidemiology, anti-retroviral drugs, vaccines, treatment & susceptibility/resistance)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2418,PS002,NULL,"01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2459,PS003,NULL,"01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2587,PS004,NULL,"01d. Herpesviruses (incl diagnostics & epidemiology, antiviral drugs, treatment & susceptibility/resistance, excl clinical studies in immunocompromised hosts)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2612,PS005,NULL,"01e. Emerging/re-emerging, vector-borne and zoonotic viral diseases (other than COVID)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2686,PS006,NULL,"01f. Diagnostic virology (other than respiratory viruses, herpesviruses, hepatitis & HIV; incl traditional, molecular, genomic and other methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2709,PS007,NULL,"01g. Viral epidemiology - general, prevalence studies, molecular and genomic epidemiology (other than respiratory viruses, herpesviruses, hepatitis & HIV)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2749,PS008,NULL,"01h. Antiviral drugs, treatment, susceptibility/resistance (other than respiratory viruses, herpesviruses, hepatitis & HIV)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2754,PS009,NULL,"01i. Fundamental and applied virology (incl in vitro and in vivo models, novel methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2763,PS010,NULL,"01j. COVID-19 (incl virology, epidemiology, evolution, immune response, diagnosis, treatment, vaccination, prevention, response and societal impact)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
2923,PS011,NULL,"02a. Tuberculosis and other mycobacterial infections (incl epidemiology, clinical, diagnostics, antimycobacterial drugs, susceptibility testing, treatment & prevention)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3080,PS012,NULL,"02b. Severe sepsis, bacteraemia & endocarditis (incl epidemiology, diagnosis, host biomarkers, treatment, and outcome prediction)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3253,PS013,NULL,"02c. Community-acquired respiratory infections (incl epidemiology, clinical features, imaging,  treatment & prevention)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3320,PS014,NULL,"02d. Community-acquired abdominal/gastrointestinal infections (incl epidemiology, clinical, imaging, treatment & prevention)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3349,PS015,NULL,"02e. Community-acquired urinary tract & genital tract infections (incl epidemiology, clinical, imaging, treatment & prevention)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3427,PS016,NULL,"02f. Community-acquired skin, soft tissue, bone & joint infections (incl epidemiology, clinical, imaging, treatment & prevention, excl prostheses)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3466,PS017,NULL,"02g. Community-acquired nervous system and other multi-system or invasive bacterial infections?(incl epidemiology, clinical, imaging, treatment & prevention)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3484,PS018,NULL,"02h. Zoonotic bacterial infections (incl vector-borne pathogens, excl AMR)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3532,PS019,NULL,"02i. Other intracellular or rare bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3540,PS020,NULL,"03a. Resistance surveillance & epidemiology: Community-acquired bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
3615,PS021,NULL,"03b. Resistance surveillance & epidemiology: Healthcare-associated bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
3787,PS022,NULL,"03c. Susceptibility testing methods (incl assay validation, phenotypic assays and comparative studies, excl TB)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
3905,PS023,NULL,"03d. Resistance mechanisms (incl in vitro and in vivo studies, mobile elements, excl TB)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
4029,PS024,NULL,"03e. Resistance detection/prediction approaches (rapid and/or molecular assays, resistome analysis, inference methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
4101,PS025,NULL,"03f. Clinical outcome of resistant infections (retrospective and prospective studies, excl clinical trials of new drugs, excl case series)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
4151,PS026,NULL,"03g. Spread of resistance (incl carriage, reservoirs, ecology, One Health models, excl nosocomial transmission)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
4251,PS027,NULL,"03h. Policy aspects of AMR (incl societal impact, economics, mitigation)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
4277,PS028,NULL,"04a. Diagnostic bacteriology (incl culture based, traditional and general microbiology, serology, excl AST methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4316,PS029,NULL,"04b. Laboratory management (incl automation, data management, QC/QA, regulatory aspects)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4335,PS030,NULL,"04c. MALDI-TOF and other proteomic methods","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4353,PS031,NULL,"04d. Molecular diagnostics (incl POCT and syndromic testing)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4460,PS032,NULL,"04e. Strain typing and surveillance (incl molecular, genomic and other advanced methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4514,PS033,NULL,"04f. Whole genome sequencing (incl pathogen characterisation, diagnostics, excl typing)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4539,PS034,NULL,"04g. Microbiome studies (incl clinical and diagnostic studies, One Health aspects, excl fundamental science)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4559,PS035,NULL,"04h. Clinical metagenomics","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4585,PS036,NULL,"04i. Bioinformatics tools & pipelines","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4604,PS037,NULL,"04j. Artificial intelligence based tools and digital health","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4640,PS038,NULL,"04k. Other novel diagnostic technologies","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
4664,PS039,NULL,"05a. Drug discovery and new compounds mechanisms of action & spectrum, preclinical data & basic pharmacology (incl drug design, investigational and non-traditional therapeutics)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
4785,PS040,NULL,"05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
4883,PS041,NULL,"05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
4920,PS042,NULL,"05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
5055,PS043,NULL,"05e. Safety, hypersensitivity and adverse effects of treatment","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
5065,PS044,NULL,"05f. Pharmacoepidemiology/pharmacoeconomics (incl cost-effectiveness, modelling, data tools)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
5073,PS045,NULL,"06a. Fundamental mycology (incl in vitro and in vivo studies, pathogenesis, virulence, mycobiome)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5086,PS046,NULL,"06b. Fungal disease epidemiology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5164,PS047,NULL,"06c. Diagnostic mycology (incl traditional, molecular and other methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5227,PS048,NULL,"06d. Antifungal susceptibility testing & resistance (incl surveillance, mechanisms)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5278,PS049,NULL,"06e. Antifungal drugs & treatment (incl pre-clinical studies and clinical trials)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","06. Fungal infection & disease",NULL,NULL,NULL,NULL
5318,PS050,NULL,"07a. Fundamental parasitology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5329,PS051,NULL,"07b. Parasitic disease epidemiology","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5353,PS052,NULL,"07c. Diagnostic parasitology (incl traditional, molecular and genomic methods)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5380,PS053,NULL,"07d. Antiparasitic drugs & treatment (incl pre-clinical studies and clinical trials)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5392,PS054,NULL,"07e. Antiparasitic susceptibility & drug resistance (incl surveillance, mechanism)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5393,PS055,NULL,"07f. Travel medicine, migrant and refugee health","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
5416,PS065,NULL,"09a. Microbial pathogenesis & virulence","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5464,PS066,NULL,"09b. Host-pathogen interaction (incl basic microbiome studies, animal models)","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
5519,PS067,NULL,"09c. Pre-clinical biofilm studies","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
