ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"3555","13/04 12:00","41","P2474","Antonia LEONHARDT","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","External evaluation of popPK models for model-informed precision dosing of oral linezolid therapy administered to hospitalised patients","A. Leonhardt|J. Starp|M. Zoller|C. Scharf|J. Zander|J. Ermtraud|A. Kunzelmann|C. König|J. Grensemann|L. Reiter|C. Lau|D. Marriott|S. Stocker|S. Wicha|U. Liebchen|M. Paal|S. Greppmair|L. Schatz"
"3557","13/04 12:00","42","P2475","Jaap MOUTON","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Optimised target recommendations against systemic infections in ICU settings caused by Gram-positive cocci: lessons from a hollow-fibre infection model","J. Raaijmakers|J. Mouton|R. Bruggemann|C. Van Hasselt|N. Jager|S. Tandar|J. Van Ingen"
"3612","13/04 12:00","43","P2476","Taeeun KIM","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Adjunctive antimicrobial effect of ticagrelor at conventional antiplatelet dosages against methicillin-resistant Staphylococcus aureus in vitro and in vivo models","T. Kim|Y. Hong|E. Jeon|J. Jung|M. Kim|H. Sung|M. Kim|S. Kim|S. Choi|S. Lee|Y. Kim|Y. Chong"
"3646","13/04 12:00","44","P2477","Christina KÖNIG","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Population pharmacokinetics (PK) of posaconazole in critically ill patients","C. Koenig|S. Kluge|M. Goepfert|D. Wichmann"
"3652","13/04 12:00","45","P2478","Joerg STEINMANN","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Inadequate linezolid plasma concentrations in critical ill patients with extracorporeal membrane oxygenation (ECMO): results from 53 patients","R. Hoehl|F. Rasshofer|F. Soergel|M. Kinzig|R. Bertram|J. Steinmann"
"3691","13/04 12:00","46","P2479","Cindy FEVRE","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Complementary killing activities of pbunavirus LS1 and bruynoghevirus LUZ24 phages on planktonic and biofilm of Pseudomonas aeruginosa","M. Billaud|C. Plantady|E. Ollivier|J. Lossouarn|E. Moncaut|J. Deschamps|R. Briandet|A. Cleret|C. Fevre|G. Demarre|M. Petit"
"3694","13/04 12:00","47","P2480","Nattapat SANGKAKUL","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Population pharmacokinetics and Monte Carlo simulations of ceftriaxone to optimise dosage regimen in patients with sepsis","S. Nattapat|S. Chusri|P. Siripaitoon|N. Kositpantawong|S. Kanchanasuwan|S. Chittrakarn|B. Charoenmark|M. Jullangkoon|B. Apinya"
"3764","13/04 12:00","48","P2481","Beatriz ESTEBAN-CARTELLE","10","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Stability of ceftobiprole medocaril in portable elastomeric infusion devices","B. Esteban-Cartelle|B. Anaya|C. Perez Menendez-Conde|N. Vicente-Oliveros|D. Serrano|A. Alvarez-Diaz|J. Fortun Abete|P. Martin Davila"
"3789","13/04 12:00","1","P2482","Mathilde BERGHMANS","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","The use of vancomycin with drug trough monitoring in methicillin-resistant Staphylococcus aureus (MRSA) osteomyelitis: a retrospective cohort study in Gaza","M. Berghmans|R. Aqel|K. Al Sedawi|A. Alhenawi|H. Salama|S. Safi|J. Younis|R. Kanapathipillai|M. Khalife|R. Malaeb|P. Garcia-Vello|A. Elmanama|K. Moussally"
"3821","13/04 12:00","3","P2484","Jun Jie TAN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Meropenem levels in critically ill patients on continuous veno-venous hemodiafiltration (CVVHDF): exploration of variables and their influence on dose requirements","J. Tan|N. Chua|K. Goh|T. Lim|W. Lee|A. Kwa"
"3892","13/04 12:00","4","P2485","Emily JAIME","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacodynamic target attainment of commercially available fixed-dose daptomycin preparations in hospitalised patients with blood stream infections caused by Staphylococcus aureus","E. Jaime|S. Tamirisa|G. Severance|A. Yassin|A. Hopkins|A. Farkas"
"3927","13/04 12:00","5","P2486","Thomas NGUYEN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Unraveling phage pharmacodynamics against KPC-5 Pseudomonas in the hollow fiber infection model","T. Nguyen|J. Sanborn|A. Frymoyer|G. Suh|P. Bollyky|D. Roach|N. Smith"
"3988","13/04 12:00","6","P2487","Hanna Kadri LAAS","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Clinical trial ProVanc evaluating individualised model selection and dosing tool for vancomycin: safety review","H. Laas|T. Metsvaht|K. Tamme|J. Karjagin|H. Soeorg"
"4001","13/04 12:00","7","P2488","Jane FREEMAN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Aztreonam/avibactam is more sparing to the gut microbiome than ceftazidime/avibactam with aztreonam in a human in vitro gut model","C. Normington|J. Bromley|C. Chogogudza|E. Clark|K. Bentley|K. Kaur|W. Spittle|D. Ewin|M. Wilcox|K. Davies|J. Freeman"
"4125","13/04 12:00","8","P2489","Theis MARIAGER","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Induction of Meningeal Inflammation via Intraventricular Lipopolysaccharide Inoculation in a Porcine Model","T. Mariager|J. Guldbaek|J. Terkelsen|M. Nielsen|C. Bjarkam|M. Ettrup|H. Nielsen|J. Bodilsen"
"4131","13/04 12:00","9","P2490","Michel PIEREN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Determination of the pharmacodynamic targets of BV100 in the neutropaenic murine lung infection model","M. Pieren|A. Muller|M. Pulse|W. Weiss|W. De Jong|V. Trebosc|F. Jung|S. Van Den Berg|G. Dale"
"4178","13/04 12:00","10","P2491","Michel PIEREN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Determination of the pharmacodynamic targets of BV100 in the neutropaenic murine thigh infection model","M. Pieren|A. Muller|M. Pulse|W. Weiss|W. De Jong|V. Trebosc|F. Jung|S. Van Den Berg|G. Dale"
"4195","13/04 12:00","11","P2492","Harivenkatesh NATARAJAN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetics of vancomycin in patients with methicillin-resistant Staphylococcus aureus (MRSA) infections: a comparison between AUC and trough level monitoring for optimising vancomycin dose","H. Natarajan|N. Krishnapa|S. Sistla|S. Sistla|.. Vivekanandan|.. Girish"
"4196","13/04 12:00","12","P2493","Anouk Edwina MULLER","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Sub-MIC exposure linked in vivo pharmacokinetic/pharmacodynamic targets (PDTs) of beta-lactam enhancer zidebactam in presence of cefepime against carbapenem-resistant Acinetobacter baumannii (CRAB)","A. Muller|V. Zope|R. Chavan|S. Takalkar|K. Umarkar|P. Tayde|M. Tellis|H. Periasamy|S. Bhagwat|M. Patel"
"4251","13/04 12:00","13","P2494","Ronaldo MORALES JUNIOR","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Identifying predictors of cefepime pharmacokinetics in bone marrow transplant recipients","R. Morales Junior|H. Hambrick|T. Mizuno|S. Benoit|E. Schuler|G. Klink|S. Tang Girdwood"
"4289","13/04 12:00","14","P2495","Anouk Edwina MULLER","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Phase 1, randomised, double-blind, placebo-controlled, single-dose study to evaluate the pharmacokinetics of cefepime/zidebactam (WCK 5222) in healthy adult Chinese subjects","R. Gutte|L. Llorens|A. Patel|P. Iwanowski|R. Chavan|R. Yeole|A. Muller"
"4419","13/04 12:00","15","P2496","Maria Bech Damsgaard NIELSEN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Cefepime/enmetazobactam for Gram-negative PJIs? A porcine study evaluating target tissue concentrations following intermittent short-term infusion and continuous infusion of a novel antibiotic combination","M. Nielsen|M. Mikkelsen|H. Ramussen|M. Hvistendahl|C. Lutzhoft|J. Slater|N. Jørgensen|A. Soriano|M. Stilling|M. Bue"
"4469","13/04 12:00","16","P2497","Bonniface OBURA","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetics of intrapartum benzylpenicillin: insights into candidate regimens to prevent early onset neonatal Group B Streptococcus disease","B. Obura|A. Jimenez-Valverde|J. Unsworth|C. Waitt|S. Das|W. Hope|K. Navaratnam"
"4498","13/04 12:00","17","P2498","Giorgia MENEGATTI","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Real-world evidence: cefiderocol therapeutic drug monitoring in critically ill, obese patients in NDM infections","G. Menegatti|A. Manca|J. Cusato|C. Grosso|S. Corcione|J. Mula|S. Scabini|A. De Nicolo|F. De Rosa|A. D'avolio"
"4541","13/04 12:00","18","P2499","Sebastian HERREN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Phage K exposure generates phage K neutralising activity in a rabbit septic arthritis model","S. Herren|M. Karau|C. Koscianski|D. Granger|R. Patel"
"4602","13/04 12:00","19","P2500","Thomas LODISE","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","A Phase 1, randomised, double-blind, placebo-controlled, dose-escalation study to evaluate the pharmacokinetics (PK) of intravenous ertapenem (ERT) with zidebactam (ZID) in combination (WCK 6777) in healthy adult subjects","T. Lodise|R. Chavan|A. Patel|R. Yeole|S. Bhagwat|M. Patel|G. Saviolakis|M. Kankam|K. Gu|V. Ghazaryan|R. Bonomo|A. Jaunarajs|E. Hammett|H. Howell"
"4665","13/04 12:00","20","P2501","Stephanie SUPPARITSCH","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Efficacy of ceftazidime/avibactam against ten clinical isolates of Pseudomonas aeruginosa in peritoneal dialysis fluid","S. Supparitsch|A. Vychytil|M. Zeitlinger|A. Nussbaumer-Pröll"
"4668","13/04 12:00","21","P2502","Alexander LEPAK","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Development of a novel complicated urinary tract infection (cUTI) mouse model utilising heamatogenous pyelonephritis in neutropenic thigh-infected mice","A. Lepak|R. Jones|R. Zarnowski|D. Andes"
"4696","13/04 12:00","22","P2503","Helmi SULAIMAN","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Do current piperacillin-tazobactam dosing regimens achieve optimal epithelial lining fluid (ELF) concentrations in intensive care unit (ICU) patients with pneumonia?","X. Liu|S. Hasan|M. Mohamad|J. Lefrant|C. Roger|L. Muller|J. Dhanani|C. Fourie|L. Ling|W. Wong|M. Abdul-Aziz|J. Roberts|H. Sulaiman|J. De Waele|D. Marjanovic|S. Wallis|C. Landersdorfer|J. Lipman|A. Andrew"
"4733","13/04 12:00","23","P2504","Marta ZURAWSKA","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Piperacillin population pharmacokinetic/pharmacodynamic target attainment with continuous infusion dosing in patients admitted to the ICU with hospital-acquired pneumonia","S. Nozick|A. Misharin|R. Wunderink|N. Rhodes|M. Zurawska|A. Valadez|E. Harlan|M. Scheetz|M. Neely|P. Yarnold|M. Kang|H. Donnelly|F. Martinez|E. Korth|R. Medernach|A. Hauser|E. Ozer|E. Diaz"
"4793","13/04 12:00","24","P2505","Mikaela WALKER","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Fosfomycin and ceftazidime/avibactam combination as a possible treatment for blaIMP-4 harbouring Escherichia coli: a hollow fibre infection model evaluation","M. Walker|S. Wallis|J. Roberts|Y. Li|S. Naicker|B. Forde|F. Sime"
"4839","13/04 12:00","25","P2506","Adrian VALADEZ","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Population target pharmacokinetic/pharmacodynamic attainment rates among cefepime-treated patients admitted to the ICU with hospital-acquired pneumonia with and without ECMO","A. Valadez|M. Zurawska|E. Harlan|M. Neely|M. Scheetz|P. Yarnold|M. Kang|H. Donnelly|K. Dedicatoria|R. Medernach|S. Nozick|A. Hauser|E. Ozer|E. Diaz|A. Misharin|R. Wunderink|N. Rhodes|E. Korth|F. Martinez"
"4918","13/04 12:00","26","P2507","Rekha PAI MANGALORE","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","A beta-lactam antibiotic dose adaptation feasibility randomised controlled trial utilising therapeutic drug monitoring (ADAPT-TDM study)","R. Pai Mangalore|M. Chai|J. Pope|S. Lee|A. Padiglione|A. Diehl|L. Roberts|K. Sim|P. Rawson-Harris|S. Wicha|H. Schneider|T. Peel|A. Jenney|D. Ayton|A. Peleg|A. Udy"
"4981","13/04 12:00","28","P2509","Birgit KOCH","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Leveraging clinical data to enhance the performance evaluation of ceftriaxone population pharmacokinetic models in children","S. Schouwenburg|T. Preijers|A. Abdulla|E. Wildschut|B. Koch|M. De Hoog"
"4998","13/04 12:00","29","P2510","Birgit KOCH","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Prediction of vancomycin area-under-the-curve using trough concentrations only: performance evaluation of paediatric population pharmacokinetic models","S. Schouwenburg|T. Preijers|R. Flint|E. Wildschut|B. Koch|B. De Winter|A. Abdulla"
"5013","13/04 12:00","30","P2511","Arnaud DE CLERCQ","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetics and target attainment of teicoplanin: a systematic review","A. De Clercq|J. Mouton|P. De Paepe|M. Petrovic|T. Desmet|R. Bruggemann|J. Schouten|N. Jager|P. De Cock"
"5014","13/04 12:00","31","P2512","Julia LAPORTE-AMARGOS","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Population pharmacokinetics and optimised initial dosing of piperacillin in in haematologic patients with febrile neutropenia","M. Ulldemolins|J. Laporte-Amargos|R. Rigo-Bonin|F. Carmona-Torre|M. Huguet|P. Puerta|M. Arnan|A. Torrent|C. Garcia-Vidal|A. Sureda|J. Del Pozo|A. Bergas|E. Sastre-Escola|J. Carratalà|C. Gudiol"
"5085","13/04 12:00","32","P2513","Birgit KOCH","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","A pooled population pharmacokinetic study of intravenous cefuroxime in neonates and infants: renal function dependent underexposure","S. Schouwenburg|T. Preijers|S. Hartman|S. De Wildt|M. De Hoog|B. Koch|A. Abdulla|E. Wildschut"
"5104","13/04 12:00","33","P2514","Valentin AL JALALI","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Distribution of ampicillin and sulbactam into the cerebrospinal fluid of children and adolescents with brain tumors","V. Al Jalali|H. Schned|T. Pecho|C. Dorn|I. Minichmayr|M. Zeitlinger|A. Peyrl|C. Lier"
"5138","13/04 12:00","34","P2515","Adela BENITEZ-CANO MARTINEZ","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetic/pharmacodynamic target attainment of continuous infusion of ceftazidime and avibactam in plasma and epithelial lining fluid in critically ill patients with nosocomial pneumonia","A. Benitez-Cano Martinez|I. Ramos|R. Adalia|J. Gomez-Junyent|M. Montero|T. Baciu|V. Vega Toribio|V. Curull|A. Sánchez|R. Chalela|E. Navarrete|M. De Antonio|S. Grau|J. Horcajada|S. Luque|L. Sorli Redo"
"5272","13/04 12:00","35","P2516","Matteo MORRA","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","External validation of vancomycin population pharmacokinetics models in hospitalised patients with bloodstream infections","M. Morra|E. Carrara|E. Tacconelli|A. Azzini"
"5281","13/04 12:00","36","P2517","Valentin AL JALALI","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetics and safety of BV100 in epithelial lining fluid and plasma","C. Kemmer|V. Al Jalali|L. Husband|T. Armengol|M. Davila|P. Delique|S. Ravalli|A. Jorda|F. Bergmann|L. Pracher|M. Prager|M. Jackwerth|S. Eberl|A. Leutzendorff|E. Lackner|M. Zeitlinger|G. Dale|A. Nussbaumer-Pröll"
"5291","13/04 12:00","37","P2518","Lisa LEYENBERGER","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Intense care medicine-optimised dosing nomograms for beta-lactams administered by continuous infusion","L. Leyenberger|R. Garreau|A. Friggeri|S. Goutelle"
"5508","13/04 12:00","38","P2519","Iain ABBOTT","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Urinary pharmacodynamic profiling of oral amoxicillin-clavulanate in a bladder infection model","C. Anderson|C. Landersdorfer|J. Meletiadis|A. Peleg|I. Abbott"
"5554","13/04 12:00","39","P2520","Mariana ANDRADE","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Evaluation of candidate drugs for repurposing in a Galleria mellonella staphylococcal infection model","M. Andrade|J. Neves|M. Bento|J. Marques|S. Seabra|M. Viveiros|L. Rodrigues|A. Armada|H. Silveira|I. Couto|S. Costa"
"5565","13/04 12:00","40","P2521","Fernando DOCOBO PÉREZ","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Population pharmacokinetic/pharmacodynamic analysis of intravenous temocillin for the treatment of 3rd generation cephalosporin-resistant Escherichia coli bacteraemia (ASTARTE study)","F. Docobo-Pérez|V. Merino-Bohorquez|M. Tirado|B. Gallego Mesa|N. Zuabi Garcia|A. Alemán|L. Cubero|L. Barrera Pulido|F. Cogliati Dezza|V. Palomo Jiménez|J. Rodriguez Bano"
"5640","13/04 12:00","41","P2522","Akim CHAYEM","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Focus on enmetazobactam chemical stability in association with cefepime for prolonged infusions, in syringe and elastomeric diffusers","A. Chayem|J. Quevedo|N. Jemmely|E. D´huart"
"5669","13/04 12:00","42","P2523","Clara BERARDI","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Cefiderocol: stability study in elastomeric device at 32°C","C. Berardi|E. D'huart|C. Marquet|N. Sobalak|A. Charmillon|J. Vigneron|B. Demoré"
"5752","13/04 12:00","43","P2524","Giorgia MENEGATTI","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetics and intra-individual variability of multidose oritavancin in real-life use","G. Menegatti|A. De Nicolo|S. Corcione|F. De Rosa|M. Cotrufo|C. Tascini|A. D'avolio"
"5896","13/04 12:00","44","P2525","Marion GIRY","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Effect of augmented renal clearance on in vitro bactericidal activity of cefepime/nemetazobactam against ESBL-producing Escherichia coli evaluated via a mechanism-based modelling","M. Giry|C. Marlat|C. Baulier|F. Lamoureux|F. Gravey|M. Etienne|K. Alexandre"
"6154","13/04 12:00","45","P2526","Marion GIRY","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Efficacy of different piperacillin/tazobactam (TZP) - amikacin (AMK) regimens against ESBL Escherichia coli in a hollow fiber infection model (HFIM) simulating sepsis augmented renal clearance","M. Giry|C. Marlat|C. Baulier|F. Lamoureux|A. Ganem|D. Diagouraga|F. Docobo-Pérez|M. Etienne|F. Gravey|K. Alexandre"
"6193","13/04 12:00","46","P2527","Jennie VAN DYK","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Clavulanate pharmacokinetics in severe paediatric community-acquired pneumonia: findings from PediCAP-A and -B","J. Van Dyk"
"6200","13/04 12:00","47","P2528","Birgit KOCH","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Unraveling the bone pharmacokinetics of cefuroxime in periprosthetic joint infection","G. De Waard|E. Veltman|J. Van Oldenrijk|K. Bos|B. Koch"
"6342","13/04 12:00","48","P2529","Lynn MIESEL","11","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","A murine disease model of Pseudomonas aeruginosa lung infection for drug candidate characterisation","L. Miesel|J. Chia|Y. Lee|C. Chiang|Y. Huang|W. Liao|J. Chien|Y. Yeh|H. Lee|M. Hsieh|K. Lin|C. Shen"
"6813","13/04 12:00","1","P2530","Thi Van Anh NGUYEN","12","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Understanding meropenem disposition in critically ill children: a population PK analysis","A. Nguyen|E. Dhont|E. Beel|N. Verougstraete|V. Stove|S. Vanhaesebrouck|D. Vens|P. De Paepe|P. A. De Cock"
"6825","13/04 12:00","2","P2531","Paschalis PARANOS","12","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","PK/PD of colistin in combination with bacteriophages against carbapenemase-producing Klebsiella pneumoniae clinical isolates","P. Paranos|S. Pournaras|J. Meletiadis"
"6883","13/04 12:00","3","P2532","Andre WIERINGA","12","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Predicting ciprofloxacin target non-attainment in critically ill patients at treatment initiation: development and external validation of two novel (machine learning) models","A. Wieringa|A. Egberts|R. Gangapersad|R. Van Hest|E. Wils|B. Koch|A. Abdulla"
"7216","13/04 12:00","4","P2533","Oscar DELLA PASQUA","12","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Dealing with the myth of 40% T>MIC for amoxicillin clavulanate: a hollow-fiber study using clinically relevant concentrations","F. Sanz Garcia|S. Moreira|S. Ramon-Garcia|A. Lucia|M. Martinez-Martinez|F. Romano|P. Nijhara|K. Langfeld|O. Della Pasqua"
"7610","13/04 12:00","5","P2534","Islam GHAZI","12","B","05b. Pharmacokinetics/pharmacodynamics of antibacterial drugs & therapeutic drug monitoring (incl lab methods, models, in vitro and in vivo studies)","Pharmacokinetic analysis of ceftazidime/avibactam dosing in patients utilising renal replacement therapy","I. Ghazi|E. Abidi|L. Ali|W. Rabbah|D. Alrahmany|W. El Nekidy"
"810","13/04 12:00","7","P2536","Maria MAZZITELLI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Clinical, microbiological and laboratory predictors of on- and off-label dalbavancin treatment failure","M. Mazzitelli|D. Mengato|V. Scaglione|E. Giunco|E. Barzizza|L. Salmaso|S. Cavinato|A. Sattin|M. Trevenzoli|F. Venturini|A. Cattelan"
"901","13/04 12:00","8","P2537","Jonas HINK","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","A Phase 1, randomised, double-blind, first-in-human, dose-escalation study investigating the safety, recovery, and pharmacodynamics of a novel CRISPR-Cas therapeutic (SNIPR001)","A. Petersen|E. Van Der Helm|C. Grøndahl|M. Petersen|S. Semsey|A. De Santiago Torio|I. Turcu|F. Smrekar|Y. Taur|M. Satlin|M. Sommer|B. Damholt|M. Grove|J. Hink|T. Marotte-Hurbon|J. Söderqvist|A. Troy|M. Zdravkovic|L. Bayer|K. Brunner|T. Bryde|J. Clube|Y. Gencay|A. Gram|J. Krause Haaber|B. Hallström|D. Jasinskyte|R. Pascal"
"1089","13/04 12:00","9","P2538","Lauren FORTIER","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Impact of hypoalbuminemia on outcomes of ertapenem","J. Ventres|L. Fortier|A. Brotherton|B. Velikaneye|E. O'neill|C. Cunha"
"1350","13/04 12:00","10","P2539","Emanuele PALOMBA","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Efficacy and safety of monoclonal antibodies for prevention and treatment of multidrug-resistant organisms' infections: a scoping review","M. Piscaglia|G. Scaglione|C. Genovese|F. Borgonovo|F. Brivio|F. Rampichini|R. Grifantini|A. Bandera|A. Gori|M. Colaneri|E. Palomba"
