id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
3505,PS018,3484,"Dengue mortality in southeast Asia region: exploring regional trends and disparities",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Supta Rani SARKER",Bangladesh
3506,PS018,3484,"Claims-based algorithm to classify Lyme disease manifestations",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Holly YU","United States"
3507,PS018,3484,"The burden of Lyme disease (BOLD) study in Europe: PTLD in six European countries and an examination of its criteria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Holly YU","United States"
3508,PS018,3484,"Metabolomic profiling of cerebrospinal fluid in Lyme neuroborreliosis: a diagnostic insight",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ilari KUUKKANEN",Finland
3509,PS018,3484,"Background incidence rates of health outcomes for Lyme disease vaccine safety monitoring in hospitalised and outpatient German populations",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Karla Therese L. SY","United States"
3510,PS018,3484,"Epidemiology of leptospirosis in the United Kingdom",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ameeka THOMPSON","United Kingdom"
3511,PS018,3484,"Epidemiology and clinical outcomes of scrub typhus in rural and urban settings: a hospital-based study from south India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Arvind Krishna DEVARAJ",India
3512,PS018,3484,"Foodborne botulism in Brazil: analysis of cases over the last 17 years (2007-2024) and occurrence of an outbreak related to the consumption of chicken mortadella at popular fairs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wania FREITAS",Brazil
3513,PS018,3484,"Spinal brucellosis: the great mimicker",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Helmi ERNANDES",Tunisia
3514,PS018,3484,"Epidemiological and clinical outcomes of human monocytic ehrlichiosis (HME) presenting to a single centre university hospital in the state of Florida, USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Liliana FRANCO MOREIRA","United States"
3515,PS018,3484,"Scrub typhus trend in northeastern Thailand, 2011-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yupin SUPUTAMONGKOL",Thailand
3516,PS018,3484,"Influence of different Leptospira serovars on lung damage in leptospirosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olena ZUBACH",Ukraine
3517,PS018,3484,"Development and validation of the microarray for the detection of IgG against Bacillus anthracis, Yersinia pestis and Francisella tularensis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olga STUKOLOVA","Russian Federation"
3518,PS018,3484,"Diagnosis and visualisation of biofilms in Bartonella quintana endocarditis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kurosh SARBANDI",Germany
3519,PS018,3484,"Comparison of gene detection rates in whole blood, eschar, and erythematous skin samples by polymerase chain reaction in Japanese spotted fever cases",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shigetoshi SAKABE",Japan
3520,PS018,3484,"Challenges in case management of brucellosis: prospective study from an endemic region",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Özlem ALHAN",Türkiye
3521,PS018,3484,"Evaluating the value of serological follow-up in managing Q fever infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pablo PILLADO ALONSO",Spain
3522,PS018,3484,"Epidemiological evolution of leptospirosis in French Guiana: a descriptive and comparative analysis of 2016-2022 cases with 2007-2014",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mathilde ZENOU",France
3523,PS018,3484,"Development of monoclonal antibodies and immunoassays targeting VlsE to improve Lyme disease diagnosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Victoria DOLANGE",France
3524,PS018,3484,"Detection of Leptospira licerasiae, a P2 sub-clade species, in febrile patients, rodents, and livestock in Sri Lanka",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nipun RATHNAYAKE","Sri Lanka"
3525,PS018,3484,"Clinical data on symptomatic cutaneous reinfections due to Borrelia burgdorferi sensu lato in Europe: erythema migrans from reinfection differs from primary erythema migrans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Franc STRLE",Slovenia
3526,PS018,3484,"High seroprevalence of Coxiella burnetii among blood donors in Mallorca: implications for diagnostics and surveillance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andrés SUÁREZ IBARRA",Spain
3527,PS018,3484,"A novel approach for utilising IgG avidity in Lyme serology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"András ZÓKA",Hungary
3528,PS018,3484,"The role of serology in the diagnosis of Brucella endocarditis: a literature search",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Reyhan BALKAYA DEMI?RTAS",Türkiye
3529,PS018,3484,"Neoehrlichia mikurensis and Borrelia miyamotoi: emerging and neglected pathogens in northern Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Emanuela OLIVIERI",Italy
3530,PS018,3484,"Molecular detection of Borrelia burgdorferi in off-season questing ticks: impact of environmental and climatic variables",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alessandra Mistral DE PASCALI",Italy
3531,PS018,3484,"The epidemiology of brucellosis in Oman: a seven-year retrospective analysis, 2017-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ahad AL BALUSHI",Oman
3532,PS019,NULL,"02i. Other intracellular or rare bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","02. Bacterial infection & disease",NULL,NULL,NULL,NULL
3533,PS019,3532,"Low counts predict mortality in melioidosis: a retrospective cohort study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Prithvishree RAVINDRA",India
3534,PS019,3532,"Characterisation of an emerging pathogen Pantoea dispersa causing neonatal sepsis in a tertiary healthcare facility in Pakistan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Julia RZASKA","United Kingdom"
3535,PS019,3532,"Melioidosis in India: emerging or neglected?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ayush GUPTA",India
3536,PS019,3532,"Retrospective review of patients with clinically significant Fusobacterium gonidiaformans infection",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ellen SUGRUE",Ireland
3537,PS019,3532,"Enteropathogenic Providencia alcalifaciens: a subgroup of P. alcalifaciens that causes diarrhea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"M. John ALBERT",Kuwait
3538,PS019,3532,"Emergence of cases of neurolisteriosis in a single centre: insights into genomic analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nadim CASSIR",France
3539,PS019,3532,"Survival mechanism of pancreatic tumor bacteria and their ability to metabolise chemotherapy drugs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zara Ahmad KHAN",Sweden
3540,PS020,NULL,"03a. Resistance surveillance & epidemiology: Community-acquired bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
3541,PS020,3540,"Genomic surveillance identifies C. jejuni lineages carrying a multi resistance gene cassette of Gram-positive origin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sangeeta BANERJI",Germany
3542,PS020,3540,"Ten-year study of Shigella sonnei: antimicrobial susceptibility trends and risk factors in a Croatian tertiary care clinic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Silvija SOPREK STRUGAR",Croatia
3543,PS020,3540,"Gepotidacin activity against Escherichia coli and Klebsiella pneumoniae, including molecularly characterised fluoroquinolone not susceptible subsets causing urinary tract infections in Europe and adjacent regions (2023)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rodrigo E. MENDES","United States"
3544,PS020,3540,"Ten-year trends in methicillin resistance rates of Staphylococcus lugdunensis: a multi-centre surveillance study in Kagawa prefecture, Japan (2013-2023)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taichi ITO",Japan
3545,PS020,3540,"Emergence of fluoroquinolone resistance in Salmonella paratyphi A isolates from sub-Saharan Africa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alexandra SERRIS",France
3546,PS020,3540,"Genotype and phenotype of clinical isolates of Aeromonas species and epidemiology of carbapenem-resistant strains in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Daisuke KITAGAWA",Japan
3547,PS020,3540,"Increasing eight-year trend in fusidic acid resistance among MRSA isolates in the Netherlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Feline VELTHUIS",Netherlands
3548,PS020,3540,"Global phylogeography and genomic surveillance of a recent epidemic Bordetella pertussis ST2 high-risk international clone: a multicentre study in China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xi LI",China
3549,PS020,3540,"Trends of azithromycin resistance in Neisseria gonorrhoeae from across the Indian subcontinent: time to reflect",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Devanshi SHARMA",India
3550,PS020,3540,"Activity of gepotidacin against molecularly characterised beta-lactamase-producing Escherichia coli and Klebsiella pneumoniae isolates from patients with urinary tract infections in Europe and adjacent regions (2023)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rodrigo E. MENDES","United States"
3551,PS020,3540,"Mycoplasma genitalium: what is going on in Argentina? First report",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria Belén MANCINO",Argentina
3552,PS020,3540,"In vitro activity of ceftaroline against bacterial pathogens from paediatric patients collected during the ATLAS global surveillance programme in 2019-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meredith HACKEL","United States"
3553,PS020,3540,"In vitro activity of ceftaroline and comparator agents against bacterial pathogens from adult patients collected during the ATLAS global surveillance programme in 2019-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meredith HACKEL","United States"
3554,PS020,3540,"Antibiotic susceptibility profiles of Gram-negative bacteria isolated from paediatric and adult UTI patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stefan-Vasile CRISTEA",Romania
3555,PS020,3540,"Improving geospatial coverage and granularity of global AMR prevalence estimates: comprehensive systematic literature reviews to complement WHO's global AMR surveillance system (2018-2022)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gilbert LAZARUS",Indonesia
3556,PS020,3540,"Comparison of antimicrobial susceptibility of Streptococcus pneumoniae and Haemophilus influenzae from blood and non-blood cultures: analysis from the survey of antibiotic resistance (SOAR) study, 2018-2021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anand MANOHARAN",India
3557,PS020,3540,"Gepotidacin activity against and analysis of susceptibility to oral standard-of-care antibiotics for urinary tract infections caused by Escherichia coli and Klebsiella pneumoniae collected in Europe in 2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"S. J. Ryan ARENDS","United States"
3558,PS020,3540,"Trends in clindamycin and metronidazole susceptibility of anaerobic clinical isolates: a ten year surveillance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ander URIBARRI",Spain
3559,PS020,3540,"Virulence and fitness of  CTX-M producing Escherichia coli O25 ST131 in community acquired urinary tract infections in Croatia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tajana BALABAN",Croatia
3560,PS020,3540,"Six-year trend in decreasing (benzyl)penicillin diameter distribution in Streptococcus pyogenes in the Netherlands",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rony Elisabeth ZOETIGHEID",Netherlands
3561,PS020,3540,"Phenotypic and genotypic distribution of ESBL uropathogens in the community setting of India: a multicentric cross-sectional study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Swati PUNDIR",India
3562,PS020,3540,"Multidrug-resistant invasive non-typhoidal Salmonella in children: asymptomatic shedding as an important source of community infection spread in Kenya",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Samuel KARIUKI",
3563,PS020,3540,"Multidrug-resistant and distribution of ß-lactamase genes among diarrheagenic Escherichia coli isolated from under-five children in central Ethiopia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tizazu ZELELIE",Ethiopia
3564,PS020,3540,"Antimicrobial resistance and genomic diversity of Neisseria gonorrhoeae in Maseru, Lesotho",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Liteboho MADUNA",Lesotho
3565,PS020,3540,"Assessment of the European antibiotic resistance epidemiology in community care across drug-bacterium pairs: a spatial-temporal analysis using national surveillance data",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pauline SORLIN",France
3566,PS020,3540,"Molecular epidemiology of mupirocin-resistant Staphylococcus aureus isolated from skin and soft-tissue infections in children",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mormeneo Bayo SARAY",Spain
3567,PS020,3540,"Prevalence and risk factors for ESBL-producing Enterobacterales rectal carriage in a public hospital from Argentina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maximiliano Gabriel CASTRO",Argentina
3568,PS020,3540,"Mycoplasma genitalium: two years prevalence of azithromycin and moxifloxacin resistance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alice NAVA",France
3569,PS020,3540,"Molecular genetic analysis of extended-spectrum beta-lactamase-producing Escherichia coli isolated from outpatients at a tertiary care emergency centre: emergence of CTX-M-132-producing Escherichia coli in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yasumitsu NOMURA",Japan
3570,PS020,3540,"Risk factors associated with community-acquired multidrug-resistant infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diamantina LYMPERATOU",Greece
3571,PS020,3540,"Genomic epidemiology and distribution of carbapenemases and extended-spectrum beta-lactamases in Escherichia coliand Klebsiella pneumoniae at a Spanish hospital during 2019-2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sandra A. MARTÍNEZ-ÁLVAREZ",Spain
3572,PS020,3540,"Improving understanding of Staphylococcus aureus carriage and resistance patterns in high-risk UK armed forces populations: prevalence of MRSA,  PVL-SA carriage and emergence of a MSSA ST398 clone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"William NEVIN","United Kingdom"
3573,PS020,3540,"Distribution of macrolide resistance among Streptococcus pneumoniae clinical isolates collected from global populations, 2018-2019 and 2022-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meredith HACKEL","United States"
3574,PS020,3540,"Analysis of studies about antibiotic resistance of Enterobacter spp. between 2015 and 2022 through One Health approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Angie Katherine CASTILLO PEÑA",Peru
3575,PS020,3540,"Antimicrobial resistance trends of Campylobacter species from a tertiary hospital, 2010-2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shaikha AL-SHOKRI","United States"
3576,PS020,3540,"Impact of national guidelines for the treatment of community acquitted urinary tract infection on antibiotic resistance in Enterobacterales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Olivier LEMENAND",France
3577,PS020,3540,"Evidence for antimicrobial stewardship and reduced antimicrobial resistance in the mid-west of Ireland, 2012 - 2023: findings from a One Health study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"James POWELL",Ireland
3578,PS020,3540,"High prevalence of extended-spectrum beta-lactamase-producing Enterobacterales in patients admitted to a rural hospital in Tanzania",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Iren Høyland LÖHR",Norway
3579,PS020,3540,"Molecular characterisation of Staphylococcus aureus from persistent respiratory infections: high detection of CC398 isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paula EGUIZÁBAL",Spain
3580,PS020,3540,"Comparing the activity of oral cefditoren with other cephalosporins in Streptococcus pneumoniae clinical isolates non-susceptible to penicillin, 2019-2020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Julio SEMPERE",Spain
3581,PS020,3540,"A five-year antimicrobial resistance trends in Gram-negative bacteraemia isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lynette PHEE","United Kingdom"
3582,PS020,3540,"Epidemiology and prevalence of antimicrobial-resistant bacteria in wildlife in Africa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jemimmah MWANGI",Kenya
3583,PS020,3540,"Higher prevalence of blaOXA-244 in ESBL producing Escherichia coli isolates in the Netherlands: a prospective cohort study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Julinha THELEN",Netherlands
3584,PS020,3540,"Distribution of Mycoplasma pneumoniae macrolide-resistant strains in two regional hospitals in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Michinori SHIRANO",Japan
3585,PS020,3540,"/em>Neisseria gonorrhoeae resistance rates in Cardiff Wales compared to those at a national level according to gonococcal resistance to antimicrobial susceptibility programme (GRASP)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leanne DAVIES","United Kingdom"
3586,PS020,3540,"Increase in azithromycin resistance rate of Neisseria gonorrhoeae during the period 2020-2023 in Greece",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eirini SIATRAVANI",Greece
3587,PS020,3540,"Associations of CRISPR-Cas systems with antibiotic resistance and virulence genes of clinical Enterococcus faecalis isolates in Gauteng, South Africa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zander NIEHAUS","South Africa"
3588,PS020,3540,"Antimicrobial agents in dentifrices and mouthwashes: induction of antiseptic and antibiotic tolerance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sílvia OLIVEIRA",Brazil
3589,PS020,3540,"High prevalence of macrolide resistance in Streptococcus pneumoniae isolated from nasopharyngeal samples among naïve six-week-old children in Sierra Leone: a resistome approach",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mercedes MONTERO-VALE",Spain
3590,PS020,3540,"Circulation of blaOXA-244, an emerging resistance gene, in polyclonal E. coli strains in Jerusalem, Israel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Janko SATTLER",Germany
3591,PS020,3540,"Investigation of Escherichia coli ST131 characteristics, an emerging pathogen in Rio de Janeiro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Isadora BARCELLOS",Brazil
3592,PS020,3540,"Antimicrobial susceptibility of Legionella pneumophila to azithromycin and levofloxacin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Antonio CASABELLA PERNAS",Spain
3593,PS020,3540,"The aetiologic agents and resistance rates in community-acquired complicated intra-abdominal infections: where are we locally?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eren OZTURK",Türkiye
3594,PS020,3540,"A systematic review of resistance patterns of Corynebacterium diphtheriae.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Amy PRICE","United Kingdom"
3595,PS020,3540,"Colistin resistance as an emergent threat among Uropathogenic Escherichia coli and Klebsiella pneumoniae from a rural community health centre, India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shipra TOMAR",India
3596,PS020,3540,"The impact of ceragenins on Streptococcus mitis clinical isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cemre ÖZKANCA",Türkiye
3597,PS020,3540,"Prevalence and characteristics of methicillin-resistant Staphylococci colonisation in the nasal vestibule of healthy individuals in Japan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sayaka ANDO",Japan
3598,PS020,3540,"Multidrug-resistant Streptococcus pneumoniae in Vietnamese children: results from a household prevalence survey",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Thu-Trang VU",Vietnam
3599,PS020,3540,"Conflict-associated wounds and burns infected with GLASS pathogens in the eastern Mediterranean region: a systematic review",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aula ABBARA","United Kingdom"
3600,PS020,3540,"E. coli antimicrobial susceptibility patterns and social determinants of health: an ecological study in Ontario, Canada from 2017-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rada RUSU",Canada
3601,PS020,3540,"High household co-carriage of extended-spectrum beta-lactamases in Hong Kong",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kwok KIN ON",China
3602,PS020,3540,"Prevalence and antimicrobial susceptibility of community-acquired urinary isolates of ESBL-producing Enterobacterales: a three-year retrospective study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hugo CRUZ",Portugal
3603,PS020,3540,"Molecular characterisation of livestock-associated methicillin-resistant Staphylococcus aureus causing bacteraemia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mormeneo Bayo SARAY",Spain
3604,PS020,3540,"Carbapenemase-producing Enterobacterales on the rise in community-onset infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yoleidys MARTINEZ-YSASIS",Spain
3605,PS020,3540,"A multicentre study: emm typing, PFGE analysis, antimicrobial resistance and biofilm production in Streptococcus pyogenes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Özgen KÖSEOGLU ESER",Türkiye
3606,PS020,3540,"Knowledge of medical residents towards antibiotic resistance and appropriate prescribing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asma AMMAR",Tunisia
3607,PS020,3540,"Prevalence of multidrug-resistant CS31A-producing E. coli in neonatal calf diarrhea outbreaks in central France",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eduarda SILVEIRA",Portugal
3608,PS020,3540,"Antimicrobial susceptibility testing of Gardnerella spp. vaginal isolates from a tertiary care centre in Slovenia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kitty ZNIDAR",Slovenia
3609,PS020,3540,"Piperacillin/tazobactam susceptibility in AmpC beta-lactamase producing Enterobacterales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kitty ZNIDAR",Slovenia
3610,PS020,3540,"Antimicrobial resistance surveillance in Belgian ambulatory care: SARPRIC-UTI study focussing on uncomplicated urinary tract infections in 2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Matijs HOUBEN",Belgium
3611,PS020,3540,"Whole-genome sequencing analysis of an ESBL producer Shigella sonnei causing an outbreak in Tunisia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lamia KANZARI",Tunisia
3612,PS020,3540,"Genomic characterisation of community-level transmission dynamics of extended-spectrum E. coli in rural Burkina Faso",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Iana AMKE","United Kingdom"
3613,PS020,3540,"Study of antimicrobial susceptibility in Brucella spp. strains isolated at CHU Rabta, Tunisia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Salma ABBES",Tunisia
3614,PS020,3540,"Genomic insights of carbapenemase-producing Enterobacter spp. in Argentina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fernando PASTERAN",Argentina
3615,PS021,NULL,"03b. Resistance surveillance & epidemiology: Healthcare-associated bacteria","Poster area |","12:00 - 13:30CETPoster Session",,CET,"Poster Session","03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
3616,PS021,3615,"Prevalence of carbapenem-resistant Enterobacteriaceae and extensively drug-resistant Acinetobacter baumannii ????colonisation among hospitalised immunocompromised and critically ill paediatric patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sophida BOONSATHORN",Thailand
3617,PS021,3615,"Admission incidence rate and diffusion dynamics of ESBL-producing Klebsiella pneumoniae in adult intensive care units: a five-year genomic monocentre study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Coraline BERNACHOT",France
3618,PS021,3615,"In vitro susceptibility of cefiderocol against carbapenem-resistant Gram-negative bacilli (CRGNB) from Singapore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jocelyn TEO",Singapore
3619,PS021,3615,"Synergistic and additive effects of fosfomycin in MBL-producing Klebsiella pneumoniae and Pseudomonas aeruginosa isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Esther WOHLFARTH",Germany
3620,PS021,3615,"The integrated genomic surveillance reveals extensive clustering among increasing rates of carbapenemase-producing Escherichia coli and Klebsiella pneumoniae in Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jörg B. HANS",Germany
3621,PS021,3615,"Molecular characterisation of OXA-48-like-producing Enterobacterales in Germany: insights from the DIOGENES study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Janko SATTLER",Germany
3622,PS021,3615,"Antimicrobial resistance and genetic insights into clinical pathogens from a Kyiv polyclinic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tim ERLER",Germany
3623,PS021,3615,"Global epidemiology, trends, and clinical severity of hypervirulent Klebsiella pneumoniae infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nagendra Babu DANAVATH",India
3624,PS021,3615,"Assessment of in vitro synergy of colistin combined with meropenem, minocycline and Tigecycline in clinical isolates of carbapenem-resistant Klebsiella pneumoniae, Pseudomonas aeruginosa, Escherichia coli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nida FATIMA",India
3625,PS021,3615,"Diversity of the vanB cassette within ST117 vancomycin-resistant Enterococcus faecium isolates from Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kyriaki XANTHOPOULOU",Germany
3626,PS021,3615,"Emergence and outbreak of ST80 vancomycin-resistant Enterococcus faecium in Guangdong province, China from 2021 to 2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cong SHEN",China
3627,PS021,3615,"Medical tourism in western Germany: review of Arab and Russian patients and their MRSA- and MRGN-status at a tertiary care facility in north Rhine-Westphalia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Annette EYKING-SINGER",Germany
3628,PS021,3615,"Prevalence of healthcare-associated infections and antimicrobial use in ICU wards in Georgia: results of the first ECDC point prevalence survey in 25 hospitals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Otar CHOKOSHVILI",Georgia
3629,PS021,3615,"Intra- and inter-patient evolution of cgMLST in ST-512 KPC-producing Klebsiella pneumoniae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"María Alejandra MATEO VARGAS",Spain
3630,PS021,3615,"Unveiling hidden reservoirs of carbapenemases in Pseudomonas spp. beyond P. aeruginosa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Guillem PUIGSECH BOIXEDA",Spain
3631,PS021,3615,"Greater multidrug resistance in Enterococcus faecium but greater pathogenicity in Enterococcus faecalis isolated from Welsh ICU patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Caitlin FARLEY","United Kingdom"
3632,PS021,3615,"Silent dissemination of identical VanA-carrying linear plasmids in vancomycin-variable Enterococcus faecium: a growing diagnostic concern",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ana ALMEIDA SANTOS",Portugal
3633,PS021,3615,"Enterobacterales involved in plasmid-mediated carbapenem resistance outbreaks in Portuguese hospitals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rani Rashmani DE LA RIVIÈRE",Portugal
3634,PS021,3615,"Retrospective evaluation of culture-proven carbapenem-resistant Gram-negative infections a tertiary care educational university hospital: analysis of 888 cases",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Merve MERT VAHABI",Türkiye
