Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Friday,3:15 PM - 4:30 PM,Concourse 152,,,,179 - Clinical Controversies,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Susan Casey', 'affiliation': ''}, {'title': 'Alice Kim, MD, MBA', 'affiliation': 'President and CEO ID CARE Morristown, NJ, United States'}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Susan Casey:  No financial relationships to disclose', 'Alice I. Kim, MD, MBA:  No financial relationships to disclose']"
Friday,3:15 PM - 4:30 PM,Concourse 151,,,,180 - Status Neutral Squabbles: Should We Prioritize Switching Suppressed PWH to Two Drugs? And Should We Ramp Up PrEP Initiation in Pharmacies?,,,,,,,"['HIV-STD-TB', 'Adult ID', 'Global ID', 'Pediatric ID', 'Trainee', 'Investigative ID']","[{'title': 'Aadia Rana, MD (she/her/hers)', 'affiliation': 'Professor of Medicine University of Alabama-Birmingham Heersink School of Medicine Birmingham, AL, United States'}, {'title': 'Mosepele Mosepele, MD (he/him/his)', 'affiliation': 'Associate Professor University of Botswana Gaborone, Southern, Botswana'}, {'title': 'Barbara Taylor, MD, MS (she/her/hers)', 'affiliation': 'Professor University of Texas Health Science Center San Antonio San Antonio, TX, United States'}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Mosepele Mosepele, MD:  No financial relationships to disclose', 'Barbara S. Taylor, MD, MS:  No financial relationships to disclose']"
Friday,4:30 PM - 4:55 PM,BugHub Stage,,,,Split/shared Services: What it is and How to use it,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,4:45 PM - 6:00 PM,Ballroom (West Hall B),,,,181 - SHEA Lectureship,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Costi Sifri', 'affiliation': ''}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Costi Sifri:  No financial relationships to disclose']"
Friday,4:45 PM - 6:00 PM,Concourse 151,,,,182 - Stanley A. Plotkin Lecture in Vaccinology,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'William Steinbach, MD', 'affiliation': ""Robert H. Fiser, Jr., MD Endowed Chair in Pediatrics\r\nChair, Department of Pediatrics\r\nAssociate Dean for Child Health\r\nCollege of Medicine, University of Arkansas for Medical Sciences\r\nPediatrician-in-Chief, Arkansas Childrenâ??s Arkansas Children's, University of Arkansas for Medical Sciences Little Rock, AR, United States""}, {'title': 'Debra Palazzi, MD, MEd', 'affiliation': 'Professor of Pediatrics Baylor College of Medicine Houston, TX, United States'}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Speaker TBD:  No financial relationships to disclose', 'William Steinbach, MD:  No financial relationships to disclose']"
Friday,5:00 PM - 6:00 PM,BugHub Stage,,,,IDea Incubator,,,,,,,['Event'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,6:00 PM - 7:00 PM,Concourse 151,,,,PIDS Member meeting,,,,,,,['Event'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,6:00 PM - 7:00 PM,407,,,,Sip and Connect:  Ending the HIV Epidemic Community of Practice Reception,,,,,,,['Event'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,7:00 AM - 8:30 AM,JW Marriott - Platinum Ballroom A-D,,,,98 - Women in ID Breakfast: 'SHE for SHE': A Masterclass in Supporting Other Women in ID,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Wendy Armstrong, MD (she/her/hers)', 'affiliation': 'Professor of Medicine Emory University Atlanta, GA, United States'}, {'title': 'Kristina Bryant, MD', 'affiliation': 'Professor University of Louisville Louisville, KY, United States'}, {'title': 'Laila Woc-Colburn, MD (she/her/hers)', 'affiliation': 'Associate Professor, Division of Infectious Disease Emory University School of Medicine Decatur, GA, United States'}, {'title': 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA', 'affiliation': 'Field Medical Officer Centers for Disease Control & Prevention & Einstein/ Montefiore New York, NY, United States'}, {'title': 'Kari Simonsen, MD, MBA (she/her/hers)', 'affiliation': 'Professor and Chair, Pediatrics Pediatrics University of Nebraska Medical Center Omaha, NE, United States'}, {'title': 'Nada Fadul, MD (she/her/hers)', 'affiliation': 'Professor & Assistant Dean University of Nebraska Medical Center Omaha, NE, United States'}, {'title': 'Angela Caliendo, MD, PhD (she/her/hers)', 'affiliation': 'Executive Vice Chair, Department of Medicine Medicine/Infectious Diseases Alpert Medical School of Brown University Providence, RI, United States'}, {'title': 'Rita Rojas-Fermin, MD,FIDSA', 'affiliation': 'Coordinator of ID department &  Program ID Fellowship director Hospital General de la Plaza de la Salud Santo Domingo, Distrito Nacional, Dominican Republic'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Wendy Armstrong, MD:  No financial relationships to disclose', 'Kristina A. Bryant, MD:  No relevant disclosure to display', 'Laila Woc-Colburn, MD:  No financial relationships to disclose', 'Belinda Ostrowsky, MD, MPH, FIDSA, FSHEA:  No financial relationships to disclose', 'Nada A. Fadul, MD:  No relevant disclosure to display', 'Angela M. Caliendo, MD, PhD:  No relevant disclosure to display', 'Rita A. Rojas-Fermin, MD,FIDSA:  No relevant disclosure to display']"
Friday,7:30 AM - 9:00 AM,304 ABC,,,,99 - Hot Breakfast and Hot Topics: Advocacy in an Election Year,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Rachel Bender Ignacio, MD MPH', 'affiliation': 'Associate Professor University of Washington/Fred Hutch Cancer Center Seattle, WA, United States'}, {'title': 'Vanessa Yesufu', 'affiliation': 'Policy and Program Coordinator HIVMA'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.5 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.5 hours of MOC CreditCNE Credits: Maximum of 1.5 hours of ANCC CreditACPE Credits: ACPE 1.5 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Rachel A. Bender Ignacio, MD MPH:  No relevant disclosure to display', 'Vanessa Yesufu:  No financial relationships to disclose']"
Friday,8:00 AM - 8:25 AM,BugHub Stage,,,,Physician Compensation Initiative - What does a Pediatric ID Physician Need to Know for Negotiations to be Successful?,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,8:00 AM - 9:00 AM,Petree C,,,,100 - New Antimicrobials in the Pipeline,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Lisa Dumkow, Pharm D., BCIDP (she/her/hers)', 'affiliation': 'Antimicrobial Stewardship Clinical Pharmacist Trinity Health Grand Rapids Grand Rapids, Michigan, United States'}, {'title': 'Cesar Arias, MD, MSc, PhD (he/him/his)', 'affiliation': 'Professor and Chief Houston Methodist and Weill Cornell Medical College Houston, TX, United States'}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lisa E. Dumkow, Pharm D., BCIDP:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,408 B,,,,101 - Clinical Trials Based on Benefit-Risk: An Open DOOR,,,,,,,"['Adult ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Yohei Doi, MD, PHD (he/him/his)', 'affiliation': 'Professor of Medicine Division of Infectious Diseases University of Pittsburgh Toyoake, Aichi, Japan'}, {'title': 'Scott Evans, PhD, M.S. (he/him/his)', 'affiliation': 'Professor and Director of the Biostatistics Center Epidemiology and Biostatistics Milken Institute School of Public Health Rockville, MD, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Yohei Doi, MD, PHD:  No relevant disclosure to display', 'Scott R. Evans, PhD, M.S.:  No relevant disclosure to display']"
Friday,8:00 AM - 9:00 AM,515 A,,,,102 - HIV and Synthetic Opioid Use: Additive or Synergistic?,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Senu Apewokin, MD', 'affiliation': 'Assoc Prof University of Cincinnati Mason, Ohio, United States'}, {'title': 'Judith Feinberg, MD (she/her/hers)', 'affiliation': 'Professor West Virginia University School of Medicine Morgantown, WV, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Senu Apewokin, MD:  No relevant disclosure to display', 'Judith Feinberg, MD:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,411,,,,103 - How I Teach: Frameworks for Teaching Foundational ID Topics,,,,,,,"['Adult ID', 'Pediatric ID', 'Trainee']","[{'title': 'Michael Melia, MD (he/him/his)', 'affiliation': 'ID Fellowship Program Director Johns Hopkins University Baltimore, MD, United States'}, {'title': 'Tara Vijayan, MD, M.P.H. (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Infectious Diseases University of California Los Angeles, David Geffen School of Medicine Los Angeles, CA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Michael T. Melia, MD:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,408 A,,,,104 - ID Telehealth Cases: Do's And Don'ts for Different Telecare Modalities,,,,,,,['Adult ID'],"[{'title': 'Todd Vento', 'affiliation': ''}, {'title': 'Rima Abdel Massih, MD', 'affiliation': 'Associate Chief of Education and Telemedicine UPMC, University of Pittsburgh, PA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Todd Vento:  No relevant disclosure to display']"
Friday,8:00 AM - 9:00 AM,403 B,,,,"105 - In the Era of Shorter Is Better, Does the Data Apply to My Immunocompromised/Transplant Patient? A Critical Review of the Evidence",,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Transplant']","[{'title': 'Jennifer Cuellar-Rodriguez, MD, FIDSA', 'affiliation': 'Staff Clinician National Institute of Allergy and infectious Diseases Bethesda, MD, United States'}, {'title': 'Jonathan Hand, MD', 'affiliation': 'Section Head, Transplant Infectious Diseases Ochsner Health New Orleans, LA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jennifer Cuellar-Rodriguez, MD, FIDSA:  No financial relationships to disclose', 'Jonathan Hand, MD:  No relevant disclosure to display']"
Friday,8:00 AM - 9:00 AM,502 A,,,,106 - Pandemic Preparedness Through a Diagnostic Lens,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'COVID-19']","[{'title': 'Nira Pollock, MD, PhD (she/her/hers)', 'affiliation': ""Co-Director, Infectious Diseases Diagnostic Lab/Associate Professor of Pathology and Medicine, HMS Boston Children's Hospital Boston, MA, United States""}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Nira R. Pollock, MD, PhD:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,403 A,,,,107 - Papers That Should Change Your Practice in Pediatric ID,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Ravi Jhaveri, MD', 'affiliation': ""Professor of Pediatrics Ann & Robert H. Lurie Children's Hospital of Chicago Chicago, Illinois, United States""}, {'title': 'Sarah Parker, MD', 'affiliation': ""Professor of Pediatric Infectious Diseases Pediatrics University of Colorado/Children's Hospital Colorado Aurora, CO, United States""}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Ravi Jhaveri, MD:  No relevant disclosure to display', 'Sarah K. Parker, MD:  No relevant disclosure to display']"
Friday,8:00 AM - 9:00 AM,502 B,,,,108 - Prosthetic Joint Infections,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Luiz Bermudez, MD', 'affiliation': 'Professor Oregon State University Corvallis, OR, United States'}, {'title': 'Mahalia Dessruisseaux', 'affiliation': ''}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Luiz Bermudez, MD:  No financial relationships to disclose', 'Mahalia Dessruisseaux:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,515 B,,,,"109 - Training the Next Generation: New Infection Prevention Curriculum for Fellows From SHEA, and AMS Curriculum From SIDP",,,,,,,"['Adult ID', 'Pediatric ID', 'Trainee']","[{'title': 'Paul Pottinger, MD (he/him/his)', 'affiliation': 'Professor of Medicine Infectious Diseases University of Washington School of Medicine Seattle, WA, United States'}, {'title': 'Zanthia Wiley, MD (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Atlanta, GA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Paul S. Pottinger, MD:  No financial relationships to disclose', 'Zanthia Wiley, MD:  No financial relationships to disclose']"
Friday,8:00 AM - 9:00 AM,404 AB,,,,110 - Updates in the Management of Leprosy,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID']","[{'title': 'Carlos Franco-Paredes, MD, MPH', 'affiliation': 'Faculty Department of Medicine - Division of Infectious Diseases Hospital Infantil de Mexico, Mexico and Instituto Conmemorativo de la Salud, Panama Denver, CO, United States'}, {'title': 'Sapna Bamrah Morris, MD', 'affiliation': 'Associate Director of Programs Centers for Disease Control and Prevention Dulles, VA, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Carlos Franco-Paredes, MD, MPH:  No financial relationships to disclose', 'Sapna Bamrah Morris, MD:  No financial relationships to disclose']"
Friday,8:00 PM - 11:00 PM,The GRAMMY Museum,,,,Soundtrack of ID: A Celebration of Community,,,,,,,['Event'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,8:30 AM - 8:55 AM,BugHub Stage,,,,Meet the Editors,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,8:30 AM - 8:55 AM,Global BugHub Stage,,,,Strategies in Providing Care to Marginalized Individuals in the Clinic and Hospital Settings,,,,,,,['Global BugHub Stage'],"[{'title': 'Raymund Razonable, MD', 'affiliation': 'Professor of Medicine Mayo Clinic, MN, United States'}, {'title': 'Irene Sia, MD, MSc (she/her/hers)', 'affiliation': 'Consultant/Faculty Mayo Clinic Rochester, MN, United States'}, {'title': 'Wissam El Atrouni, MD', 'affiliation': 'Associate Professor University of Kansas Medical Center Kansas City, KS, United States'}, {'title': 'Maria Alejandra Mendoza, MD (she/her/hers)', 'affiliation': 'Transplant Infectious Diseases faculty University of Utah, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,9:00 AM - 2:00 PM,NextGen ID Lounge (Hall K Foyer),,,,Resume Review,,,,,,,"['IDBugCrawl', 'Trainee']",[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,9:00 AM - 9:25 AM,Global BugHub Stage,,,,What have we learned from decades of global health infectious diseases research?,,,,,,,['Global BugHub Stage'],"[{'title': 'Aslam Khan, DO', 'affiliation': 'Clinical Assistant Professor Pediatrics Stanford University School of Medicine Stanford, California, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,9:00 AM - 9:45 AM,NextGen ID Lounge (Hall K Foyer),,,,Compensation Q&A,,,,,,,"['IDBugCrawl', 'Trainee']",[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,9:00 AM - 9:55 AM,BugHub Stage,,,,Bug of the Day,,,,,,,['BugHub Stage'],"[{'title': 'Maximo Brito, MD, MPH', 'affiliation': 'Professor of Medicine University of Illinois at Chicago Chicago, IL, United States'}, {'title': 'Jeannette Guarner, MD (she/her/hers)', 'affiliation': 'Professor Pathology Emory University School of Medicine Atlanta, GA, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jeannette Guarner, MD:  No financial relationships to disclose']"
Friday,9:00 AM - 12:00 PM,NextGen ID Lounge (Hall K Foyer),,,,Professional Headshots,,,,,,,"['IDBugCrawl', 'Trainee']",[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,9:15 AM - 10:00 AM,Ballroom (West Hall B),,,,111 - John F. Enders Lecture,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Emily Erbelding, MD (she/her/hers)', 'affiliation': 'Director, Division of Microbiology and Infectious Disease NIAID National Institutes of Health Rockville, MD, United States'}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0.75 hours of MOC CreditCNE Credits: Maximum of 0.75 hours of ANCC CreditACPE Credits: ACPE 0.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Emily Erbelding, MD:  No financial relationships to disclose']"
Friday,9:30 AM - 9:55 AM,Global BugHub Stage,,,,Global Guardians: Strengthening Antimicrobial Stewardship Across Continents,,,,,,,['Global BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,10:00 AM - 10:25 AM,Global BugHub Stage,,,,Best of ESCMID Global 2024,,,,,,,['Global BugHub Stage'],"[{'title': 'Gustavo Lopardo, MD (he/him/his)', 'affiliation': 'Department Infectious Diseases FUNCEI Buenos Aires, Ciudad Autonoma de Buenos Aires, Argentina'}, {'title': 'Mary Horgan, MD (she/her/hers)', 'affiliation': 'Chief Medical Officer Department of Health Ireland Dublin 07, Ireland'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,10:00 AM - 10:25 AM,BugHub Stage,,,,Keeping Your Footing on a Shifting Healthcare Landscape,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,10:00 AM - 10:30 AM,NextGen ID Lounge (Hall K Foyer),,,,NextGen Advocacy: How to Become an Advocacy Leader,,,,,,,"['NextGen ID Lounge', 'Trainee']",[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
