poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
826,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=826,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1891,Outcomes of a Learning Needs Assessment Survey in the Development of the Extension for Community Health Outcomes Model for HIV Training in Midwestern Non-Metropolitan Areas,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Duncan Works, B.S. (he/him/his)",Medical Student,University of Nebraska - Medical Center,"Lincoln, NE, United States",1,10,"Duncan Works, B.S. (he/him/his)","Dan Cramer, APRN-NP; Emmanuel Nazaire Essam Nkodo, MD/MPH (he/him/his); Elizabeth Lyden, MS; Renae Furl, MPH; Yue Zhan, n/a; Jennifer O'Neil, RN, BSN; Maureen Kubat, RN; Heather Saarela, BSPH; Nada Fadul, MD; Jennifer M. Davis, MD"
827,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=827,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1890,Building the HIV Workforce through Integrating the National HIV Curriculum into Health Professions Programs in the United States,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Cornelia Wagner, MBA, M.Ed, PhD Candidate (she/her/hers)",Director of Research and Evaluation,University of Illinois Chicago,"Wilmette, IL, United States",1,4,"Cornelia Wagner, MBA, M.Ed, PhD Candidate (she/her/hers)","Ricardo Rivero, MD, MPH; Jonathan Stacks, MSW; Natacha Pierre, DNP, FNP-BC, FPA; Blake Max, PharmD"
828,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=828,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1889,"Integrating One Health into Medical Education: A Student-Led, Practice-Based Interdisciplinary Approach to Building Collaborative Health Preparedness","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Allison W. Cheung, MPH",,University of Michigan Medical School,"Ann Arbor, Michigan, United States",1,4,"Allison W. Cheung, MPH","Mary Cormier, n/a; David Grace, n/a; Elizabeth A. Scruggs-Wodkowski, MD; Laura Power, MD, MPH"
829,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=829,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1888,Understanding Infection Control Needs in Nebraska Schools: Insights from School Health Staff,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Juan M. Teran Plasencia, MD",Assistant Professor,University of Nebraska Medical Center/Division of Infectious Diseases,"Omaha, NE, United States",1,7,"Juan M. Teran Plasencia, MD","Christina Cashatt, RN, BSN, CIC; Mounica Soma, MHA, MSPM; M. Salman Ashraf, MBBS; Laura Kate K. Tyner, BSN, RN, CIC; Alice I. Sato, MD, PhD; Robin M. Williams, MPH; Andrea M. Riley, BSN, BA, RN"
830,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=830,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1887,Improving Vaccine Communication and Decision Making in Pregnancy: A Co-Designed Canadian Intervention,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Eliana Castillo, MD FRCPC MHSc",,University of Calgary,"Calgary, Alberta, Canada",1,6,"Eliana Castillo, MD FRCPC MHSc","Marcia Bruce, BComm, PaCER; Monica Surti, MPH, BHSc; Maria Castrellon Pardo, PaCER, BSc; Medea Myers-Stewart, MPH, B.A.; Andrea Patey, PhD, MSc, BSc; Maoliosa Donald, PhD, MSc, BSc"
831,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=831,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1886,Biopreparedness Education in US Medical Schools,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Anna Kilzer,Medical Student,University of Nebraska Medical Center,"Omaha, NE, United States",1,2,Anna Kilzer,"James Lawler, MD, MPH, FIDSA; Angela Hewlett, MD, MS"
832,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=832,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1885,"Online Medical Education Effectively Improves Clinician Knowledge, Competence and Confidence with Implementing Antimicrobial Stewardship When Testing and Treating Suspected Upper Respiratory Infections with Available Molecular Rapid Diagnostic Tests","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Arun S. Nair, PharmD","Associate Director, Clinical Strategy",Medscape Education,"TARRYTOWN, New York, United States",1,2,"Arun S. Nair, PharmD","Roderick Smith, MS; James Martorano, MBA"
833,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=833,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1884,"Online Medical Education Effectively Improves Clinician Knowledge, Competence and Confidence in Implementing Antimicrobial Stewardship Practices When Diagnosing and Managing Suspected Gastrointestinal Infections with Available Molecular Rapid Diagnostic Tests","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Arun S. Nair, PharmD","Associate Director, Clinical Strategy",Medscape Education,"TARRYTOWN, New York, United States",1,2,"Arun S. Nair, PharmD","Roderick Smith, MS; James Martorano, MBA"
834,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=834,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1883,"Online Medical Education Effectively Improves Clinician Knowledge, Competence and Confidence in Implementing Antimicrobial Stewardship Practices When Diagnosing and Managing Suspected Bloodstream Infections with Available Molecular Rapid Diagnostic Tests","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Arun S. Nair, PharmD","Associate Director, Clinical Strategy",Medscape Education,"TARRYTOWN, New York, United States",1,2,"Arun S. Nair, PharmD","James Martorano, MBA; Roderick Smith, MS"
835,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=835,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1882,"Curriculum-Based Online Medical Education Effectively Improves Clinician Knowledge, Competence, Confidence, and Performance with Integrating Antimicrobial Stewardship When Diagnosing and Managing Suspected Pneumonia with Available Molecular Rapid Diagnostic Tests","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Arun S. Nair, PharmD","Associate Director, Clinical Strategy",Medscape Education,"TARRYTOWN, New York, United States",1,2,"Arun S. Nair, PharmD","Maria B. Uravich, BSc, ELS; James Martorano, MBA"
836,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=836,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1881,Biopreparedness and Biocontainment Education in U.S. ID Fellowships,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Angela Hewlett, MD, MS","Professor, Division of Infectious Diseases",University of Nebraska Medical Center,"Omaha, NE, United States",1,6,"Angela Hewlett, MD, MS","Cristina J. Torres, MD; James Lawler, MD, MPH, FIDSA; Daniel Cybulski, MD; Gavin Harris, MD; Elizabeth Schnaubelt, MD; David Brett-Major, MD, MPH"
837,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=837,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1880,Leveraging Pediatric Infectious Diseases Entrustable Professional Activities (EPAs) to Develop and Implement an Innovative Infection Prevention Curriculum,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jessica Alban, BS, MLS(ASCP), CIC (she/her/hers)",Infection Preventionist,The Cleveland Clinic,"Cleveland, OH, United States",1,2,"Jessica Alban, BS, MLS(ASCP), CIC (she/her/hers)","Blanca E. Gonzalez, MD (she/her/hers); Autumn Hayes, RN, MSN"
838,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=838,,"E. Infectious Diseases Medical Education (scholarly work directed at enhancing infectious diseases education of trainees and/or health professionals, social determinants of health)",,P-1879,Journal Club Revitalization Initiative at an Academic Infectious Disease Fellowship Program from 2024-2025,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Alex Belote, D.O.",,University of Kansas Medical Center,"Kansas City, Kansas, United States",1,4,"Alex Belote, D.O.","Erica MacKenzie, MD; Albert Eid, MD (he/him/his); Charles Walde, DO; Rachel Sigler, DO PMH"
839,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=839,J6.,J6. ID Workforce/Value of ID,,P-1878,Discontinuation of Clinical Studies on Infectious Diseases: A Cross-Sectional Analysis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Yousef R. Alnomani, With over two years of dedicated experience in conducting medical research, I hold a certification from the prestigious Negida Clinical Research Training (NCRT) Course, guided by Dr. Ahmed Negida, MBBCh, Ph.D., formerly a Postdoctoral Research Fellow at Harvard Medical School, MA. My keen interest in all aspects of the infectious diseases field propels me forward, and I eagerly anticipate contributing to advancements in this dynamic field.",Medical student,"Faculty of Medicine, Benha University","Benha, Al Qalyubiyah, Egypt",1,0,"Yousef R. Alnomani, With over two years of dedicated experience in conducting medical research, I hold a certification from the prestigious Negida Clinical Research Training (NCRT) Course, guided by Dr. Ahmed Negida, MBBCh, Ph.D., formerly a Postdoctoral Research Fellow at Harvard Medical School, MA. My keen interest in all aspects of the infectious diseases field propels me forward, and I eagerly anticipate contributing to advancements in this dynamic field.",
840,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=840,J6.,J6. ID Workforce/Value of ID,,P-1876,Early Exposure to Infectious Diseases Specialty Among Undergraduate Students with Interests in Healthcare Careers,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Samantha Moreno, BS",Research Assistant,University of Nebraska Medical Center,"Yorkville, Illinois, United States",1,3,"Samantha Moreno, BS","Sonja F. Tutsch-Bryant, PhD, MPH, BSED; Harlan R. Sayles, MS; Jasmine R. Marcelin, MD (she/her/hers)"
841,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=841,J6.,J6. ID Workforce/Value of ID,,P-1875,Building Sustainabil-ID: Advancing a New Field of Environmental Stewardship in Infectious Diseases,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Shreya Doshi, MD, MPH (she/her/hers)",Fellow,Children's National Health System,"Washington DC, DC, United States",1,1,"Shreya Doshi, MD, MPH (she/her/hers)","Preeti Jaggi, MD"
842,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=842,J6.,J6. ID Workforce/Value of ID,,P-1874,Measuring the Clinical Impact of a Novel Infectious Disease Step-Down Service,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Makenzie Starlin, B.S.",Medical Student,University of Nebraska Medical Center,"Omaha, NE, United States",1,5,"Makenzie Starlin, B.S.","Richard Starlin, MD; Trevor C. Van Schooneveld, MD, FSHEA, FIDSA; Bryan T. Alexander, PharmD, BCIDP, AAHIVP; Molly M. Miller, PharmD, BCIDP (she/her/hers); Kaeli Samson, MA, MPH"
843,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=843,J6.,J6. ID Workforce/Value of ID,,P-1873,Infectious Disease Work Load Index: A Systematic Measurement of Patient Acuity and Overall Work Volume,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Leah H. Yoke, PA-C, MCHS",Physician Assistant,University of Washington; Fred Hutch Cancer Research Center,"Seattle, WA, United States",1,8,"Leah H. Yoke, PA-C, MCHS","Pooja Bhattacharyya, PA-C, MHS; Lisa So, PA-C; Regina Lengermann, PA-C; Cassandra Callas, BS; Lauren Jatt, MD; Emily A. Rosen, MD (she/her/hers); Mabel Jimenez, MD, MPH; Michael J. Boeckh, MD PhD"
844,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=844,J6.,J6. ID Workforce/Value of ID,,P-1872,Establishing a Quality Incentive for ID Providers by Leveraging the Standardized Antimicrobial Administration Ratio (SAAR),"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lea Edwards, PharmD, BCIDP (she/her/hers)",Clinical Pharmacist Specialist - Infectious Diseases,Cambridge Health Alliance,"Medford, MA, United States",1,1,"Lea Edwards, PharmD, BCIDP (she/her/hers)","Lou Ann Bruno-Murtha, DO"
845,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=845,J6.,J6. ID Workforce/Value of ID,,P-1871,Scalability Metrics and Effort Requirements for a Long-Acting CAB/RPV Program,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Josh Havens, PharmD",HIV Clinical Pharmacist,University of Nebraska Medical Center,"Omaha, NE, United States",1,7,"Josh Havens, PharmD","Jennifer O'Neill, BSN, RN; Maureen Kubat, RN; Shawnalyn Sunagawa, PharmD; Sara H. Bares, MD; Nada Fadul, MD; Jennifer M. Davis, MD; Josh Lechner, PharmD"
846,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=846,J6.,J6. ID Workforce/Value of ID,,P-1870,"Environmental, Time, and Cost Benefits of Consolidated Subspecialty Care in a Multidisciplinary Pediatric Long COVID Clinic","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Erin McLaughlin, BS",Medical Student,George Washington University,"Washington, District of Columbia, United States",1,4,"Erin McLaughlin, BS","Shreya Doshi, MD, MPH (she/her/hers); Madison Nemshick, BS; Emily Ansusinha, MA; Alexandra B. Yonts, MD"
847,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=847,J6.,J6. ID Workforce/Value of ID,,P-1869,When Expertise Matters: ID Consultation is Associated with Lower Mortality in Serratia marcescens Bacteremia,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Donna R. Burgess, RPh, BCIDP",Pharmacist,UK HealthCare,"Lexington, KY, United States",1,2,"Donna R. Burgess, RPh, BCIDP","Katie B. Olney, PharmD, BCIDP (she/her/hers); David S. Burgess, PharmD (he/him/his)"
848,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=848,J6.,J6. ID Workforce/Value of ID,,P-1868,The Impact of Location and ID Consultation on Outcomes in Gram-negative Bacteremia,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"David S. Burgess, PharmD (he/him/his)",Professor,University of Kentucky,"Lexington, KY, United States",1,3,"David S. Burgess, PharmD (he/him/his)","Emily Oliver, PharmD; Katie B. Olney, PharmD, BCIDP (she/her/hers); Donna R. Burgess, RPh, BCIDP"
849,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=849,J4.,J4. Home Health/OPAT,,P-1867,Electronic Delivery of an OPAT Patient Education Video: Enhancing Accessibility and Clinician Satisfaction,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Amy Van Abel, PharmD",Outpatient Infectious Diseases Pharmacist,Mayo Clinic,"Lino Lakes, MN, United States",1,7,"Amy Van Abel, PharmD","Abinash Virk, MD, DTM&H, FIDSA; Marla R. Frahm, RN; Rachel Schmidt, RN; Margaret Pertzborn, PharmD, AAHIVP; Jennifer Lamb, MSW; Allyson M. Dodson, CWON, RN; Christina G. Rivera (O'Connor), Pharm.D"
850,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=850,J4.,J4. Home Health/OPAT,,P-1866,Clinically Significant Adverse Events Rates for Daptomycin Outpatient Parenteral Antimicrobial Therapy (OPAT),"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Shawnalyn Sunagawa, PharmD",Research Assistant Professor,University of Nebraska Medical Center,"Omaha, NE, United States",1,8,"Shawnalyn Sunagawa, PharmD","Jordan Kuck, PharmD; Richard Hankins, MD; Sandra A. Frimpong, MD; Nicolas W. Cortes-Penfield, MD (he/him/his); Bryan T. Alexander, PharmD, BCIDP, AAHIVP; Elizabeth Lyden, MS; Melissa LeMaster, RN; Molly M. Miller, PharmD, BCIDP (she/her/hers)"
851,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=851,J4.,J4. Home Health/OPAT,,P-1865,Impact of Outpatient Parenteral Antimicrobial Therapy (OPAT) Service on Clinical Outcomes: A Single Health System Retrospective Cohort Study,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Saipriya Gadiraju, PharmD",,Jefferson Health East Region,"Hartford, Connecticut, United States",1,3,"Saipriya Gadiraju, PharmD","Nikunj M. Vyas, PharmD; Shereef N. Ali, PharmD, BCPS, BCCCP; Alissa Werzen, MD"
852,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=852,J4.,J4. Home Health/OPAT,,P-1864,Outpatient Parenteral Antimicrobial Therapy (OPAT) Practice Survey Updates 2025,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Monica V. Mahoney, PharmD, BCPS, BCIDP, FCCP, FIDSA, FIDP, FMSHP (she/her/hers)","Clinical Pharmacy Specialist, Ambulatory/Infectious Diseases",Beth Israel Deaconess Medical Center,"Boston, MA, United States",1,5,"Monica V. Mahoney, PharmD, BCPS, BCIDP, FCCP, FIDSA, FIDP, FMSHP (she/her/hers)","Christina G. Rivera (O'Connor), Pharm.D; Laila M. Castellino, MD; Susan E. Beekmann, RN, MPH; Philip M. Polgreen, MD (he/him/his); Sara C. Keller, MD, MPH, MSPH (she/her/hers)"
853,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=853,J4.,J4. Home Health/OPAT,,P-1863,Integrated outpatient treatment of Serious Injection-Related Infections and Opioid Use Disorder: the Buprenorphine plus Outpatient Parenteral Antibiotic Therapy (BOPAT) Clinical Trial,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Laura Fanucchi, MD, MPH (she/her/hers)",Professor of Medicine,University of Kentucky,"Lexington, Kentucky, United States",1,9,"Laura Fanucchi, MD, MPH (she/her/hers)","Alice C. Thornton, MD; Evelyn Villacorta Cari, MD; Hilary L. Surratt, PhD; Paul Nuzzo, MS; Sharon Walsh, PhD; Connor VanMeter, MS; Sean Murphy, PhD; Shashi Kapadia, MD; Michelle Lofwall, MD"
854,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=854,J4.,J4. Home Health/OPAT,,P-1862,Telehealth in Outpatient Parenteral Antimicrobial Therapy (OPAT): Utilization Patterns and Patient Outcomes,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Kylie Lewis (she/her/hers),Pharmacy Intern,UNC Health,"Chapel Hill, NC, United States",1,6,Kylie Lewis (she/her/hers),"Angela Perhac, PharmD, BCIDP, CPP; Michael Swartwood, MSN, RN, CAPM; Teresa M. Oosterwyk, Master of Science in Nursing, Registered Nurse; Claire E. Farel, MD, MPH; Mary Catherine Bowman, MD, PhD; Asher J. Schranz, MD, MPH (he/him/his)"
855,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=855,J4.,J4. Home Health/OPAT,,P-1861,The Impact of Medication Assisted Therapy (MAT team) on Patients Enrolled in an OPAT Program,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jude Meniru, MD (he/him/his)",Infectious Disease Fellow,"1.	Division of Infectious Disease, Department of Internal Medicine, The Ohio State University Wexner Medical Center, Columbus, OH, USA","Columbus, OH, United States",1,5,"Jude Meniru, MD (he/him/his)","Margaret Williams, MD; Drew Logan, DO; Joseph Asteriou, DO; Ashley Lipps, MD (she/her/hers); Mohammad Madhee Sobhanie, MD"
856,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=856,J4.,J4. Home Health/OPAT,,P-1860,Factors Associated with Readmission in Immunocompromised Hosts Receiving Outpatient Parenteral Antimicrobial Therapy,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jamila I. Ranavaya, MD (she/her/hers)",Infectious Disease Fellow,University of Kentucky,"Lexington, KY, United States",1,6,"Jamila I. Ranavaya, MD (she/her/hers)","Nicole Leedy, MD; Takaaki Kobayashi, MD MPH; Ryan P. Mynatt, PharmD (he/him/his); Evelyn Villacorta Cari, MD; Ashley Logan, PharmD; Armaghan-E-Rehman Mansoor, MD"
857,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=857,J4.,J4. Home Health/OPAT,,P-1859,A Stewardship Focused Evaluation of Patients Treated with Ceftriaxone for Infections due to Penicillin Susceptible Streptococcus spp. in Outpatient Parenteral Antimicrobial Therapy,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jillian M. Mack, PharmD",,Nebraska Medicine,"Omaha, Nebraska, United States",1,10,"Jillian M. Mack, PharmD","Nicolás Cortés-Penfield, MD, FACP; Richard Hankins, MD; Molly M. Miller, PharmD, BCIDP (she/her/hers); Elizabeth Lyden, MS; Melissa LeMaster, RN; Sara Azimi, PharmD; Scott J. Bergman, PharmD; Trevor C. Van Schooneveld, MD, FSHEA, FIDSA; Mark E. Rupp, MD (he/him/his); Bryan T. Alexander, PharmD, BCIDP, AAHIVP"
858,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=858,J4.,J4. Home Health/OPAT,,P-1858,Real-world Experience of Rezafungin in an Outpatient Infusion Center Upon Discharge,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jill Foster, n/a",,University of Georgia,"Savannah, Georgia, United States",1,2,"Jill Foster, n/a","Christopher M. Bland, PharmD, FCCP, FIDSA, BCPS; Bruce M. Jones, Pharm.D., FIDSA, BCPS"
859,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=859,J4.,J4. Home Health/OPAT,,P-1857,"Across Five Aprils: A single-center, retrospective pilot study of Outpatient Parenteral Antimicrobial Therapy (OPAT) during the COVID-19 pandemic","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Hanna Bertucci,Medical Student,Northwestern University,"Chicago, IL, United States",1,4,Hanna Bertucci,"Lacy Simons, BS; Muhammad Dhanani, MD; Anne Kurze, APRN; Kelly E. R Bachta, MD, PhD"
860,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=860,J4.,J4. Home Health/OPAT,,P-1856,Desirability of Outcome Ranking Analysis Framework for Patients on Outpatient Parenteral Antimicrobial Therapy: A Proof-of-Concept Study in Immunocompromised Patients Receiving Daptomycin or Vancomycin,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Brent W. Footer, PharmD",Clinical Pharmacy Practitioner - Immunocompromised Host Infectious Diseases,University of North Carolina Medical Center,"Chapel Hill, North Carolina, United States",1,6,"Brent W. Footer, PharmD","Elaine Kim, PharmD; Madison Ponder, MPS, BSPH (she/her/hers); Luther A. Bartelt, MD; Anne Friedland, MD (she/her/hers); Asher J. Schranz, MD, MPH (he/him/his); David van Duin, MD, PhD"
861,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=861,J4.,J4. Home Health/OPAT,,P-1854,Implementation of an Inpatient Service for Facilitation of Transition of Care for Outpatient Antimicrobial Therapy (OPAT) Patients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Anila Hussain, MD (she/her/hers)",Internal Medicine,Rhode Island Hospital,"East Greenwich, RI, United States",1,5,"Anila Hussain, MD (she/her/hers)","Lisa Pedroza, MD; Madeline King, PharmD; Kelly E. Rowe, MD; Dana D. Byrne, MD, MSc; Sum Chi Lydia Poon, B.S."
862,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=862,F1.,F1. Hepatitis A,,P-1833,"Acute Viral Hepatitis in Hospitalized Children: Clinico-Biochemical, Ultrasonographic and Etiological Findings from North India","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,Monirujjaman Biswas,PhD,Jawaharlal Nehru University,"New Delhi, Delhi, India",1,0,Monirujjaman Biswas,
863,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=863,F3.,F3. Hepatitis C,,P-1832,Closing the Care Gap: Community-Based Strategies Linking Patients with HCV and Substance Use Disorder in Appalachia,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Merly Konathapally, MD, MPH (she/her/hers)",Resident,Mary Washington Healthcare,"Fredericksburg, VA, United States",1,2,"Merly Konathapally, MD, MPH (she/her/hers)","Sarah Henrickson Parker, PhD; Mariana Gomez de la Espriella, IM/Infectious disease"
864,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=864,F3.,F3. Hepatitis C,,P-1831,Hepatitis C Virus (HCV) treatment during pregnancy using glecaprevir/pibrentasvir,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"L. Madeline McCrary, MD (she/her/hers)",Assistant Professor of Medicine,Washington University School of Medicine,"St. Louis, MO, United States",1,6,"L. Madeline McCrary, MD (she/her/hers)","Megan R. Curtis, MD MS; Jeannie C. Kelly, MD MS; Patricia Werner, MSN RN; Jessica R. Elrod-Gallegos, MSW, LCSW; Tracey Habrock-Bach, BS; Laura R. Marks, MD, PhD"
865,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=865,F3.,F3. Hepatitis C,,P-1830,Functional Status in Liver Transplant Recipients Receiving Grafts from HCV-Viremic versus HCV-Negative Donors: A Retrospective Analysis of the UNOS Database,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Konstantinos Ouranos, MD (he/him/his)",PGY-1 Internal Medicine Resident,Houston Methodist Hospital,"Houston, Texas, United States",1,4,"Konstantinos Ouranos, MD (he/him/his)","Evangelia K Mylona, M.Sc.; Fadi Shehadeh, MSc; R. Mark Ghobrial, MD, PhD; Eleftherios Mylonakis, MD, PhD"
866,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=866,F3.,F3. Hepatitis C,,P-1829,Low Hepatocellular Carcinoma Surveillance Among Cirrhotic Patients in a Mobile and Telehealth HCV Elimination Program,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jihad Slim, MD, FACP (he/him/his)",Medical Director,"Saint Michael’s Medical Center, Newark, NJ, USA","Newark, NJ, United States",1,6,"Jihad Slim, MD, FACP (he/him/his)","Kevin Leyden, RN, RN; Corey Rosmarin-DeStefano, RN; Emily Levaggi, CPT; Sheena Duprey, LPN; Juan Torres, CMA, CMA; Anthony Raymond, n/a"
