co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Derek Fleming, PhD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robin Patel, MD (she/her/hers)",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1881,,"ProfessorMayo ClinicRochester, MN, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Research AssociateMayo ClinicRochester, Minnesota, United States",,,,,,,,,,,,Location: Halls JK,,,,(P-647) Comparative efficacy of antibiotic regimens against Ureaplasma species with varying antibiotic resistance profiles in a mouse model of lung infection,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,"Head, Infectious Diseases UnitSheba Medical Center","Ili Margalit, MD, MPH (he/him/his)",,,,"Thursday, October 17, 2024",,,"Michal Landes, n/a",,,,C5. Respiratory infections - bacterial,,"Yaara Ben Ari, n/a",695099,,,,,,,,,"Haim Ben Zvi, PhD",,"Rambam Healthcare CampusHaifa, HaZafon, Israel",,"Idan Levitan, n/a",,,,"Rabin Medical CenterPetah Tikva, HaMerkaz, Israel",,,,,,,,,,,,,,"Sharon Amit, n/a","Lev Hasharon Mental Health CenterTzur Moshe, HaMerkaz, Israel","Itay Zahavi, n/a",,,"Mical Paul, Professor",,,,,,"Rabin Medical CenterPetah Tikva, HaMerkaz, Israel","Noga Hasson, n/a",,"Tel Aviv UniversityTel Aviv, HaMerkaz, Israel",,,"Basel Darawshe, n/a",,,,,,"Rabin Medical CenterPetah Tikva, HaMerkaz, Israel",,"Nofar Hezkelo Attias, MD",,"Soroka Medical CenterBeer Sheva, HaDarom, Israel",,,,,"Rambam Healthcare CampusHaifa, HaZafon, Israel",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1882,,"Rabin Medical CenterPetah Tikva, HaMerkaz, Israel",,,,"Rabin Medical CenterPetah Tikva, HaMerkaz, Israel",12:15 PM – 1:30 PM US PT,,,"ProfessorRambam Health Care CampusHaifa, Hefa, Israel",,"Infectious Diseases Consultant Sheba Medical CenterRamat Gan, Israel","Tal schlaeffer, MD","Vladislav Litchevsky, n/a",,,"Sheba Medical CenterRamat Gan, HaMerkaz, Israel","Elad Goldberg, n/a",,"Sheba Medical CenterRamat Gan, HaMerkaz, Israel",,,,Location: Virtual,,,,(P-648) Shorter vs Standard-Duration Antibiotic Therapy for Nocardiosis: A Multicenter Retrospective Cohort Study,,"Jihad Bishara, n/a",,Poster Session:,"Dafna Yahav, MD","Soroka Medical CenterBeer Sheva, HaDarom, Israel",,,,,,,,,,,,,"Rabin Medical Center; Tel Aviv UniversityPetach Tikva, Tel Aviv, Israel",,,,"Lior Nesher, MD",,
,,"Ivan Felipe Gutiérrez Tobar, MD",,,,"Thursday, October 17, 2024",,,"Leonor Patricia Saltigeral Simental, n/a",,,,C5. Respiratory infections - bacterial,,"Carolina Robledo-Vega, n/a",694871,,,,,,,,,"Virginia Díaz-Jiménez, MD",,"Facultad de Medicina, Pediatria, Pontificia Universidad JaverianaBogotá, Distrito Capital de Bogota, Colombia",,"Gloria M. Gutiérrez-Reyes, MD",,,,"Instituto Nacional de PediatríaMexico, Distrito Federal, Mexico",,,,,,,,,,,,,,,"Residente de segundo año de pediatríaStar Médica Hospital Infantil PrivadoMéxico City, Distrito Federal, Mexico","Viviana Antonio-González, MD",,,,,,,,,"Directora del laboratorioStar Médica Hospital Infantil PrivadoMéxico City, Distrito Federal, Mexico","Daniel A. Salinas-Morales, MD",,"PediatraStar Médica Hospital Infantil PrivadoMéxico City, Distrito Federal, Mexico",,,"Nicolás Cuéllar, MD",,,,,,,,"Ana C. Carbajal-César, MD",,,,,,,"Residente de Infectología pediátricaInstituto Nacional de PediatríaMéxico City, Distrito Federal, Mexico",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1883,,"Instituto Nacional de PediatríaCiudad de México, Distrito Federal, Mexico",,,,"Dr.Instituto Nacional de PediatríaMexico City, Distrito Federal, Mexico",12:15 PM – 1:30 PM US PT,,,,,"Pediatric Infectious Diseases SpecialistClinica Infantil Colsubsidio, Clínica Infantil Santa María del LagoBogotá, Distrito Capital de Bogota, Colombia","Juan Pablo Londono-Ruiz, MD (he/him/his)","Dámaris Manzano-Arredonda, CP",,,"Instituto Nacional de PediatríaCiudad de México, Distrito Federal, Mexico","Eduardo Arias de la Garza, MD",,,,,,Location: Halls JK,,,,(P-649) Unusual Increase in Bordetella parapertussis Cases Detected in Pediatric Reference Centers in Mexico and Colombia During 2023: Is this Trend Emerging Elsewhere?,,,,Poster Session:,,"Pediatrics Infectious DiseasesHospital universitario Mayor MederiBogota, Distrito Capital de Bogota, Colombia",,,,,,,,,,,,,"Coordinadora Médica de MicrobiologíaInstituto Nacional de PediatríaCiudad de México, Distrito Federal, Mexico",,,,,,
,,"Jason J. Bryowsky, PharmD, MS",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Christopher M. Longshaw, PhD",695466,,,,,,,,,,,"Director, Head of Infectious Diseases 5, Laboratory for Drug Discovery and Disease ResearchShionogi & Co., LtdToyonaka, Osaka, Japan",,"Yoshinori Yamano, PhD (he/him/his)",,,,,,,,,,,,,,,,,,,"Senior Director, Scientific Affairs EUShionogi B.V.London, England, United Kingdom","Joshua Maher, PhD",,,,,,,,,"Chief Scientific Officer for Infectious DiseasesShionogi & Co.,  Ltd.Toyonaka, Osaka, Japan","Rodrigo E. Mendes, PhD (he/him/his)",,"Director of Microbiology & Molecular BiologyJMI LaboratoriesNorth Liberty, Iowa, United States",,,"Miki Takemura, n/a",,,,,,,,"Boudewijn L. DeJonge, PhD (he/him/his)",,,,,,,"Research ScientistJMI LaboratoriesNorth Liberty, Iowa, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1884,,"Director MicrobiologyShionogi Inc.Florham Park, New Jersey, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, Field MicrobiologyShionogi Inc.Florham Park, New Jersey, United States","Sean T. Nguyen, PharmD",,,,,,,,,,,Location: Halls JK,,,,(P-650) In vitro Activity of Cefiderocol and Comparator Agents Against Global Enterobacterales Isolates From Hospitalized Patients with Pneumonia Collected as Part of the SENTRY Surveillance Program (2020-2022),,,,Poster Session:,,"Director, Medical AffairsShionogi Inc.Florham Park, New Jersey, United States",,,,,,,,,,,,,,,,,,,
,,"Wenting Jin, Master",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bijie Hu, Doctor",,,,,,,,,,,,,,,,,,,,,,,"Ying Shao, Master",,,,,,,"Department of Infectious Diseases, Zhongshan Hospital, Fudan UniversityShanghai, Shanghai, China",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1885,,"Shanghai United Imaging Intelligence Co., Ltd.Shanghai, Shanghai, China",,,,,12:15 PM – 1:30 PM US PT,,,,,"attendingZhongshan Hospital, Fudan UniversityShanghai, Shanghai, China (People's Republic)","Yaozong Gao, PhD",,,,,,,,,,,Location: Virtual,,,,(P-651) An Arti?cial Intelligence Model Outperformed Experienced Clinicians in Differentiating the Aetiology of Pneumonia on Chest Computed Tomography: A Retrospective Study,,,,Poster Session:,,"Shanghai United Imaging Intelligence Co., Ltd.Shanghai, Shanghai, China",,,,,,,,,,,,,,,,,,,
,,"Kamryn Plechot, PharmD, BCIDP",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helen Lee, PharmD, BCIDP, BCPS",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1886,,"UCI HealthOrange, California, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Diseases Pharmacist UC Irvine HealthOrange, California, United States","Steven Park, MD PhD",,,,,,,,,,,Location: Halls JK,,,,(P-652) Evaluation of Empiric Antibiotic Use for Community Acquired Pneumonia,,,,Poster Session:,,"University of California, IrvineIrvine, California, United States",,,,,,,,,,,,,,,,,,,
,,"Yeon Joo Lee, MD, MPH",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Mini Kamboj, MD",695441,,,,,,,,,,,"Director, Antibiotic Management ProgramMemorial Sloan KetteringNew York, New York, United States",,"Genovefa Papanicolaou, MD",,,,,,,,,,,,,,,,,,,"CHIEF MEDICAL EPIDEMIOLOGISTMSKCCNew York, NY, United States","Krupa Jani, MS",,,,,,,,,"Memorial Sloan Kettering Cancer CenterNew York, NY, United States","Anna Kaltsas, MD, MS",,"Assistant AttendingMemorial Sloan Kettering Cancer CenterNew York, NY, United States",,,"Susan K. Seo, MD",,,,,,,,"Melvili Cintron, PhD, D(ABMM)",,,,,,,"Memorial Sloan Kettering Cancer CenterJersey City, New Jersey, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1887,,"Assistant AttendingMemorial Sloan Kettering Cancer CenterNew York, New York, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate AttendingMemorial Sloan Kettering Cancer CenterNew York, New York, United States",Varshini Gali (she/her/hers),,,,,,,,,,,Location: Halls JK,,,,(P-653) Epidemiology of Streptococcus pneumoniae serotypes using serotype specific urinary antigen (SSUAD) in cancer patients,,,,Poster Session:,,"Medical StudentWeill Cornell MedicineNew York, New York, United States",,,,,,,,,,,,,,,,,,,
,,"Min Huang, PhD",,,,"Thursday, October 17, 2024",,,"Matthew S. Kelly, MD, MPH",,,,C5. Respiratory infections - bacterial,,"Daisy Liu, MS",695451,,,,,,,,,,,"Merck & Co., Inc.Rahway, New Jersey, United States",,"Salini Mohanty, DrPH, MPH (she/her/hers)",,,,"Associate Professor of Pediatrics and Global HealthDuke University School of MedicineDurham, NC, United States",,,,,,,,,,,,,,,"Analysis Group, Inc.Boston, Massachusetts, United States","Yan Song, PhD",,,,,,,,,"Associate Director Merck & Co., IncRahway, New Jersey, United States","Sun Lee, PharmD, MPH",,"Analysis Group, Inc.Boston, Massachusetts, United States",,,"Elamin Elbasha, Ph.D.",,,,,,,,"Hela Romdhani, PhD",,,,,,,"ManagerAnalysis Group, Inc., Boston, Massachusetts, USABoston, MA, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1888,,"Analysis Group, Inc.Boston, Massachusetts, United States",,,,"University of SheffieldSheffield, England, United Kingdom",12:15 PM – 1:30 PM US PT,,,,,"Sr. Principal ScientistMerck & Co., Inc.Rahway, New Jersey, United States","Jipan Xie, MD, PhD",,,,,"Donna Rowen, PhD",,,,,,Location: Halls JK,,,,(P-654) Health-related Quality of Life Associated with Pneumococcal Disease – A Global Targeted Literature Review and Meta-Analysis,,,,Poster Session:,,"XL Source, Inc.Los Angeles, California, United States",,,,,,,,,,,,,,,,,,,
,,"Nayle Ibragimova, PharmD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Bryan White, PharmD, BCPS, BCIDP",695054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Oklahoma Medical CenterOklahoma City, Oklahoma, United States","Stephen Neely, M.S.",,,,,,,,,,"Cindy B. McCloskey, MD",,"Associate ProfessorUniversity of Oklahoma College of MedicineOklahoma City, OK, United States",,,,,,,,,,,"Emily A. Siegrist, PharmD",,,,,,,"StatisticianUniversity of Oklahoma College of PharmacyOklahoma City, Oklahoma, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1889,,"Infectious Diseases PharmacistOU HealthOklahoma City, Oklahoma, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident pharmacistUniversity of Oklahoma Health Sciences CenterHarker Heights, Texas, United States","Joseph Sassine, MD",,,,,,,,,,,Location: Halls JK,,,,(P-655) Validation Of DRIP Score And Derivation of Local Score Predicting Multi-Drug Resistant Pathogens in Patients with Community Acquired Pneumonia,,,,Poster Session:,,"Assistant Professor of MedicineUniversity of Oklahoma Health Sciences CenterOklahoma City, Oklahoma, United States",,,,,,,,,,,,,,,,,,,
,,"Osamu Kanai, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,694951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiminobu Tanizawa, PhD",,,,,,,,,,,,,,,,,,,,,,,"Takanori Ito, MD (he/him/his)",,,,,,,"Kyoto Medical CenterKyoto, Kyoto, Japan",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1890,,"StaffKyoto Medical CenterKyoto, Kyoto, Japan",,,,,12:15 PM – 1:30 PM US PT,,,,,"DrNational Hospital Organization Kyoto Medical CenterKyoto, Kyoto, Japan","Kohei Fujita, MD, PhD (he/him/his)",,,,,,,,,,,Location: Virtual,,,,(P-656) Investigating the Current Status and Exploring Issues for the Construction of Ventilator-Associated Pneumonia Surveillance,,,,Poster Session:,,"Chief Respiratory PhysicianNational Hospital Organization Kyoto Medical CenterKyoto, Kyoto, Japan",,,,,,,,,,,,,,,,,,,
,,"Ki Wook Yun, MD",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Da Yun Kang, MD (she/her/hers)",695404,,,,,,,,,,,"Seoul National University Bundang HospitalSeongnam-si, Kyonggi-do, Republic of Korea",,"Eun Hwa Choi, MD",,,,,,,,,,,,,,,,,,,"FellowshipDepartment of Pediatrics, Seoul National University Children’s Hospital, Seoul, South Koreaseoul, Seoul-t'ukpyolsi, Republic of Korea","Taekjin Lee, n/a",,,,,,,,,"ProfessorSeoul National University Children's HospitalSeoul, Seoul-t'ukpyolsi, Republic of Korea","Youngmin Cho, MD",,"Clinical FellowSeoul National University Bundang HospitalSeongnam-si, Kyonggi-do, Republic of Korea",,,"Hyunju Lee, MD",,,,,,,,"Hye Jeong Moon, MD (she/her/hers)",,,,,,,"CHA Bundang Medical CenterSeongnam, Kyonggi-do, Republic of Korea",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1891,,"FellowSeoul National University Children's HospitalSeoul, Seoul-t'ukpyolsi, Republic of Korea",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate ProfessorSeoul National University Children's HospitalSeoul, Seoul-t'ukpyolsi, Republic of Korea","Joon Kee Lee, MD, PhD",,,,,,,,,,,Location: Halls JK,,,,"(P-657) Mycoplasma pneumoniae Pneumonia in Korean Children and Adolescents in 2023, Multicenter Study",,,,Poster Session:,,"InstructorChiungbuk National HospitalCheongju, Ch'ungch'ong-namdo, Republic of Korea",,,,,,,,,,,,,,,,,,,
,,"Peter P. Mueller, PhD",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Zinan Yi, n/a",694930,,,,,,,,,,,"Director, Outcomes ResearchMerck & Co., IncNorth Wales, PA, United States",,"Kwame Owusu-Edusei, Ph.D.",,,,,,,,,,,,,,,,,,,"MerckRahway, New Jersey, United States","Kelsie Cassell, PhD",,,,,,,,,"Merck & Co., Inc.Rahway, New Jersey, United States","Nicole Cossrow, PhD",,"Senior Principal ScientistMerck & Co, Inc.Kenilworth, New Jersey, United States",,,"Kelly D. Johnson, PhD",,,,,,,,"Atsushi Tajima, n/a",,,,,,,"MerckPhiladelphia, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1892,,"MSD K.K.Chiyoda, Tokyo, Japan",,,,,12:15 PM – 1:30 PM US PT,,,,,"MerckBoston, Massachusetts, United States","Taizo Matsuki, n/a",,,,,,,,,,,Location: Halls JK,,,,"(P-658) Cost-Effectiveness of V116, an Adult Specific 21-Valent Pneumococcal Conjugate Vaccine, vs. PCV20 on Pneumococcal Disease in Japan--A Delta-Price Approach",,,,Poster Session:,,"MSD K.K.Chiyoda, Tokyo, Japan",,,,,,,,,,,,,,,,,,,
,,"Ron Dagan, Professor MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rachel Benisty, PhD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1893,,"Pediatric Infectious Disease Laboratory HeadSoroka University Med Ctr and Ben-Gurion UniversityBeer Sheva, HaDarom, Israel",,,,,12:15 PM – 1:30 PM US PT,,,,,"Professor of Pediatrics and Infectious DiseaseBen-Gurion University of the NegevBeer Sheva, HaDarom, Israel","Bart Adriaan van der Beek, Data analyst",,,,,,,,,,,Location: Halls JK,,,,(P-659) Active Surveillance of Mucosal Pneumococcal Infections to Predict the Potential Added Benefits of Extended-Spectrum PCVs in Children < 24 Months in Southern Israel,,,,Poster Session:,,"Data analystBen-Gurion University of the NegevBeer-Sheva, HaDarom, Israel",,,,,,,,,,,,,,,,,,,
,,"Rukesh Yadav, MBBS",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1894,,,,,,,12:15 PM – 1:30 PM US PT,,,,,"Maharajgunj Medical Campus, Institute of Medicine, Tribhuvan UniversityKathmandu, Bagmati, Nepal",,,,,,,,,,,,Location: Halls JK,,,,(P-660) Exploring the Association Between Helicobacter Pylori Infection and Bronchiectasis: A Meta-analysis,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Ghayur Saeed, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erin K. McCreary, PharmD (she/her/hers)",,,,,,,,,,"Ryan K. Shields, PharmD, MS",,"Associate Professor of MedicineUniversity of PittsburghPittsburgh, PA, United States",,,,,,,,,,,"Lloyd G. Clarke, BS",,,,,,,"Director of Infectious Diseases Improvement and Clinical Research InnovationUniversity of Pittsburgh Medical CenterPittsburgh, PA, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1895,,"University of PittsburghPittsburgh, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"FellowUniversity of PittsburghPittsburgh, Pennsylvania, United States","Sunish Shah, PharmD",,,,,,,,,,,Location: Virtual,,,,(P-661) Impact of Optimal ?-lactam Treatment on the Outcomes of Patients with Pseudomonas Aeruginosa Pneumonia,,,,Poster Session:,,"ID pharmacist Antibiotic Management Program, UPMC Presbyterian Hospital, Pittsburgh, PAPittsburgh, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
,,"Sandeep Gupta, MD",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Julie Chaix, n/a",695274,,,,,,,,,,,"Manager BiostatisticsSanofiMarcy-l'Etoile, Auvergne, France",,"Christine Rehm, MD",,,,,,,,,,,,,,,,,,,"SanofiMarcy L’ Etoile, Auvergne, France","Mandeep S. Dhingra, MD",,,,,,,,,"SanofiSwiftwater, Pennsylvania, United States","Olga Lyabis, MD",,"SanofiMarcy L’ Etoile, Auvergne, France",,,"Siham Bchir, MSc",,,,,,,,"Cheryl Duffy, MD",,,,,,,"Associate Vice President, Global Head Clinical Franchise, Meningococcal VaccinesSanofi PasteurSwiftwater, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1896,,"Kids Way ClinicHermitage, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Clinical Development PhysicianSanofiSwiftwater, Pennsylvania, United States","Betzana Zambrano, MD",,,,,,,,,,,Location: Halls JK,,,,"(P-662) Phase III, modified double-blind, randomized, parallel group, active-controlled, multi-center study of Meningococcal quadrivalent ACWY conjugated vaccine in infants from 6 through 23 months of age in the United States",,,,Poster Session:,,"Sanofi PasteurMontevideo, Montevideo, Uruguay",,,,,,,,,,,,,,,,,,,
,,"Sanju Biju, Pharm D",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shon Paulson, Pharm D",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1897,,"Antimicrobial Stewardship FellowSt. Joseph's College of PharmacyThrissur, Kerala, India",,,,,12:15 PM – 1:30 PM US PT,,,,,"Antimicrobial Stewardship FellowSt. Joseph's College of PharmacyThrissur, Kerala, India",,,,,,,,,,,,Location: Halls JK,,,,(P-663) Evaluating the Effectiveness of a Real-Time Electronic Alert to Monitor the Duration of Antibiotic Therapy in Hospitalized Pneumonia Patients in the Asian Healthcare Setting,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Sadaf Aslam, MD",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M Danial Ali Shah, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1898,,"Post-graduate residentKing Edward Medical UniversityLahore, Punjab, Pakistan",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director Research ID Fellowship ProgramUniversity of South Florida Morsani College of MedicineTampa, Florida, United States","Beata Casanas, MD",,,,,,,,,,,Location: Halls JK,,,,(P-664) Trends in Bacterial Pneumonia-Related Mortality Among Older Adults in the United States,,,,Poster Session:,,"Professor of MedicineUniversity of South FloridaTampa, Florida, United States",,,,,,,,,,,,,,,,,,,
,,"Simran Malik, MSc BSc (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanjay Bhattacharya, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1899,,"Tata medical center kolkataKolkata, West Bengal, India",,,,,12:15 PM – 1:30 PM US PT,,,,,"Senior Research FellowIndian Institute of Technology KharagpurKharagpur, West Bengal, India","Sangeeta Das Bhattacharya, MD PhD MPH FAAP FACP",,,,,,,,,,,Location: Virtual,,,,(P-665) Etiology of Pneumonia and Antibiotic Resistance in Adults with Cancer in the ICU of a Tertiary Care Centre in Eastern India: a Prospective Cohort Study,,,,Poster Session:,,"ProfessorIndian Institute of Technology KharagpurKharagpur, West Bengal, India",,,,,,,,,,,,,,,,,,,
,,"Su Lee, PharmD, BCPS, BCIDP (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,"Keitaro Kawaguchi, PharmD",695247,,,,,,,,,,,"Clinical DirectorAdventist Health GlendaleGlendale, California, United States",,"Romic Eskandarian, PharmD",,,,,,,,,,,,,,,,,,,"Adventist Health GlendaleGlendale, California, United States","Hemi Jung, PharmD",,,,,,,,,"DirectorAdventist Health GlendaleGlendale, California, United States","Theresa Lin, PharmD",,"Adventist Health GlendaleGlendale, California, United States",,,"Delia Duenas Hernandez, PharmD",,,,,,,,"Lyle Ureta, PharmD (he/him/his)",,,,,,,"Adventist Health GlendaleGlendale, California, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1900,,"Pharmacy ResidentAdventist Health GlendaleGlendale, California, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate ProfessorWest Coast University School of PharmacyLos Angeles, California, United States","Kevin Aprelian, PharmD",,,,,,,,,,,Location: Halls JK,,,,(P-666) Impact of Ceftriaxone Duration in Community-Acquired Pneumonia: A Retrospective Comparative Analysis,,,,Poster Session:,,"PharmD CandidateWest Coast University School of PharmacyLos Angeles, California, United States",,,,,,,,,,,,,,,,,,,
,,"Takanori Ito, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C5. Respiratory infections - bacterial,,,695245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiminobu Tanizawa, PhD",,,,,,,,,,,,,,,,,,,,,,,"Osamu Kanai, MD (he/him/his)",,,,,,,"Kyoto Medical CenterKyoto, Kyoto, Japan",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1901,,"DrNational Hospital Organization Kyoto Medical CenterKyoto, Kyoto, Japan",,,,,12:15 PM – 1:30 PM US PT,,,,,"StaffKyoto Medical CenterKyoto, Kyoto, Japan","Kohei Fujita, MD, PhD (he/him/his)",,,,,,,,,,,Location: Virtual,,,,(P-667) The Impact of Delay in the Start of Effective Antibiotics on the Course of Pseudomonas aeruginosa Pneumonia: a Retrospective Study,,,,Poster Session:,,"Chief Respiratory PhysicianNational Hospital Organization Kyoto Medical CenterKyoto, Kyoto, Japan",,,,,,,,,,,,,,,,,,,
